mig_abs_nearest, mig_abs_ot
 1.749,  2.078
 1.519,  1.678
 0.821,  0.917
 1.586,  1.687
 1.479,  1.537
 6.393,  6.914
 2.959,  3.347
 1.800,  1.953
 3.962,  3.976
 2.224,  2.538
 1.522,  1.636
 2.649,  3.150
 1.622,  1.817
 1.127,  1.395
 1.775,  1.917
 0.803,  1.049
 2.690,  3.030
 1.321,  1.469
 1.471,  1.823
 1.209,  1.365
 1.842,  1.872
 0.491,  0.707
 1.153,  1.229
 1.460,  1.544
 0.795,  0.900
 1.716,  1.803
 0.745,  1.081
 1.486,  1.683
 1.643,  1.680
 0.889,  0.973
 2.141,  2.327
 1.965,  2.133
 5.605,  5.888
 1.055,  1.132
 3.773,  3.870
 3.779,  3.854
 1.880,  2.025
 1.193,  1.263
 0.882,  0.980
 1.688,  1.756
 2.213,  2.322
 1.188,  1.467
 2.132,  3.502
 1.422,  2.144
 1.777,  2.068
 1.498,  1.685
 0.958,  1.066
 2.004,  4.295
 1.687,  1.831
 0.843,  0.892
 0.876,  0.968
 1.851,  1.944
 1.032,  1.086
 0.712,  1.074
 2.306,  2.716
 0.851,  0.923
 0.438,  0.587
 0.949,  0.984
 0.966,  1.176
 2.578,  2.732
 0.843,  0.947
 1.743,  4.656
 1.639,  1.722
 1.996,  2.324
 0.654,  0.784
 1.042,  1.163
 1.198,  1.308
 4.204,  4.366
 0.567,  1.025
 7.263,  7.490
13.798, 14.287
 0.755,  0.870
 1.520,  1.544
 0.699,  0.798
 1.106,  1.285
 0.552,  0.586
 1.106,  1.160
 1.619,  1.680
 0.909,  1.026
 1.709,  1.756
 1.023,  1.136
 1.849,  2.021
 1.221,  1.657
 2.796,  3.014
 1.246,  1.625
 1.104,  1.394
 3.894,  4.024
 3.099,  3.237
 1.325,  1.521
 6.380, 10.212
 2.248,  2.351
 1.744,  2.374
 1.787,  2.317
 6.108,  6.648
 0.694,  0.718
 2.055,  2.885
 1.510,  1.740
 2.925,  2.977
 2.774,  2.835
 1.436,  1.663
 2.724,  2.780
 0.528,  0.750
 2.156,  2.409
 0.861,  1.077
 1.236,  1.328
 0.754,  0.960
 0.886,  0.987
 1.623,  1.739
 2.076,  2.177
 0.906,  1.730
 1.516,  1.687
 2.286,  2.250
 2.279,  2.767
 0.651,  0.777
 1.167,  1.427
 0.714,  0.867
 1.346,  1.511
 0.920,  1.005
 0.613,  0.773
 1.876,  1.928
 1.180,  1.612
 3.258,  3.531
 0.939,  0.984
 1.385,  1.496
 1.636,  2.646
 2.002,  2.097
 1.220,  1.436
 1.594,  1.879
 3.724,  3.657
 4.994,  5.011
 0.970,  1.119
 1.482,  1.428
 2.783,  2.910
 1.143,  1.209
 4.716,  4.759
 3.172,  3.428
 1.056,  1.645
 1.397,  1.826
 0.801,  1.189
 0.599,  0.870
 0.879,  0.957
 1.314,  1.418
 0.268,  0.450
 0.617,  0.649
 1.162,  1.291
 2.803,  2.834
 2.349,  2.577
 1.370,  1.558
 5.000,  5.015
 3.127,  3.881
 1.550,  1.856
 0.445,  0.561
 1.651,  1.616
 0.762,  1.236
 1.476,  1.649
 1.050,  1.523
 1.486,  1.638
 0.974,  1.100
 1.369,  1.696
 1.388,  1.698
 1.016,  1.225
 2.079,  2.092
 1.280,  1.321
 1.765,  1.856
 2.262,  2.592
 0.839,  0.998
 1.888,  2.141
 2.106,  2.207
 3.534,  3.151
 1.370,  1.441
 2.437,  2.796
 1.310,  1.362
 4.888,  8.823
 0.898,  1.091
 2.235,  2.286
 0.897,  0.957
 0.932,  1.104
 0.762,  1.516
 8.386,  8.397
 1.619,  1.717
 2.285,  2.886
 3.069,  3.725
 1.830,  2.162
 0.562,  0.619
 1.653,  1.922
 3.024,  3.247
14.135, 35.942
 3.499,  3.538
 4.907,  5.298
 1.613,  1.706
 1.111,  1.211
 1.174,  1.350
 0.477,  0.617
 3.994,  4.108
 3.603,  3.581
 1.750,  1.836
 2.644,  2.710
 1.315,  1.501
 2.372,  2.520
 2.286,  2.367
 0.502,  0.842
 1.714,  2.127
 3.065,  3.222
 2.563,  2.736
 1.434,  1.675
 1.513,  1.549
 4.388,  4.710
 2.987,  2.972
 2.016,  2.322
 1.324,  1.345
 6.001,  6.326
 1.524,  1.724
 3.888,  3.932
 3.182,  3.747
 3.770,  3.827
 1.832,  2.130
 4.819,  4.867
 2.949,  3.448
 5.022,  4.993
 1.941,  2.148
 0.507,  0.655
 0.762,  0.824
 0.904,  1.107
 0.644,  1.098
 0.784,  0.955
 3.439,  3.747
 0.695,  0.871
 3.163,  3.337
 2.869,  4.143
 1.055,  1.179
 1.272,  1.419
 0.969,  1.013
 3.086,  3.185
 2.325,  2.319
 1.121,  1.372
 1.117,  1.363
 1.043,  1.280
 3.527,  3.727
 2.093,  2.664
 3.817,  3.962
 3.800,  4.163
 2.138,  2.156
 5.337,  5.534
 1.390,  1.645
 1.453,  1.504
 0.978,  1.068
 0.596,  0.839
 3.599,  5.735
 2.246,  2.497
 1.261,  1.515
 2.959,  3.064
 1.794,  3.039
 1.788,  2.134
 2.179,  2.366
 1.144,  1.296
 0.828,  0.903
 2.167,  2.411
 1.157,  1.288
 0.885,  0.961
 0.911,  1.003
 0.773,  0.848
 1.094,  1.219
 1.214,  2.240
 2.687,  2.852
 2.768,  2.869
 1.634,  1.946
 0.988,  1.273
 0.815,  1.006
 1.827,  2.211
 0.880,  1.236
 2.783,  2.814
 2.117,  2.172
 2.061,  2.142
 2.585,  2.618
 1.088,  1.225
 1.857,  2.069
 1.291,  1.600
 3.535,  5.023
 1.657,  1.764
 3.738,  3.799
 1.782,  1.783
 1.457,  1.531
 0.814,  0.921
 0.269,  0.311
 2.038,  2.743
 1.667,  1.760
 2.930,  3.054
 4.723,  4.783
 1.072,  2.468
 3.276,  3.387
