mig_abs_nearest, mig_abs_ot
 0.968,  1.123
 2.935,  2.871
 1.340,  1.708
 2.981,  3.084
 0.856,  1.063
 5.633, 10.921
 0.814,  1.180
 0.596,  0.658
 0.828,  0.818
 1.330,  1.649
 1.084,  1.338
 2.389,  2.965
 1.649,  2.099
 0.468,  0.533
 1.271,  1.942
 0.598,  0.790
 1.047,  1.283
 3.087,  3.240
 1.901,  2.764
 2.576,  2.693
 1.581,  1.900
 3.817,  3.534
 1.621,  1.941
 7.427,  7.421
 3.957,  4.119
 2.819,  3.230
 1.674,  2.044
 1.181,  1.529
 0.760,  1.089
 3.874,  5.094
 1.625,  2.494
 2.776,  3.368
 2.110,  2.130
 0.556,  0.743
 3.746,  3.807
 0.737,  0.882
 2.897,  3.330
 0.477,  0.585
 1.020,  1.198
 1.538,  1.744
 0.922,  0.980
 0.505,  0.561
 0.908,  1.095
 2.136,  2.253
 0.647,  0.707
 1.105,  1.172
 1.298,  1.624
 1.716,  2.488
 0.479,  0.572
 1.475,  1.528
 2.553,  2.631
 0.952,  1.077
 2.261,  2.290
 1.361,  1.590
 1.140,  1.288
 4.226,  4.452
 0.898,  1.247
 0.686,  0.824
 1.329,  1.397
 3.109,  3.166
 1.038,  1.163
 3.736,  3.796
 1.029,  1.482
 1.044,  1.349
10.129, 10.249
 5.490,  6.095
 0.849,  3.147
11.058, 11.746
 1.332,  1.532
 1.152,  1.318
 1.078,  1.150
 2.586,  2.848
 0.590,  0.780
 0.752,  0.825
 9.373,  9.364
 2.419,  2.506
 3.992,  4.146
 1.472,  1.421
 1.221,  1.387
 1.507,  1.682
 1.386,  1.685
 2.044,  2.289
 0.769,  0.876
 0.990,  1.072
 0.996,  1.192
 1.854,  2.547
 4.066,  4.338
 2.204,  2.752
 1.505,  1.626
 1.014,  1.097
 2.466,  2.930
 1.684,  1.846
 1.959,  2.122
 1.121,  1.324
 1.941,  2.048
 0.584,  0.787
 1.079,  1.179
 3.276,  3.566
 2.375,  2.426
 0.986,  1.126
 1.499,  1.585
 0.725,  0.928
 0.669,  0.755
 0.682,  1.330
 2.107,  2.209
 1.672,  1.735
 0.910,  1.048
 3.543,  6.446
 1.195,  1.297
 2.205,  2.297
 6.051,  5.745
 0.656,  1.515
 8.624,  9.089
 1.670,  1.751
 2.299,  2.646
 9.271,  9.418
 2.091,  2.241
 2.012,  2.214
 0.912,  1.066
 0.770,  1.359
 1.295,  1.591
 1.977,  2.640
 1.186,  1.331
 1.042,  1.221
11.809, 13.418
 1.066,  1.196
 1.704,  1.600
 1.323,  1.400
 2.321,  3.682
 1.367,  1.553
13.741, 13.982
 0.483,  0.565
 0.720,  1.304
 0.719,  1.319
 1.026,  7.152
12.555, 23.338
 0.640,  0.699
 0.757,  0.788
 0.866,  1.180
 2.872,  3.047
 3.089,  3.095
 1.970,  1.943
 1.237,  1.503
 1.343,  1.477
 1.058,  1.467
 1.738,  2.040
 6.385,  7.941
 1.109,  1.353
 0.933,  1.109
 0.839,  0.908
 2.451,  2.659
 1.902,  2.042
 1.228,  1.483
 0.801,  0.875
 3.504,  3.506
 2.772,  2.889
 2.367,  2.564
 1.074,  1.193
 2.483,  3.226
 0.828,  1.204
 1.856,  1.883
 2.016,  2.059
 1.689,  1.889
 2.404,  2.622
 7.851,  7.969
 1.644,  1.815
 2.428,  3.531
 6.115,  7.536
12.309, 12.930
 1.409,  1.518
 8.653,  8.845
 4.221,  5.009
 1.717,  2.157
 2.681,  2.868
 1.150,  1.267
 2.716,  2.854
 0.512,  0.751
 3.437,  3.552
 0.607,  0.630
 2.778,  3.119
 0.413,  0.943
 1.639,  1.703
 0.726,  0.858
 0.784,  0.861
 1.450,  1.560
 1.123,  1.250
 1.918,  1.967
 1.292,  1.378
 1.348,  1.453
 2.261,  2.334
 1.074,  1.168
 0.929,  1.215
 1.031,  1.547
 1.727,  1.892
 1.814,  2.016
 1.632,  1.885
 2.498,  2.737
 1.750,  1.920
 1.570,  1.719
 2.228,  2.280
 1.324,  1.423
 1.095,  1.163
 2.405,  3.185
 0.893,  1.119
 0.740,  0.910
 1.070,  1.185
 1.455,  1.510
 1.134,  1.195
 1.185,  1.297
 0.840,  0.899
 3.771,  4.277
 0.642,  0.715
 1.396,  1.521
 0.758,  0.877
 2.186,  2.356
 1.485,  1.657
 1.384,  1.498
 1.069,  1.163
 2.564,  2.827
 1.396,  1.472
 2.614,  3.681
 1.278,  1.740
 7.153,  7.318
 2.390,  2.616
 3.115,  3.514
 4.812,  4.934
 1.406,  1.538
 2.294,  2.519
 1.858,  1.974
 1.335,  1.584
 2.547,  2.705
 2.160,  2.330
 1.663,  1.791
 7.131, 11.079
 2.973,  3.023
 1.829,  2.111
 3.037,  3.548
 1.591,  1.797
 5.070,  5.940
 0.924,  1.107
 0.752,  0.913
 0.880,  1.041
 2.831,  2.984
 5.131,  5.215
 0.978,  1.072
 1.095,  1.160
 3.907,  4.595
 3.610,  3.877
 1.475,  1.562
 2.862,  3.417
 2.484,  2.928
 7.287, 10.710
 2.950,  3.508
 2.101,  2.682
 4.507,  4.536
 1.036,  1.166
 3.042,  3.610
 1.936,  2.269
 0.716,  1.037
 2.016,  2.122
 7.761, 12.661
 2.629,  2.671
 2.872,  3.825
 2.049,  2.191
 4.030,  4.076
 2.647,  7.750
14.906, 16.118
 1.408,  1.515
 1.070,  1.133
 1.613,  1.767
 1.202,  1.321
 1.568,  1.727
 3.179,  3.418
 8.268,  9.134
 2.231,  2.505
 1.106,  1.263
 0.949,  1.157
 1.393,  1.472
 1.103,  1.318
 2.352,  2.701
 2.313,  2.377
 0.787,  0.864
 1.048,  1.158
 1.300,  1.451
 3.519,  3.549
 2.316,  2.381
 3.057,  3.317
 2.832,  3.079
 0.766,  1.082
 0.612,  0.859
 0.660,  0.929
 1.508,  2.183
 4.625,  4.620
 1.720,  2.489
 3.803,  3.931
 3.211,  3.268
 3.056,  3.114
 4.726,  4.812
 1.867,  2.140
 0.623,  0.693
 1.484,  1.743
 1.721,  1.786
 1.500,  1.641
 1.353,  1.601
 1.054,  1.145
 1.583,  1.685
 0.789,  0.938
 1.380,  1.469
 1.742,  2.919
 2.726,  2.798
 0.952,  1.224
 1.683,  2.807
 2.311,  2.503
 0.416,  0.493
 0.369,  0.405
 1.900,  2.022
 1.798,  1.800
 1.722,  1.908
 1.246,  1.390
 1.046,  1.098
 2.526,  2.565
 3.001,  3.077
 0.998,  1.298
 0.939,  1.430
 0.736,  0.848
 1.407,  1.465
 0.773,  0.880
 0.731,  0.858
 1.271,  1.530
 0.586,  0.745
 1.161,  1.469
 0.461,  0.607
 1.232,  1.709
 1.134,  1.277
 1.463,  1.629
 2.552,  2.810
 1.486,  1.576
 2.927,  3.255
 1.487,  1.591
 2.019,  2.088
 1.801,  2.081
 1.195,  1.555
 1.541,  1.601
 3.194,  3.432
 0.735,  0.762
 2.464,  2.773
 0.816,  1.041
 1.495,  1.564
 3.490,  4.261
 2.372,  2.524
 3.088,  3.313
14.070, 17.732
 3.918,  4.439
 2.149,  2.137
 4.574,  4.769
 2.271,  2.704
 1.842,  2.012
 4.510,  4.595
 1.338,  1.513
 1.820,  2.379
 1.195,  1.348
 1.540,  1.619
 1.546,  1.875
 1.068,  1.352
 0.953,  1.310
 2.278,  2.299
 1.780,  1.845
 1.126,  1.404
 1.180,  1.211
 1.311,  1.394
 1.535,  1.576
 2.245,  2.466
 1.284,  1.499
 1.214,  1.363
 1.309,  1.393
 1.970,  2.534
 3.691,  4.544
 3.688,  3.748
 1.491,  1.607
 1.237,  1.353
 4.257,  4.827
 0.647,  0.900
 0.740,  0.970
 1.267,  1.367
 1.121,  1.258
 0.960,  1.148
 1.633,  1.702
 1.297,  1.342
 1.513,  1.807
 1.394,  1.785
 1.560,  1.849
 1.253,  3.813
 4.594,  4.747
12.801, 13.636
 0.706,  0.733
 0.894,  1.028
 1.842,  1.977
 0.685,  0.775
 1.993,  2.119
 1.149,  1.388
 1.390,  1.586
 0.952,  1.278
 1.895,  2.143
 1.596,  1.805
 1.446,  1.582
 1.682,  1.884
 0.431,  0.500
 0.962,  1.227
 1.309,  1.688
 0.523,  0.772
 2.249,  2.332
 1.112,  1.344
 2.317,  2.466
 0.983,  1.009
 1.840,  1.900
 1.769,  2.032
 3.072,  3.160
 4.033,  4.167
 1.937,  2.083
 2.435,  2.605
 2.577,  2.802
 1.787,  2.600
 5.048,  5.176
 7.418,  8.242
 2.684,  3.320
 1.376,  1.495
 4.018,  4.222
 0.620,  0.886
 4.150,  4.374
 0.952,  1.427
 1.158,  1.424
 0.933,  1.051
 0.473,  0.685
 0.944,  1.084
 1.360,  1.465
 2.041,  2.251
 0.516,  0.577
 0.924,  0.986
 1.602,  1.660
 0.710,  0.986
 0.800,  0.842
 0.967,  1.188
 1.015,  1.119
 1.492,  1.626
 0.994,  1.047
 1.072,  1.166
 1.124,  1.359
 1.805,  1.898
 2.178,  2.282
 1.606,  1.685
 2.749,  3.571
 4.316,  4.419
 1.354,  1.761
 0.760,  0.977
 2.588,  2.729
 1.159,  1.344
 1.295,  1.344
 1.019,  1.290
 0.669,  1.028
 0.697,  0.743
 1.161,  1.775
 3.026,  3.137
 2.141,  2.414
 0.809,  1.129
 2.128,  2.352
 2.032,  2.316
 1.968,  2.143
 2.065,  2.152
 9.044, 10.167
 4.778,  5.361
 6.335,  7.393
 1.984,  2.015
 1.297,  1.890
 2.766,  2.840
 1.917,  1.955
 1.157,  1.501
 2.304,  2.404
 2.912,  2.999
 2.107,  2.340
 1.772,  1.795
 1.901,  2.282
 2.415,  2.305
 0.759,  0.893
 3.414,  3.502
 3.774,  5.665
 1.283,  1.670
 1.770,  1.847
 0.975,  1.083
 2.785,  2.859
 2.676,  2.654
 5.445,  5.469
 1.229,  1.372
 0.791,  1.034
 3.759,  3.772
 1.968,  2.013
 3.962,  6.291
 1.115,  1.210
 2.927,  3.076
 2.254,  2.416
 1.103,  1.387
 2.443,  2.779
 2.769,  3.033
 1.074,  1.171
 3.158,  3.353
 1.371,  2.005
 3.835,  3.851
 1.297,  1.364
 1.115,  1.434
 2.135,  3.643
 0.863,  0.959
 2.528,  3.828
 1.232,  1.638
 2.794,  2.914
 1.477,  1.995
 1.579,  1.741
 1.476,  1.540
 2.270,  2.345
 0.575,  0.724
 1.618,  1.631
 2.022,  2.152
 0.543,  0.680
 3.636,  4.037
 0.524,  0.649
 3.473,  3.854
 1.482,  1.643
 1.347,  1.461
 1.024,  1.170
 2.287,  2.320
 1.525,  1.738
 1.320,  1.472
 0.681,  0.736
 0.969,  1.190
 0.769,  0.928
 1.300,  1.372
 2.485,  2.575
 2.330,  2.852
 4.672,  5.322
 0.633,  0.746
 1.367,  1.819
 1.441,  2.016
 9.042,  9.267
 2.131,  2.432
 0.688,  0.816
 2.068,  2.304
 1.521,  1.586
 1.168,  3.675
 4.709,  5.010
 2.924,  2.961
 3.382,  3.367
 2.568,  2.570
 2.109,  2.268
 0.592,  0.694
 2.225,  2.233
 1.264,  1.313
 1.420,  1.592
 4.118,  4.133
 2.078,  2.403
 2.132,  2.255
 1.442,  1.529
 1.870,  2.162
 0.934,  0.976
 3.041,  2.988
 0.950,  1.055
 1.942,  2.021
 1.906,  2.032
 1.571,  2.172
 2.741,  2.916
 4.117,  6.041
 0.606,  2.078
 2.381,  2.801
 1.235,  1.628
 1.281,  1.581
 3.668,  3.705
 1.873,  2.089
 0.513,  0.642
 2.446,  2.597
 2.218,  2.611
 1.521,  2.397
 1.640,  1.906
 2.256,  2.307
 0.992,  1.120
 0.523,  0.922
 1.994,  2.083
 0.836,  0.802
 4.269,  4.851
 1.902,  2.040
 2.817,  2.797
 0.462,  0.888
 2.780,  2.728
 1.995,  2.003
 1.476,  1.558
 1.194,  1.460
 2.023,  2.102
 1.968,  2.144
 1.154,  1.317
 2.530,  2.715
 0.898,  1.100
 1.134,  1.320
 1.587,  1.648
 1.508,  1.591
 1.194,  1.755
 4.107,  6.061
 1.547,  1.543
 4.070,  4.336
 3.923,  4.023
 2.488,  2.732
 2.339,  2.553
 4.069,  3.976
 2.749,  3.078
 0.977,  1.432
 0.937,  1.092
 1.087,  1.228
 4.639,  6.298
 2.067,  3.097
 2.830,  3.012
 0.849,  0.899
 1.840,  1.924
 1.425,  1.499
 0.693,  0.927
 0.933,  1.162
 0.643,  0.860
 2.746,  2.932
 0.600,  0.724
 0.432,  0.478
 1.094,  1.152
 2.613,  2.842
 4.643,  5.261
 1.739,  2.437
 2.295,  2.320
 1.685,  2.269
 3.418,  3.657
 1.301,  1.802
 1.256,  1.563
 2.283,  2.477
 2.712,  3.130
 1.633,  2.108
 0.623,  0.851
 0.969,  1.098
 0.950,  1.039
 0.445,  0.707
 1.624,  2.060
 0.772,  0.863
 4.260,  4.649
 2.693,  2.770
 3.667,  3.627
 0.910,  0.921
 2.781, 10.283
 1.540,  1.658
 1.184,  1.516
 0.747,  0.833
 4.847,  4.954
 1.137,  1.251
 2.214,  2.526
 2.918,  3.184
 2.543,  2.712
 3.657,  3.858
 0.898,  1.075
 0.965,  1.125
 1.053,  1.436
 0.831,  1.025
 2.085,  2.143
 0.638,  0.761
 0.749,  0.953
 1.747,  1.748
 1.186,  1.298
 3.143,  3.105
 3.493,  3.577
 1.003,  1.027
 1.947,  2.076
 3.137,  2.998
 1.257,  1.364
 1.115,  1.135
 1.181,  1.578
 2.307,  2.380
 0.877,  1.006
 1.526,  1.667
 0.884,  0.936
 1.001,  1.103
 5.213,  5.271
 1.993,  2.441
 1.062,  1.309
 0.922,  1.195
 1.033,  1.400
 1.571,  1.983
 0.838,  0.925
 0.657,  0.948
 3.540,  3.709
 3.532,  3.586
 2.433,  2.755
 5.123,  5.236
 4.100,  5.166
 1.284,  2.074
 9.203,  9.386
 8.308,  8.337
 3.165,  3.565
 2.233,  2.637
 6.927,  7.130
 0.558,  1.116
 0.379,  0.954
 1.411,  1.468
 0.704,  0.799
 0.999,  1.206
 2.756,  2.874
 1.893,  2.045
 1.925,  2.132
 1.960,  2.534
 1.028,  1.082
 1.258,  1.486
 1.296,  1.586
 0.675,  0.967
 1.126,  1.320
 0.878,  1.152
 2.603,  2.708
 2.740,  3.111
 1.598,  1.706
 3.890,  4.157
 1.035,  1.144
 0.858,  1.058
 1.094,  1.239
 4.015,  4.048
 1.047,  1.489
 1.286,  1.373
 2.849,  2.911
 3.856,  3.930
 1.682,  1.848
 0.711,  1.438
 2.469,  2.597
 1.161,  1.307
 0.943,  0.968
 4.314,  4.418
 1.150,  1.194
 2.780,  2.917
 1.118,  1.352
 1.432,  1.731
 2.150,  3.854
 4.287,  4.944
 1.274,  1.707
 1.661,  1.936
 1.207,  1.306
 4.400,  4.986
 0.600,  0.669
 3.406,  3.550
 0.753,  0.808
 4.707,  5.004
 1.144,  1.288
 1.809,  2.269
 1.917,  2.066
 1.258,  1.700
 4.080,  4.402
 3.929,  4.028
 2.115,  2.263
 0.986,  2.471
 2.368,  2.497
 2.878,  3.131
 0.899,  1.185
 1.502,  1.835
 1.195,  1.981
 0.699,  0.873
 1.826,  1.965
 0.611,  0.695
 3.124,  3.139
 0.947,  1.015
 2.864,  2.908
 3.142,  3.392
 1.745,  1.850
 0.929,  1.099
 4.654,  4.619
 1.654,  1.762
 5.132,  5.260
 1.871,  1.979
 1.854,  2.003
 2.436,  2.542
 1.311,  1.980
 1.750,  1.779
 2.314,  2.550
 4.765,  4.728
 1.941,  1.997
 0.672,  0.769
 1.035,  1.244
 3.460,  3.515
 2.969,  3.021
 2.473,  2.542
 2.349,  2.102
 0.756,  1.097
 2.280,  2.292
 1.866,  1.981
 1.660,  1.908
 7.017,  7.079
 1.442,  2.124
 1.674,  2.052
 0.961,  1.015
 2.982,  3.014
 1.941,  3.872
 1.601,  1.700
 1.126,  1.475
 3.645,  4.086
 2.416,  2.520
 3.351,  3.539
 0.711,  1.128
 2.167,  2.350
 2.549,  2.692
 1.730,  1.886
 0.764,  0.991
 2.023,  2.093
 1.295,  1.386
 1.787,  1.939
 2.050,  3.422
 1.944,  2.001
 1.747,  2.087
 2.017,  2.403
 2.222,  2.760
 1.257,  1.411
 0.900,  1.194
 1.500,  1.751
 1.237,  1.658
 1.237,  1.525
 6.905,  6.803
 2.647,  2.899
 1.067,  1.227
 1.226,  1.690
 2.602,  2.654
 3.945,  6.201
 1.455,  1.655
 2.481,  2.822
 0.817,  1.011
 2.248,  2.415
 1.922,  2.024
 1.855,  2.046
 1.165,  1.311
 1.951,  1.961
 1.097,  1.315
 4.315,  4.830
 2.444,  2.521
 0.836,  1.036
 1.203,  1.402
 2.389,  2.473
 1.242,  1.445
 1.534,  1.664
 2.071,  2.327
 1.782,  1.840
 1.139,  1.244
 2.222,  2.407
 3.683,  3.777
 0.837,  0.954
 0.921,  1.008
 1.415,  1.509
 2.969,  3.113
 0.822,  0.903
 2.573,  2.738
 1.605,  1.869
 1.260,  1.865
 1.703,  2.127
 0.938,  1.091
 1.887,  1.993
 2.641,  2.781
 3.999,  4.000
 0.616,  0.744
 0.659,  0.818
 3.038,  3.206
 1.580,  1.711
 1.176,  1.250
 1.748,  1.792
 2.085,  2.196
 2.764,  4.254
 5.180,  7.495
 3.134,  3.202
 2.575,  2.633
 2.503,  2.733
 1.655,  2.024
 2.299,  2.368
 1.150,  1.335
 2.061,  2.163
 0.747,  0.852
 1.503,  1.792
 0.615,  0.682
 1.945,  2.328
 3.380,  3.437
 5.085,  6.039
 1.828,  1.859
 1.959,  2.280
 1.065,  1.204
 1.771,  1.929
 0.841,  0.942
 1.115,  1.309
 2.279,  2.754
 1.098,  1.269
 0.948,  1.154
 2.790,  2.939
 2.049,  2.532
 1.150,  1.745
 1.244,  2.044
 2.561,  2.726
 4.095,  4.372
 4.187,  4.432
 1.975,  2.754
 1.006,  1.112
 0.780,  0.968
 0.595,  0.662
 2.245,  2.281
 0.994,  1.014
 1.114,  1.291
 2.225,  2.320
 1.076,  1.157
 1.148,  1.328
 0.980,  1.115
 0.688,  0.996
 1.426,  1.567
 0.663,  0.890
 3.678,  4.130
 1.404,  1.467
 1.284,  1.405
 1.165,  1.435
 2.405,  2.431
 2.770,  3.439
 1.362,  1.500
 0.942,  1.164
 2.760,  2.928
 1.338,  1.563
 2.365,  2.743
 2.758,  3.415
 2.608,  2.676
13.467, 13.207
 0.947,  1.334
 1.119,  1.232
 2.386,  2.521
 0.798,  0.862
 5.136,  8.604
 2.631,  2.898
 1.166,  1.336
 4.242,  4.268
 2.483,  2.562
 3.657,  4.941
 3.723,  3.730
 5.009,  5.557
 1.541,  2.140
 1.607,  1.673
 1.763,  2.220
 9.787, 11.318
 0.633,  0.713
 3.391,  4.175
 1.612,  1.696
 0.831,  0.926
 1.487,  1.618
 0.737,  0.883
 2.244,  2.638
 5.303,  8.582
 6.738,  7.483
 4.657,  5.953
72.957, 76.790
 2.367,  2.490
 1.080,  1.228
 1.645,  1.688
 2.157,  2.275
 0.714,  0.864
 3.654,  4.405
 2.098,  2.429
 5.232,  5.561
 1.473,  1.528
 1.028,  1.079
 2.448,  3.096
 0.883,  0.935
 1.990,  2.283
 0.811,  0.921
 2.334,  2.458
 1.177,  1.462
 0.902,  1.207
 0.754,  1.142
 2.246,  2.342
 1.608,  1.691
 2.629,  2.827
 1.703,  1.936
 2.583,  2.616
 0.905,  0.987
 1.144,  1.379
 0.998,  1.458
 1.424,  1.545
 0.871,  1.174
 1.331,  1.717
 1.374,  1.689
 0.514,  0.522
 3.292,  3.471
 2.545,  2.620
 1.473,  1.765
 3.507,  3.690
 1.518,  1.865
 1.755,  1.899
 1.972,  2.111
 3.184,  3.518
 2.593,  2.907
 1.653,  1.740
 3.104,  3.225
 5.688,  5.838
 0.581,  0.778
 2.573,  2.731
 1.322,  1.552
 1.707,  4.228
 0.742,  1.022
13.522, 15.091
 6.408,  6.391
18.570, 21.289
 7.904,  8.254
 2.701,  2.968
 3.394,  5.206
 0.727,  0.866
 1.171,  1.375
 2.007,  2.084
 2.091,  2.346
 0.872,  0.930
 2.042,  2.095
 2.682,  2.885
 1.233,  1.391
 1.778,  1.781
 0.778,  0.884
 2.877,  2.845
 2.764,  2.806
 0.441,  0.512
 5.512,  5.792
 1.497,  2.150
 2.490,  2.746
 0.999,  1.133
 0.832,  1.220
 2.433,  2.581
 2.092,  2.205
 2.329,  2.465
 1.789,  1.896
 0.787,  0.827
 2.171,  2.464
 0.872,  0.975
 0.987,  1.144
 0.874,  1.010
 1.669,  1.958
 0.646,  1.151
 0.989,  1.078
 1.087,  1.182
 1.412,  1.700
 1.369,  1.429
 1.435,  1.502
 0.941,  1.050
 0.929,  1.041
 1.169,  1.454
 1.074,  1.196
 1.102,  1.506
 2.932,  3.039
 1.650,  2.091
 0.454,  0.701
 0.808,  0.992
 1.104,  1.596
 1.465,  1.664
 1.774,  1.843
 1.084,  1.301
 3.682,  6.330
 0.847,  0.961
 1.649,  2.396
 2.899,  3.344
 2.297,  2.661
 7.451,  7.595
 3.045,  3.088
 5.580,  5.307
 4.035,  4.851
 2.300,  2.782
 0.934,  1.008
 1.069,  1.189
 1.728,  2.048
 1.964,  2.031
 2.047,  2.197
 1.482,  1.571
 0.651,  0.855
 1.076,  1.173
 1.465,  1.648
 1.568,  1.599
 1.766,  1.830
 0.835,  1.089
 1.006,  1.047
 1.164,  1.350
 2.983,  3.041
 1.958,  2.044
 3.174,  3.155
 1.766,  1.881
 0.644,  0.766
 1.165,  1.299
 2.440,  2.509
 1.799,  1.863
 1.964,  2.013
 2.388,  2.428
 6.139,  6.295
 5.993,  6.153
 2.546,  3.246
 2.811,  2.767
 2.101,  2.110
 1.770,  1.833
 2.338,  2.995
 1.842,  1.891
 3.246,  3.296
 5.154,  5.231
 3.949,  4.185
 1.168,  1.580
 0.965,  1.128
 1.372,  1.619
 1.777,  2.053
 0.510,  0.555
 1.771,  1.957
 2.734,  2.884
 1.339,  1.457
 1.807,  1.923
 1.438,  1.543
 3.218,  3.466
 3.021,  3.239
 2.694,  2.786
 3.843,  4.079
 3.305,  3.368
 0.951,  1.157
 0.792,  0.895
 1.915,  2.018
 0.355,  0.651
 0.511,  0.657
 2.328,  2.347
 2.228,  2.302
 1.346,  1.566
 1.361,  1.496
 0.650,  0.857
 2.200,  2.269
 2.069,  2.141
 1.112,  1.266
 1.598,  1.707
 1.336,  1.515
 1.785,  2.064
 4.008,  4.331
 3.104,  3.394
 5.018,  7.765
 1.535,  2.014
 1.647,  1.810
 3.530,  3.628
 1.907,  2.006
 2.259,  2.470
 3.156,  3.208
 1.405,  1.487
 1.051,  1.628
 2.714,  2.895
 1.472,  1.574
 2.969,  3.230
 1.602,  1.754
 1.847,  1.966
 1.924,  2.057
 1.567,  1.750
 2.241,  2.703
 1.498,  1.610
 3.666,  3.806
 0.953,  1.358
 2.999,  3.810
 2.667,  7.025
 0.813,  0.880
 0.550,  0.935
 0.571,  0.787
 1.313,  1.379
 2.454,  2.682
 0.759,  0.902
 0.821,  0.996
 3.208,  3.254
 2.072,  2.128
 4.657,  4.659
10.977, 12.796
 1.033,  1.256
 1.298,  1.444
 1.183,  1.264
 2.349,  2.448
 2.329,  2.484
 1.222,  1.421
 2.649,  2.813
 1.429,  1.617
 1.654,  1.693
 1.874,  2.689
 0.920,  1.004
 2.033,  2.108
 1.947,  2.090
 1.744,  1.878
 3.095,  3.354
 1.895,  2.097
 1.126,  1.531
 2.966,  3.028
 1.214,  1.315
 2.470,  2.764
 0.693,  0.772
 2.055,  2.135
 1.995,  2.156
 0.992,  1.040
 1.231,  1.410
 1.093,  1.363
 1.985,  2.034
 0.425,  0.477
 0.798,  1.065
 1.256,  1.307
 1.188,  1.266
 0.861,  0.957
 0.896,  0.971
 0.907,  1.162
 2.653,  2.678
 2.021,  2.173
 3.168,  3.870
 1.293,  1.359
 1.318,  1.492
 2.592,  3.082
 1.243,  1.410
 2.855,  2.941
 0.897,  1.109
 1.333,  1.487
 1.376,  1.549
 1.231,  1.345
 1.079,  1.262
 0.801,  0.871
 1.494,  1.588
 0.744,  0.824
 3.770,  3.877
 2.890,  3.034
 0.881,  1.028
 4.092,  3.557
 5.775,  6.180
 3.691,  3.793
 0.831,  0.865
 1.148,  1.326
 0.960,  1.258
 1.249,  1.390
 3.902,  4.043
 1.308,  1.366
 5.894,  8.743
 0.836,  0.885
 1.150,  1.387
 2.368,  2.418
 2.498,  3.025
 1.887,  1.917
 0.797,  0.823
 1.184,  1.248
 1.019,  1.208
 7.920,  8.894
 1.344,  1.395
 0.587,  0.634
 2.397,  2.803
 1.427,  1.519
 3.142,  3.133
 1.087,  1.224
 3.068,  3.048
 5.382,  5.405
 1.167,  1.263
 2.943,  3.324
 1.273,  1.465
 1.047,  1.141
 3.170,  3.276
 2.977,  3.205
 1.151,  1.531
 1.968,  2.351
 2.495,  2.724
18.615, 20.132
 7.534, 11.916
 2.461,  3.415
 1.191,  1.304
 1.225,  1.307
 1.860,  2.273
 1.079,  1.175
 2.405,  3.283
 1.062,  1.090
 1.168,  1.210
 1.051,  1.091
 3.545,  3.805
 0.543,  0.836
 2.643,  3.073
 2.105,  2.208
 2.351,  2.401
 1.353,  2.259
 2.031,  2.161
 1.532,  1.595
 1.168,  1.236
 0.535,  0.633
 0.808,  0.890
 2.066,  2.205
 4.791,  4.921
 1.226,  1.375
 3.606,  3.584
 0.933,  1.082
 1.081,  1.200
 0.770,  0.975
 2.193,  2.394
 0.590,  0.931
 1.398,  1.456
 0.756,  0.942
 1.518,  1.709
 1.799,  1.967
 0.840,  0.908
 1.343,  1.519
 1.138,  1.281
 1.688,  1.753
 2.390,  2.512
 1.251,  1.547
 0.830,  0.952
 1.127,  1.297
 3.091,  3.239
13.379, 14.506
 2.472,  2.687
 2.633,  3.367
 2.686,  4.705
 1.082,  1.285
 1.409,  1.490
 1.178,  1.843
 3.328,  4.494
 4.357,  4.735
 0.970,  1.648
 0.617,  1.025
 2.674,  2.730
 2.657,  2.709
 0.929,  1.139
 1.181,  1.489
 1.780,  1.912
 1.813,  1.859
 1.136,  1.338
 2.035,  2.214
 0.677,  0.843
 0.961,  1.025
 1.164,  1.322
 1.901,  1.983
 1.428,  1.572
 0.966,  1.062
 0.642,  0.978
 1.492,  1.858
 1.345,  1.426
 1.331,  1.408
 2.579,  2.789
 4.661,  4.754
 4.783,  5.150
 1.952,  3.076
 3.842,  4.323
 1.263,  1.681
 2.839,  3.106
 2.881,  3.307
 4.019,  4.038
 1.173,  1.294
 3.280,  3.349
 4.691,  4.708
 4.110,  4.166
 4.413,  4.425
 1.457,  1.543
 1.204,  1.552
 3.417,  4.121
 2.359,  2.465
 2.427,  2.631
 1.994,  2.014
 1.339,  1.497
 0.726,  0.770
 1.028,  1.265
 2.612,  2.764
 1.097,  1.187
 1.954,  2.202
 2.341,  2.464
 1.241,  1.324
 1.411,  1.792
 5.424,  5.515
 2.088,  2.205
 0.346,  2.229
 1.756,  1.961
 0.748,  0.917
 2.694,  2.764
 2.391,  3.752
 1.238,  1.560
 1.271,  1.600
 1.747,  2.249
 1.362,  1.562
 2.047,  2.136
 1.480,  1.565
 3.087,  3.123
 1.492,  1.608
 1.751,  2.448
 5.328,  6.059
 2.135,  2.544
 1.844,  2.276
 2.328,  2.434
 1.095,  1.740
 1.445,  1.828
 4.421,  6.226
 0.577,  0.973
 6.114,  7.797
 2.845,  3.561
 2.113,  2.484
 3.007,  3.177
 2.613,  4.699
 2.553,  2.608
 0.918,  1.021
 2.402,  2.547
 2.745,  2.829
 2.548,  2.551
 0.640,  0.766
 7.717,  9.501
 1.736,  2.012
 2.329,  3.424
 1.506,  1.969
 5.335,  6.034
 6.984,  7.152
 0.636,  0.699
 1.678,  1.779
 1.526,  1.899
 1.193,  1.483
 1.281,  1.309
 1.540,  1.595
