gsize_diff_an4,gf_diff_an4,f_fnn_diff_an4,fnnf_maxadec_l_m_r,dist_centroid_diff_l_an4
142.234,    49,59.964,-2426.275, 0.737
114.132,    47,54.425,-2223.912, 0.060
129.710,    45,50.990,-2646.001, 0.024
96.092,    41,47.136,-1587.575, 0.036
96.381,    30,33.343,-2817.635, 0.018
96.955,    34,40.308,-48291.569, 0.046
153.052,    51,55.336,-1376.418, 0.015
124.161,    46,47.936,-99.755, 0.012
79.740,    39,40.947,-1431.116, 0.068
101.556,    31,31.096,-46609.607, 0.047
104.262,    36,37.136,-47830.453, 0.027
133.754,    45,48.718,-2247.036, 0.059
87.856,    37,41.536,-3380.409, 0.019
103.502,    41,49.402,424.404, 0.043
116.442,    45,55.081,-47900.665, 0.039
 3.803,     2, 7.200,-642.822,-0.102
-41.013,   -26,-30.575,-227.782,-0.440
-48.635,   -18,-20.778,721.795,-0.484
-40.928,   -20,-26.716,555.850,-0.372
-39.090,    -8,-5.881,133.662,-0.015
-40.374,   -16,-16.576,111.045,-0.019
-10.225,    -2, 2.833, 8.593,-0.491
-82.872,   -27,-26.667,133.662,-0.759
-27.372,    -8,-19.500,1176.096,-0.023
-28.763,    -6,-8.375,1422.568, 0.129
-46.723,   -13,-22.994,155.296, 0.004
-49.728,    -7,-8.775,126.338,-0.716
-183.322,   -64,-73.583,4347.676,-0.799
39.473,    12,16.375,-651.441, 0.480
-1.391,     2,11.125,-192.042, 0.158
-19.351,    -5,-3.494,-2308.992,-0.315
-18.806,    -2,-0.016,-1415.654,-0.031
-32.956,   -10,-9.630,-1562.396,-0.147
-155.350,   -38,-57.682,12872.633,-0.006
-131.425,   -39,-57.011,12872.633, 0.013
-111.949,   -31,-47.122,8534.376,-0.021
35.824,     5,14.625,-1307.711, 0.555
-84.236,   -12,-9.438,4304.132,-0.904
-18.955,    -1,-3.350,1214.618,-0.756
-14.904,    -1,-1.750,1263.114,-0.592
 5.461,     1,-2.633,-64.921, 0.167
29.533,     4, 0.667,-229.363,-0.007
-98.420,   -45,-50.615,-431.122,-0.303
-62.605,   -10,-13.346,-64.921,-0.016
-66.985,   -18,-22.353,16247.180,-0.157
-11.861,    -4,-7.050,40.186, 0.012
38.849,     8, 7.125,-115.270, 0.659
51.697,     7, 5.500,83.111, 0.903
 3.241,     0,-5.750,1608.950, 0.209
-9.065,    -3,-5.715,-82.039,-0.040
-17.341,    -7,-5.747, 6.580, 0.007
-8.144,    -2,-1.767,150.761, 0.009
-9.422,     0, 3.100,72.689,-0.023
-14.583,    -8,-8.100,-122.666,-0.024
-73.332,   -34,-37.895,-37.233,-0.034
-36.959,   -23,-24.433,131.202,-0.504
57.845,     4, 6.917,-8780.172, 0.674
55.581,     4, 9.167,-8893.833, 0.771
20.910,     4, 4.026,-3312.437,-0.012
-42.658,   -17,-17.367,-2048.124,-0.109
-39.516,   -11,-10.136,-3802.079,-0.046
19.616,    -2, 4.274,-3928.818, 0.227
43.330,     6,11.250,-4197.812, 0.344
40.913,     5, 6.595,-3999.974, 0.024
-3.645,    -3, 0.033,-3639.575, 0.194
20.427,     0, 3.333,-3249.616, 0.080
29.744,     4, 9.792,-612.448, 0.060
-55.803,   -13,-16.363,-142.792, 0.007
-17.383,    -1, 0.764,-124.602,-0.002
-35.422,    -7,-6.525,-136.197,-0.028
-18.868,   -10,-15.069,635.237, 0.035
-34.560,   -14,-13.352,-474.975, 0.019
-77.850,   -25,-29.367,157.724, 0.057
-88.710,   -34,-39.292,157.535,-0.038
-51.774,    -9,-12.713, 0.946, 0.042
-125.197,   -79,-85.886,5058.632,-0.025
-6.925,    -3,-3.578,-130.517, 0.007
13.777,     6,13.636,-78.740, 0.048
-50.176,    -9,-11.514,-105.192,-0.771
-36.149,    -7,-6.641,463.703,-0.003
-5.382,    -2,-3.364,-274.549, 0.046
 4.715,     2,-0.697,-243.704, 0.014
-1.764,     2,-0.048,3077.906, 0.112
-27.367,     0, 3.214,4046.883, 0.043
-129.584,   -49,-51.325,-690.182,-0.543
-1.255,     0, 1.357,-305.602, 0.090
-9.473,     2, 3.286,-309.721,-0.261
-2.474,    -1, 0.252,-44.142,-0.046
17.357,     6, 1.911,2301.028, 0.164
-57.185,   -30,-31.260,4207.396,-0.307
-25.886,    -2,-5.652,3077.906, 0.089
20.340,     4, 2.786,2193.369, 0.093
-2.981,    -2,-4.027,2461.541,-0.052
-87.610,   -74,-80.147,2685.226, 0.022
54.219,     9, 4.518,-130.365, 0.588
 2.089,     2, 8.446,73.818,-0.128
48.108,    12,14.375,670.803,-0.160
-25.826,   -18,-25.596,4020.955,-0.014
-43.866,   -18,-23.684,3744.120,-0.014
27.338,     8, 1.375,3040.398, 0.243
48.154,    10,19.708,150.469, 0.047
21.496,     4, 6.125,-917.304,-0.002
26.680,     8,16.250,48.930, 0.014
-19.847,    -8,-13.583,5664.138,-0.020
31.495,     8, 3.250,4020.955, 0.114
-51.311,   -23,-22.920,914.137, 0.030
-4.250,     0, 1.222,211.392,-0.005
 6.163,     1,-2.889,653.235, 0.136
-12.314,    -1,-0.389,3328.536, 0.158
-23.278,    -6,-5.089,2126.984, 0.032
-72.673,   -21,-20.922,-939.404,-0.003
-42.710,    -8,-4.667,3577.380, 0.021
-16.157,    -6,-4.250,60.772, 0.101
-13.595,    -6,-3.667,10.830,-0.001
-52.286,   -15,-11.929,504.728,-0.008
-60.088,    -7,-4.244,3585.191, 0.012
-11.663,    -1, 2.833,663.035,-0.033
28.321,    10,11.688,-5592.768, 0.052
-11.732,    -2, 0.743,-5736.227, 0.028
23.536,    11,16.087,-307.436, 0.247
-99.340,   -37,-54.695,7065.554,-0.028
-57.618,   -21,-33.792,617.086, 0.015
-194.943,   -67,-83.808,7016.246,-0.857
-57.849,    -7,-16.132,9912.222,-0.654
17.631,     3, 5.056,-391.729,-0.045
-59.247,   -14,-13.662,-344.709,-0.445
-52.481,    -8,-11.797,9745.710,-0.655
-62.470,   -10,-18.865,2791.507,-0.018
-10.563,    -1,-5.644,-392.877,-0.039
-111.856,   -31,-38.069,2419.496,-0.018
-7.009,    -2,-5.375,51.084,-0.306
-161.720,   -57,-69.111,-72.648,-0.846
-2.279,    -1, 4.000,80.723,-0.288
-89.528,   -12,-8.400,2827.275,-0.854
-16.009,    -7, 1.600,496.272,-0.444
76.364,    18,25.579,-3860.393, 0.022
33.023,     3, 5.719,-4832.149, 0.030
39.203,     8,10.829,-4129.748, 0.068
90.777,    20,22.054,-716.585,-0.001
92.644,    24,31.679,-3868.735, 0.921
30.225,     7, 9.067,-2052.463, 0.621
-106.616,   -15,-20.289,7790.876,-0.020
-89.712,   -13,-19.147,7852.382,-0.880
-13.510,    -1, 3.300,1392.398, 0.016
-45.562,    -9,-9.223,2505.923,-0.011
 9.805,     1, 2.770,-46.217, 0.128
-22.011,   -15,-19.478,23.581,-0.016
56.025,    14,17.492,89.064,-0.006
28.207,     7, 3.468,2170.547,-0.030
-71.477,   -12,-15.069,6567.600,-0.032
30.979,     8, 9.354,2879.975,-0.030
66.748,    15,16.514,38.979,-0.019
24.558,    -1,-4.068,6704.240,-0.008
34.797,     3,-1.327,47.649, 0.187
38.436,    10,13.006,56.310,-0.008
21.512,     7,11.292,-84.076,-0.011
57.823,    16,19.167,266.165, 0.357
40.285,     6, 4.681,-883.621,-0.019
-29.388,   -11,-8.066,53.751,-0.397
24.506,    13,19.736,-86.013, 0.566
18.671,    10,16.350,25.941, 0.406
13.257,     5,11.517,-159.383, 0.255
 9.899,     6, 7.950,220.252,-0.097
16.830,    11,18.006,93.572, 0.363
14.494,     4, 7.262,66.555, 0.283
-49.842,   -18,-16.892,135.823,-0.505
-11.549,     0, 4.800,113.022,-0.157
24.311,    10,14.650,-99.425, 0.359
17.480,    12,16.700,-58.782,-0.052
-13.286,   -13,-10.883,332.009,-0.185
-53.609,   -15,-23.799,4310.876,-0.696
-42.000,   -18,-22.817,-900.957,-0.171
-21.678,    -4,-3.708,1594.466,-0.477
-36.825,   -17,-25.065,747.492,-0.583
-179.326,   -64,-72.833,2249.980,-0.893
53.894,    24,27.802,-40.520, 0.605
43.996,    18,15.901,-136.642, 0.017
39.287,    17,16.016,-70.060, 0.381
35.719,    14,15.869,-310.668,-0.006
36.634,     9, 9.152,77.243, 0.334
46.218,    22,26.072,40.342, 0.422
41.772,    24,27.659,-327.414, 0.003
-40.196,   -11,-13.579,-163.564,-0.121
-24.600,    -7,-7.510,107.962,-0.153
43.882,    15,15.329, 8.405, 0.015
 1.526,     5, 7.324,-144.893,-0.011
-49.285,     3, 1.980,-43.070,-0.213
17.839,    11,12.866,-194.872, 0.298
14.033,    12,12.095,71.889, 0.002
49.251,    24,29.373,86.682,-0.008
34.924,    20,27.789,108.606, 0.008
20.527,    15,16.891,170.000,-0.006
46.867,    23,24.766,-100.473, 0.677
36.672,    21,27.416,-199.913, 0.795
-135.799,   -41,-42.692,108.606,-0.511
-20.950,    -7,-7.393,392.417,-0.076
47.187,    10,12.974,-198.951, 0.351
-18.003,    -9,-11.771,1253.762,-0.027
-4.692,     3, 6.651,17.124, 0.003
31.685,     3,-1.294,-200.679,-0.051
-8.230,   -14,-15.257,63.794,-0.292
-19.495,     1, 4.179,-121.247,-0.108
31.324,    10, 7.701,1210.283, 0.372
40.128,     8, 6.736,1157.442, 0.629
39.390,    13,15.554,32.295, 0.011
-34.987,   -23,-24.617,-165.282,-0.061
32.848,     0, 2.583,-3534.288,-0.049
14.047,     5, 6.845,-3894.748, 0.005
10.301,    -1,-0.751,-895.664,-0.021
57.992,    12,14.427,-1739.534,-0.044
65.548,    15,21.013,15.280, 0.075
41.877,    11,13.091,-3.064, 0.015
 3.987,    -9,-8.918,-610.686, 0.026
42.701,     7, 7.661,-1888.811,-0.034
61.829,    12,13.896,-10567.373, 0.142
128.553,    27,26.182,-3851.061, 0.876
55.368,    10,11.993,-748.250, 0.413
101.803,    27,41.848,-9245.824, 0.710
-30.216,   -28,-31.600,-9848.001,-0.163
73.770,    16,12.692,-4584.312, 0.429
67.074,    16,20.515,-10294.289,-0.002
103.386,    25,28.390,-1827.650, 0.606
107.104,    27,28.348,-10728.832, 0.860
-157.402,   -47,-59.224,-339.161,-0.066
-69.084,   -28,-39.445,10373.062,-0.239
29.527,     4,-3.388,-1348.154,-0.011
40.115,     9,19.067,-1106.805, 0.437
 2.695,     0,-2.800,-1243.005, 0.139
-32.030,    -9,-13.850,-44.859,-0.462
-157.365,   -70,-82.427,10373.062,-0.737
-41.564,   -24,-34.113,228.142,-0.359
-18.935,   -14,-25.761,-707.801,-0.249
-3.121,    -5,-4.040,-805.760, 0.115
19.293,     3, 5.648,-846.370, 0.587
-34.767,    -7,-8.143,4063.006,-0.020
-44.558,    -8,-6.562,360.399,-0.539
-20.486,    -5,-3.262,258.989, 0.003
-112.623,   -19,-17.275,3637.371,-0.012
31.819,     5,16.333,-6467.821, 0.650
-27.305,    -1, 0.662,-434.486,-0.345
 0.969,     6, 7.550,22.664,-0.064
-3.331,     0,-0.812,-80.240,-0.175
16.565,     8,11.000,-32.421, 0.144
 1.704,     1, 4.917,-195.601,-0.002
 0.821,    -1, 2.015,-549.736,-0.020
 2.795,    -1, 4.074,-86.396, 0.301
22.744,     5, 5.250,-743.520, 0.483
-45.616,    -3, 2.987,-147.763,-0.476
-5.583,    -7,-6.835,-2794.415,-0.045
17.916,    11,19.732,-134.850,-0.017
45.246,    16,25.137,-2490.349,-0.010
 6.722,     5, 8.676,-13.133,-0.031
34.283,    11,12.315,-55.616, 0.014
38.259,    10, 8.873,-42.447,-0.033
19.866,     7, 8.753,-55.616, 0.062
-8.538,     5, 8.287,24.486,-0.034
-70.851,   -31,-32.953,2195.800,-0.019
-56.504,   -22,-24.301,4533.789,-0.001
27.828,     4, 6.857,-4523.723, 0.357
-13.716,   -13,-15.030,50.158,-0.413
-74.951,   -29,-31.693,97.485,-0.566
-9.280,    -1,-2.667,343.130,-0.004
-36.318,   -10,-12.088,-16.020,-0.020
21.117,     4, 2.152,-484.966, 0.008
 5.714,     3, 1.791,4076.498, 0.023
-65.163,   -20,-25.311,50.882, 0.013
-5.271,     3,-2.845,3718.353,-0.043
52.288,    12,11.508,-5.847, 0.011
65.967,    21,18.950,228.731, 0.799
 3.374,     0,-6.600,1180.131, 0.053
 9.258,     0, 1.120, 5.464,-0.184
17.242,     3, 2.473,42.470, 0.011
 3.822,     9, 5.012,5995.621,-0.181
-63.902,   -13,-19.747,6592.654, 0.014
41.494,    15,18.100,-110.493, 0.189
 9.255,    10, 6.867,3104.580,-0.005
 9.787,     8,11.376,-0.377, 0.013
62.946,    16,12.422,-194.268, 0.900
30.718,    10, 8.667,548.311, 0.196
-7.676,    -2,-1.730,37.035, 0.008
-74.348,   -31,-36.628,2857.422,-0.647
-36.055,   -13,-14.936,201.011, 0.019
-36.771,    -8,-12.619,2815.604, 0.019
76.126,    21,28.000,-11653.748, 0.862
56.664,    17,16.700,-6928.199, 0.818
55.931,    14,19.231,-11558.506, 0.494
49.685,    15,17.333,-1421.036, 0.015
19.873,     9,15.559,-149.716, 0.013
-26.137,     4,-1.326,3092.003, 0.194
-0.162,     8, 1.837,5679.074, 0.387
-161.129,   -45,-51.231,10506.638, 0.045
12.626,     8, 7.059,183.356, 0.144
-24.103,    -2,-1.257,-714.873,-0.089
-64.562,    -2,-6.731,7785.014, 0.003
-91.914,   -22,-28.018,3920.042,-0.469
-161.092,   -68,-74.435,11235.416,-0.207
-35.583,     0,-2.647,4824.307, 0.067
-47.657,     0,-5.588,6832.204,-0.052
-4.617,    -5,-6.071,-629.174,-0.027
-4.479,    -2,-1.571,249.897,-0.130
-19.148,    -9,-13.196,1488.068,-0.012
10.534,    -2,-0.121,-75.409,-0.009
-51.028,   -21,-22.767,-31.008,-0.446
-54.656,   -21,-24.867,-5.617,-0.845
17.882,     4, 5.733,116.304, 0.491
-56.148,   -11,-8.917,-237.184,-0.449
15.241,     3, 2.167,-3.137, 0.372
-9.850,    -4,-5.436,-121.304,-0.326
-44.798,   -20,-24.494,30.193,-0.097
-61.950,   -24,-25.667,-14.407,-0.663
53.496,    23,31.920,-895.931, 0.003
44.447,    22,21.631,-5150.159,-0.018
12.390,    10,15.849,-178.640, 0.426
27.591,    14,15.531,-114.364, 0.121
15.824,    12,13.531,-60.952, 0.376
17.521,    11, 9.412,-67.973,-0.011
14.516,    17,23.631,-968.848, 0.351
39.931,    21,24.486,-5150.159,-0.033
-21.361,     2, 1.998,-4990.090,-0.223
17.046,    16,17.469,-4761.174, 0.306
28.843,    15,14.972,-5165.450,-0.015
67.673,    23,21.809,-5105.944, 0.543
-47.147,   -19,-21.903,53.498,-0.645
-65.345,   -17,-22.565,1856.780,-0.002
-46.661,   -14,-22.398,1856.780,-0.011
-22.001,    -4,-10.208,2260.073,-0.018
-16.754,    -3,-6.670,1249.226,-0.056
-124.976,   -83,-96.522,3407.505, 0.002
-1.756,     0, 0.000,-13.053,-0.020
-15.870,    -5,-10.250,-195.025,-0.008
-27.022,    -9,-16.625,-116.588,-0.006
40.908,    10,12.994,-3188.999, 0.365
62.463,    17,20.137,-1718.606, 0.855
59.646,    17,17.137,-1708.703, 0.841
48.352,    18,19.375,-2106.775, 0.676
53.487,    15,15.375,-3300.332, 0.596
11.527,    -1,-2.232,-1680.728, 0.583
23.500,    18,26.567,-242.742, 0.003
-5.308,     9,11.781,-118.312, 0.010
50.829,    23,31.971,304.066, 0.012
53.340,    22,25.025,-21.734, 0.008
12.306,    12,15.511,-216.501,-0.014
60.520,    23,23.829,-158.506,-0.016
 9.501,     9, 6.638,1480.888,-0.027
54.753,    25,37.600,-131.148,-0.018
45.010,    22,32.775,-143.187, 0.743
54.243,    24,33.900,101.204, 0.018
52.982,    22,26.150,-137.124,-0.036
47.093,    23,29.400,887.556, 0.181
25.449,    14,15.587,1788.775,-0.005
41.166,    25,40.200,-37.397, 0.027
-91.776,   -36,-38.539,30781.690, 0.006
-65.268,   -24,-26.119,30709.003,-0.015
41.498,    18,18.900,-77.247,-0.012
-50.920,   -15,-17.467,3317.131,-0.238
 2.865,    -2, 2.063,-1876.681, 0.113
-68.514,   -28,-33.242,3791.844,-0.705
-97.344,   -18,-22.436,987.307,-0.666
-27.532,    -6,-7.525,39.847,-0.038
-13.566,    -8,-6.435,-614.829,-0.264
-65.220,   -23,-28.968,5592.820,-0.414
-11.010,    -5,-5.534,-558.679,-0.044
-19.917,    -7,-6.187,-538.670,-0.018
-51.940,   -18,-25.495,5880.186,-0.640
-38.767,    -6,-9.525,2644.258,-0.052
-2.936,     1,-0.122,-164.715, 0.008
-15.351,     0,-2.400,1943.453,-0.107
-8.705,    -1, 0.373,142.335,-0.312
-36.108,    -6,-10.150,2722.938,-0.534
-9.816,    -1,-4.627,1943.453,-0.114
-46.513,   -10,-37.000,3601.376,-0.793
-184.729,   -68,-100.708,10291.629,-0.951
-86.280,   -24,-27.463,16812.198,-0.528
-50.823,   -23,-22.021,7603.188,-0.155
-17.743,    -4,-8.752,-248.355,-0.374
-83.453,   -18,-21.029,16822.385,-0.467
41.828,    12,10.270,255.163, 0.588
75.008,    18,19.440,-6901.035,-0.017
80.502,    21,29.190,-4387.357, 0.846
21.670,    -9,-8.589,-3133.966,-0.003
62.886,     9, 7.127,-4035.034,-0.002
85.829,    20,31.840,-550.988, 0.022
28.308,     6, 9.335,-110.109,-0.026
50.251,    13,16.523,-4228.059,-0.015
-49.034,   -20,-37.750,-106.679,-0.235
-137.045,   -62,-84.939,101.680,-0.844
-79.641,   -25,-44.690,101.680, 0.077
-63.998,   -33,-54.108,36.902,-0.812
-75.952,    -6,-3.733,4372.777,-0.581
-123.973,   -30,-29.410,7149.368,-0.850
-16.659,     2, 4.238,4427.857,-0.459
 9.995,     2, 1.810,-341.435, 0.325
-2.432,    -1, 6.267,440.989,-0.207
 4.889,     4, 4.067,279.973, 0.386
-35.431,    -5,-4.108,-4116.445,-0.054
-31.065,    -7,-2.657,-3596.401,-0.197
118.271,    76,82.308,-337.999, 0.559
109.284,    72,77.133,-214.484, 0.508
94.826,    72,79.522,-3813.873, 0.674
61.512,    55,60.694,-2899.017, 0.449
138.974,    85,99.522,-4272.679, 0.022
87.758,    67,73.044,706.818,-0.016
95.398,    71,78.996,-104.672, 0.400
127.111,    83,97.522,-62.130, 0.659
89.699,    76,88.594,-1026.581, 0.496
123.219,    83,96.522,-3420.558, 0.893
106.176,    82,90.647,-2911.065, 0.096
11.125,    46,46.840,3348.968, 0.173
135.764,    84,99.856,269.297, 0.038
109.106,    78,86.272,-3602.530, 0.583
126.006,    81,97.744,-2942.812, 0.928
102.779,    71,77.680,-2000.938, 0.447
121.274,    77,82.599,-4614.767, 0.851
143.005,    83,94.808,-104.794, 0.947
119.334,    79,86.886,-97.951, 0.711
124.254,    80,88.722,125.622, 0.786
127.318,    82,95.647,-2101.070, 0.857
97.954,    74,79.897,189.835, 0.342
142.692,    85,105.122,-5362.425, 0.918
114.290,    82,96.397,302.085, 0.001
-64.236,     5, 5.028,-2942.812,-0.103
128.404,    81,90.189,-25.432, 0.665
81.444,    59,64.877,-1673.793, 0.459
89.047,    72,79.244,-73.091,-0.038
87.894,    70,75.772,-1645.889, 0.530
130.898,    84,103.856,-2148.445, 0.856
111.892,    77,85.445,-1993.763, 0.018
111.154,    79,86.977,5153.429, 0.319
67.763,    66,66.564,5152.223, 0.301
119.815,    77,82.522,-5028.061, 0.806
55.144,    64,69.022,-2462.463, 0.020
134.637,    83,97.951,-5382.088, 0.010
128.993,    80,94.222,-495.829, 0.888
 2.892,     1, 1.583,39.742,-0.183
-42.393,    -6,-5.200,729.148,-0.348
-6.481,     1, 3.333,425.518, 0.210
-128.939,   -37,-35.928,711.897,-0.969
 2.162,    -2,-3.518,-3925.242, 0.135
-101.718,   -48,-51.499,-1406.999,-0.470
53.759,     6,11.758,-4172.311, 0.793
35.000,     4, 8.949,-3835.235, 0.109
-5.061,    -1,-0.236,-1077.210,-0.265
-39.721,   -12,-14.275,-1909.695,-0.129
-25.497,    -4,-0.500,-296.626,-0.347
-23.160,    -1,-4.719,5438.325,-0.376
-43.250,    -6,-7.936,222.442,-0.536
-24.958,   -10,-11.577,-2.366, 0.010
 1.544,     1, 0.214,483.313, 0.191
 7.398,     6, 5.714,-170.260,-0.261
11.641,     5, 2.881,87.215, 0.036
-103.913,   -40,-41.566,6044.528,-0.032
-26.817,    -6,-8.053,1525.226, 0.014
-26.672,    -7,-8.100,4400.391, 0.025
-3.907,    -4,-3.882,118.219, 0.136
-75.231,   -13,-15.538,17327.830, 0.011
-42.491,   -16,-17.724,17177.036, 0.021
 2.379,     0,-0.846,-24.144, 0.322
11.032,     6, 5.143,-78.250, 0.031
20.175,     7, 5.000,440.427,-0.133
17.013,     6, 4.571,135.516, 0.013
-55.508,   -17,-22.688,-224.161,-0.390
 4.666,     2, 0.603,-578.294,-0.022
-17.140,    -3,-8.028,-333.826,-0.361
-35.374,   -15,-20.444,152.178,-0.486
-57.316,   -18,-19.600,2564.241,-0.243
-22.837,    -5,-7.250,2564.241,-0.674
-22.491,    -2,-5.000,1178.894,-0.423
-46.700,   -12,-10.105,319.532,-0.001
-46.776,    -4,-9.455,6892.174, 0.023
-30.927,   -24,-29.889,-960.828,-0.580
21.510,     4, 6.208,-152.260, 0.047
 1.949,    -4,-10.979,2089.391, 0.008
-26.454,    -6,-11.444,56.953, 0.157
-115.275,   -54,-65.106,30975.913,-0.468
-88.767,   -42,-52.685,30772.295,-0.011
 8.715,    -4,-2.214,-1655.724, 0.102
-0.879,    -4,-1.764,-1450.787, 0.154
 2.237,    -6,-5.893,-2879.321, 0.061
-85.754,   -19,-30.837,3036.030, 0.009
-76.417,   -18,-27.841,4396.792,-0.031
-57.930,   -21,-33.550,3043.378, 0.038
-12.622,    -7,-1.452,-2160.758, 0.104
31.286,     5, 9.071,-2721.166, 0.023
-9.791,    -1, 1.581,-3793.823, 0.199
31.497,     2, 4.631, 0.473, 0.324
41.806,     7,16.857,-4115.235, 0.653
23.047,     5,14.048,-3835.235, 0.231
21.555,     7, 7.143,-324.082, 0.591
-8.953,     2, 1.048,3017.994,-0.091
-26.628,   -11,-15.086,474.477,-0.019
-35.673,   -11,-12.646,6815.107,-0.024
-0.651,     2, 0.214,-40.340, 0.026
-44.513,   -10,-13.619,3403.217,-0.010
-63.811,   -17,-22.576,3680.681,-0.538
30.693,    11,11.129,-2991.479, 0.000
-33.214,   -11,-8.978,-2695.483, 0.092
14.552,     7,12.143,-1569.189, 0.051
38.691,    13,13.554,-1704.125,-0.013
11.943,     6,10.829,-727.301, 0.027
31.116,     9, 5.429,-1130.054, 0.491
22.298,    10,13.519,-669.746, 0.012
32.314,    13,22.929,-766.776, 0.652
26.553,     2, 0.417,-3548.460, 0.500
29.115,     2, 1.000,-3566.550, 0.557
26.675,     0,-0.714,-3150.857, 0.374
45.981,    12,13.509,-161.369, 0.017
43.814,    11,10.351,497.268, 0.007
59.088,    19,19.821,-335.249, 0.042
16.258,    10,14.044,131.278, 0.027
71.675,    20,20.821,-311.493, 0.661
-86.436,   -35,-37.290,240.638, 0.028
-3.790,    -1,-2.179,-1202.500, 0.017
52.635,    10, 6.099,-1273.312,-0.048
12.720,    -7,-7.864,-328.623,-0.100
 1.455,     8,11.571,154.865, 0.002
 3.141,     6, 7.231,-170.434, 0.052
68.551,    20,22.571,114.144, 0.069
-14.037,   -16,-17.224,1572.050, 0.019
62.267,    19,24.821,362.147, 0.053
123.746,    46,53.995,-5951.649, 0.036
87.837,    35,42.233,-5006.716, 0.616
45.827,    15,16.540,-5918.897, 0.171
48.868,    30,37.349,-5006.716, 0.311
100.006,    36,37.684,-5919.640, 0.810
130.338,    47,56.399,-2320.875,-0.000
102.149,    38,44.366,-5149.356,-0.000
112.690,    43,50.066,-4368.245, 0.842
125.971,    45,55.316,108.611, 0.042
75.907,    34,37.461,-5889.964, 0.002
118.662,    45,52.941,-264.751, 0.009
80.769,    36,38.801,-4891.363,-0.004
104.688,    43,55.566,-5509.235,-0.016
101.419,    39,43.709,99.933, 0.041
125.612,    45,49.566,-6055.004,-0.002
123.935,    45,51.566,-198.564, 0.033
-79.866,   -17,-17.275,125.155,-0.005
-30.167,    -4, 1.333,-6.295,-0.733
-129.577,   -34,-36.292,539.175,-0.004
-33.662,   -11,-14.725,513.121,-0.056
-67.067,   -28,-35.873,6138.618,-0.013
-40.666,    -8,-12.062,6187.207,-0.034
117.193,    28,33.557,-7675.315, 0.403
141.174,    32,37.432,207.852, 0.445
137.860,    36,44.057,-7675.315, 0.683
106.330,    22,28.455,16.130, 0.376
158.787,    35,48.626,-123.214, 0.009
135.846,    32,35.348,-4894.488, 0.703
130.391,    36,45.557,-8291.570, 0.000
125.029,    33,36.727,-4540.355, 0.697
162.867,    38,47.015,-1898.383, 0.919
140.301,    33,43.182,-8426.810, 0.001
98.876,    27,37.358,-8413.270, 0.292
160.169,    41,57.182,-7805.023, 0.004
-25.632,    -1,-2.100,2067.158, 0.017
-32.708,    -6,-11.600,1686.632,-0.861
-107.162,   -19,-21.848,5570.590, 0.037
-181.002,   -54,-66.790,11311.942,-0.022
-43.975,   -11,-16.816,38.745,-0.470
-180.964,   -77,-89.994,11377.515,-0.791
-55.455,    -9,-18.206,3584.391, 0.025
-114.363,   -26,-34.031,2889.573,-0.969
-22.014,    -3,-2.889,37.674,-0.549
-69.903,   -14,-16.250,3427.251,-0.851
32.609,     0, 4.125,-1765.979, 0.124
44.690,     7,16.111,560.861, 0.138
63.164,    10,11.333,-2457.225, 0.008
39.159,     4, 6.333,-1944.727, 0.045
155.992,    55,73.201,-451.935, 0.910
147.525,    54,81.284,-9728.219, 0.025
144.766,    50,67.159,-28644.760, 0.838
123.824,    49,53.090,-2565.505, 0.015
137.339,    54,92.034,-27471.206, 0.046
117.982,    44,51.749,-1652.564, 0.560
145.243,    56,118.034,-29462.066, 0.838
101.761,    54,103.534,-26503.340, 0.016
133.897,    46,49.784,-3035.334, 0.450
93.221,    36,44.353,-28763.116, 0.609
108.421,    40,44.034,-973.305, 0.609
142.508,    49,60.090,-9686.691, 0.772
95.346,    43,52.134,-10010.859, 0.411
149.297,    50,57.534,-3969.990, 0.869
148.442,    51,58.249,93.390, 0.858
86.254,    36,42.853,-24157.400, 0.436
95.712,    44,50.606,4471.041, 0.397
154.154,    53,67.334,-370.384, 0.877
109.674,    41,43.476,-1589.854,-0.011
132.476,    51,68.392,-9958.925, 0.387
27.472,    23,27.734,-27471.206, 0.145
37.912,    10,10.992,-4018.493, 0.431
 3.544,    -3,-0.671,-4182.994, 0.026
11.528,     0, 0.682,-4178.941,-0.246
62.458,    15,15.695,-2474.613,-0.008
 4.074,     5, 9.586,-4194.384,-0.015
19.225,    -1,-1.895,586.512, 0.005
17.598,    -2,-0.924,-2305.122,-0.059
65.856,    16,17.076,-1281.742,-0.026
-25.734,   -12,-17.863,-7.018,-0.080
-23.373,    -4,-8.119,11264.063,-0.534
35.549,     6, 8.964,-106.753, 0.623
-30.635,   -19,-29.255,3827.194,-0.143
-60.530,   -27,-37.725,11112.332,-0.451
-57.159,   -19,-26.528,88.822,-0.001
-3.973,    -9,-16.590,1616.037,-0.042
-68.019,   -28,-36.452,7867.765,-0.004
-5.600,   -10,-15.619,1735.089,-0.073
-80.605,   -11,-13.587,5400.986, 0.020
-29.590,     1,-2.136,5378.050,-0.353
 3.158,     5, 3.786,328.002, 0.062
-39.952,   -11,-9.935,1600.675, 0.050
-52.781,   -13,-16.300,2788.626,-0.796
-6.480,     2, 0.600,919.164,-0.398
-14.500,     3, 2.167,1393.322,-0.443
 4.761,     0, 1.417,-82.414,-0.113
-22.127,    -6,-4.889,-109.568,-0.044
-88.520,   -31,-34.068,4859.022,-0.897
