gsize_diff_an4,gf_diff_an4,f_fnn_diff_an4,fnnf_maxadec_l_m_r,dist_centroid_diff_l_an4
20.782,     4, 4.350,-6066.446, 0.280
39.075,     0, 0.708,-6077.313, 0.050
71.430,    16,18.000,-6056.132, 0.012
-20.173,    -7,-3.965, 2.361, 0.014
-1.095,     9, 9.935,3204.137,-0.018
-25.480,     2, 7.816,-35.657, 0.001
-16.732,     1,-1.111,3202.906, 0.001
20.740,    11,11.685,199.869, 0.058
40.348,    16,19.863,-108.740,-0.028
25.457,    11,10.351,18.418, 0.025
28.019,    11,10.935,-39.663,-0.003
-10.672,     2, 2.673,-86.315,-0.030
-0.462,     5, 8.324,53.930, 0.005
32.809,    15,22.185,-116.319,-0.035
10.344,    11,13.601,29.746,-0.002
21.382,    10,11.358, 6.340, 0.025
25.580,     9, 9.220,52.049, 0.135
 7.057,     7,10.122,30.985, 0.028
-10.436,     6, 6.729,542.308, 0.036
21.326,    11,14.935,-73.231,-0.002
 2.561,     5,15.128,-6287.173,-0.092
39.415,     7,12.762,-6469.106, 0.320
67.776,    14,15.190,-703.819, 0.011
76.486,    17,22.940,-6699.353, 0.749
46.970,     9,13.524,-6497.264, 0.103
97.523,    20,24.851,-56.367,-0.014
-12.639,   -21,-21.723,315.921,-0.006
90.541,    24,37.317,361.079, 0.023
38.155,     5, 6.226,778.089, 0.009
-7.407,    -4,-2.998,10225.635,-0.008
105.142,    20,12.295,150.280,-0.180
74.699,    21,28.517,5229.872,-0.053
94.180,    19,23.717,-966.067, 0.002
-37.623,   -32,-34.598,185.703,-0.003
106.110,    23,21.184,-118.933, 0.011
-1.808,     3, 2.671,8508.802,-0.009
110.378,    24,18.317,-16.606,-0.288
67.194,    12,13.694,4559.565,-0.008
-33.322,    -7,-8.844,11283.164,-0.022
69.135,    13,15.580,4559.565,-0.038
76.591,    15,19.232,-966.067,-0.006
59.667,    12,17.517,-1058.688,-0.015
120.910,    27,53.517,-1374.080, 0.007
78.440,    11,10.906,-186.433,-0.003
62.016,    18,17.063,6235.327,-0.154
-60.861,    -8,-12.645,11283.164,-0.306
82.606,    15, 8.946,1001.957,-0.166
81.820,    20,18.073,2807.196,-0.262
114.759,    23,26.300,-389.051, 0.004
108.327,    24,22.889,-1574.329, 0.750
74.197,    22,29.636,-11007.918, 0.402
103.917,    26,34.571,-11361.073, 0.014
123.456,    27,34.167,-4162.596, 0.864
130.914,    25,24.875,-328.803, 0.017
84.607,    15,15.500,-2732.033, 0.523
101.068,    21,18.917,-5649.943, 0.641
62.439,    11,14.318,879.399, 0.056
21.302,     1, 0.062,-11007.918,-0.057
35.654,     3, 1.967,-2657.319, 0.261
71.897,    19,22.071,-598.872, 0.024
112.679,    22,23.091,-5640.244, 0.695
-29.510,    -8,-5.581,-507.771,-0.576
-28.618,   -17,-19.548,256.479,-0.055
-22.924,    -9,-8.839,604.919,-0.357
-47.618,   -11,-8.992,1181.847,-0.708
-37.262,    -9,-10.214,252.178,-0.118
-35.238,   -10,-5.156,-480.917, 0.021
-3.553,    -7,-6.449,-819.221,-0.173
-39.206,    -8,-16.324,1764.320,-0.663
-0.116,     1, 3.810,-189.607,-0.280
-107.000,   -36,-46.392,1764.320,-0.827
-148.932,   -54,-61.972,420.128,-0.801
-22.453,   -10,-16.092,243.098,-0.516
-51.641,   -10,-9.857,-25.517,-0.004
-14.334,    -1,-1.857,508.860,-0.002
 7.110,    -1,-2.011,-1030.440,-0.058
 4.764,     3,-0.611,161.091,-0.145
46.408,    11,17.944,-1701.869, 0.015
-5.197,    -3,-3.329,97.849,-0.216
-58.257,   -24,-24.945,312.874,-0.005
-14.262,    -6,-9.044,51.259,-0.010
-22.538,   -10,-9.076,195.495, 0.015
-14.376,    -9,-9.616,120.662,-0.008
-56.731,   -19,-17.621,312.874,-0.005
-6.274,    -5,-6.883,-245.814, 0.014
-89.411,   -38,-46.699,259.979,-0.432
 9.672,    -1,-6.008,197.723,-0.059
-1.574,    -3,-4.467,13.125,-0.101
10.595,    -2,-9.016,-127.936, 0.278
-183.832,   -80,-89.996,15.451,-0.698
13.775,    -5,-10.183,-293.043, 0.057
12.738,     0,-2.333,399.897, 0.201
40.500,     8, 0.010,-828.279, 0.018
48.117,    11, 5.713,-1410.342, 0.024
-95.559,   -74,-79.210,-4292.488, 0.019
-0.733,    -2, 0.312,-4178.028, 0.011
 9.742,     3, 3.312,-4207.487, 0.006
-38.434,   -10,-7.532,-2356.664, 0.289
-59.368,   -15,-18.625,73.975, 0.014
-104.930,   -24,-27.848,2960.495,-0.018
-93.215,   -34,-43.868,1699.636,-0.651
-3.343,    -1,-1.133,106.768,-0.013
-31.161,    -8,-15.157,89.604, 0.024
-28.389,    -7,-9.271,2953.950,-0.036
-24.570,   -12,-19.952,83.059,-0.413
-37.856,    -8,-7.333,-12.807, 0.035
-4.337,    -4, 3.700,-192.042,-0.014
-22.297,   -11,-10.919,-2663.525,-0.003
-44.486,   -10,-17.477,859.493,-0.401
-121.943,   -78,-91.272,44.149, 0.016
-34.185,   -11,-18.228,36.535,-0.018
-50.185,   -10,-16.250,116.848, 0.001
 9.860,     3, 2.028,-47.338,-0.018
-40.499,   -19,-26.395,-96.153,-0.680
-131.340,   -54,-65.689,947.257,-0.692
16.753,    -2, 0.231,-1609.954, 0.046
-12.436,    -2, 6.467,-2232.680, 0.036
-8.931,    -1,-2.208,178.388, 0.013
-21.228,   -10,-7.264,1866.061,-0.010
-86.132,   -28,-30.347,6085.018,-0.909
-27.733,   -11,-6.717,241.751,-0.530
-18.620,    -5, 1.048,306.778,-0.388
-75.368,   -18,-15.375,6085.018,-0.679
-1.545,    -1, 0.347, 4.836,-0.039
32.299,     1,-0.567,-2444.467, 0.078
93.817,    17,13.689,1258.781, 0.552
52.144,    11, 8.803,-48.443, 0.193
32.864,     6, 6.863,48180.406,-0.048
-29.362,   -25,-28.632,47703.306,-0.149
65.493,     0,-2.613,-104.714, 0.353
-32.058,   -27,-32.631,9944.338,-0.088
51.700,    15,18.841,121.241, 0.475
40.893,    -7,-10.123,-104.714, 0.189
68.869,    13,12.181,3401.707, 0.002
85.924,    17,19.118,96.634, 0.452
115.156,    25,32.403,-642.664, 0.665
63.275,    12,10.377,7041.962, 0.356
69.703,    27,70.903,2711.154, 0.084
16.208,     3,-0.632,3590.755, 0.017
110.449,    22,27.459,96.634, 0.701
79.526,    12, 9.482,56.702, 0.362
50.202,    12, 9.008,7295.144, 0.164
58.494,    12,12.903,-173.911, 0.123
27.283,     8, 6.251,3171.122,-0.018
100.418,    20,25.176,254.433, 0.736
86.020,    15,14.278,-603.246, 0.325
87.080,    20,26.449,-363.571, 0.671
102.166,    21,24.803,-503.387, 0.663
-70.306,   -41,-45.305,9503.180,-0.402
100.418,    24,35.760,-455.745, 0.536
 1.006,    -2, 0.600,-1875.938, 0.052
-26.600,   -12,-8.360,-1616.798,-0.246
-1.363,     1, 0.583,1056.729,-0.307
-19.057,    -1, 1.133,1578.911,-0.139
-12.297,    -9,-5.056,1051.868,-0.016
 3.375,     0, 0.889,93.479, 0.014
-77.201,   -27,-28.139,964.712,-0.004
-18.802,   -10,-4.509,-8.136,-0.430
-47.857,   -10,-6.719,1578.911,-0.004
18.806,    -1, 6.114,-2309.475,-0.007
-34.063,   -14,-9.796,-1771.740,-0.005
-9.234,    -6,-1.460,-2212.424,-0.210
21.172,     6, 4.767,76.063, 0.086
-77.252,   -60,-63.922,3747.687,-0.162
26.866,    14,15.475,-377.473, 0.346
35.695,    19,16.509,-857.391, 0.458
50.879,    21,25.711,125.450, 0.037
14.699,    11,13.495,-407.867, 0.217
49.296,    20,22.400,148.679, 0.043
16.061,     6, 6.808,-1265.303, 0.103
12.528,    14,14.100,-1067.370, 0.055
10.641,    10,11.850,-856.476, 0.232
42.563,    17,18.600,-1499.315, 0.446
-45.794,   -15,-17.267,6187.809,-0.419
-22.109,     4, 5.100,-818.886,-0.193
31.271,     3, 1.452,-2785.045, 0.244
50.919,    12,13.508,-2227.055, 0.013
12.798,     4, 3.462,367.019, 0.022
36.754,     6, 4.886,-1331.142,-0.014
39.871,     4, 0.756,-2789.235,-0.013
 9.148,    -4,-4.074,4943.591, 0.039
19.388,     0,-1.333,-1546.178,-0.005
39.378,    11,11.486,-583.700, 0.027
121.860,    44,49.067,-3846.896, 0.704
127.573,    43,50.887,-4688.260, 0.846
84.623,    35,47.089,-11704.425, 0.020
129.231,    44,54.442,-1662.848, 0.023
128.073,    45,57.871,-3578.315, 0.888
145.203,    46,55.942,-1042.879, 0.014
103.144,    33,33.863,-860.726, 0.379
126.231,    46,68.109,-12305.791, 0.868
151.865,    49,62.109,-5023.995, 0.908
68.326,    29,37.225,-1458.977, 0.425
71.107,    15,15.280,-767.736, 0.109
131.377,    45,62.299,-12792.469, 0.896
117.009,    42,45.242,-1053.228, 0.034
56.552,    16,19.428,-14177.387, 0.019
49.031,    10, 9.989,-3400.229, 0.033
78.336,    16,15.791,-1414.741,-0.010
57.268,    18,22.407,-5946.600, 0.057
82.102,    18,14.852,-14739.944, 0.728
50.256,    15,18.852,-5221.819,-0.019
22.609,     7, 8.369,-5591.519, 0.154
66.679,    17,19.419,-5582.928, 0.052
75.917,    19,26.269,-3403.568, 0.012
36.635,     9,13.241,-14718.383, 0.000
44.968,    10,18.339,-3597.946, 0.083
62.599,    13,23.395,-2811.225, 0.012
-14.279,    -4, 4.677,-5015.032,-0.136
32.522,     9,17.895,-5383.738, 0.006
60.980,    15,25.645,-5331.470, 0.000
34.405,     9,12.695,-5247.220, 0.042
-101.383,   -28,-30.914,1668.030,-0.900
-13.731,    -5,-6.512,122.037,-0.379
-11.169,    -5,-5.929,36.123,-0.525
-49.860,   -14,-14.190,1680.761,-0.738
-17.862,    -5,-1.929,49.814,-0.638
13.476,    -1,-5.806,92.790,-0.054
13.256,     4, 2.968,723.473,-0.118
-85.162,   -67,-72.870,1867.196,-0.032
51.510,    17,18.486,-748.191, 0.769
 4.538,     9,15.724,-640.009,-0.223
-61.117,   -20,-24.859,9934.289,-0.023
54.543,    18,17.852,-346.810,-0.090
51.712,    15,19.527,-684.888, 0.790
-149.397,   -62,-67.842,9934.289,-0.739
52.846,    16,15.795,-441.987, 0.642
46.417,    16,23.938,-398.178, 0.620
 4.130,     1,-1.082,-31.617, 0.214
-10.811,     5, 7.985,206.095,-0.219
-4.015,    -1,-2.848,276.587, 0.149
-19.902,    -6,-11.005,2408.850,-0.478
-51.697,   -20,-23.279,2307.485,-0.448
 0.484,     0,-0.182,-93.876, 0.173
-10.453,    -7,-9.182,-100.383,-0.274
-69.202,   -33,-38.977,3073.018,-0.647
-32.829,   -22,-25.515,99.586,-0.420
-86.157,   -41,-50.240,305.737,-0.539
-13.789,   -21,-29.400,-7.464,-0.264
 9.710,    -3,-2.833,-8.745, 0.186
-25.557,   -14,-19.522,398.395,-0.449
-57.374,   -30,-41.769,398.395,-0.240
34.882,     2,-7.000,111.897, 0.487
31.221,     1, 3.375,-55.518, 0.414
-79.057,   -45,-55.519,305.737,-0.653
26.268,     9,15.667,94.842, 0.017
 3.419,    -7,-4.697,105.396, 0.009
-73.412,   -27,-27.429,360.025,-0.016
 7.854,     5, 7.667,-255.366, 0.056
14.355,     5,11.967,37.402, 0.030
-0.457,    -5,-1.383,26.215, 0.012
 1.990,     3, 5.000,-12.668, 0.053
-19.183,    -4,-1.754,-52.072,-0.006
30.481,     9,15.667,31.732,-0.064
16.036,     8,15.524,414.568, 0.082
-28.021,    -8,-12.179,-469.030,-0.025
 6.154,     5, 4.609,-682.377,-0.314
48.482,    14,17.295,-678.726,-0.039
45.392,    13,10.561,41.016, 0.429
-158.796,   -43,-48.396,4752.250,-0.035
10.916,    -2,-4.391,127.937, 0.173
-14.443,     0,-1.579,-484.898,-0.039
36.078,    12,15.466,-994.848, 0.002
 5.018,    -3,-6.014,-523.209,-0.025
26.656,    12,19.609,-737.430,-0.022
-20.799,     0,-1.158,5725.512,-0.046
-42.958,   -20,-23.285,259.785,-0.396
-28.036,    -8,-8.994,-48.270,-0.050
-20.329,   -10,-14.933,-302.604, 0.106
-37.480,   -14,-16.105,-523.209,-0.537
30.557,     8, 4.881,-1707.106, 0.679
-35.323,    -5,-0.786,-837.101,-0.069
-7.798,    -2, 0.589,-1702.863,-0.101
27.959,    -2, 3.213,-3196.931,-0.026
78.696,    14,17.337,-4096.697, 0.814
34.747,    -1, 3.337,-4425.236,-0.017
80.747,    16,24.737,-3425.147, 0.797
14.574,     3, 3.631,-439.490, 0.326
-20.422,    -4, 1.760,516.783, 0.032
 0.239,     1, 5.231,-489.236, 0.057
-5.160,     1, 5.147,306.618, 0.002
21.906,     3, 4.331,-896.356, 0.631
40.644,     9,16.500,-7067.792, 0.510
-26.059,     0,-4.350,-1013.327, 0.003
-37.310,   -18,-23.276,-488.463,-0.001
-177.559,   -75,-83.113,1368.758,-0.698
18.049,    10,12.050,-1232.561, 0.064
 9.389,     9,11.477,-883.859, 0.025
-148.509,   -52,-58.458,2081.060,-0.417
26.090,     9,13.414,-105.644,-0.004
-11.711,     0,-0.071,240.068, 0.023
 2.734,     5, 7.103,319.772, 0.003
17.138,     3, 4.760,44.580,-0.010
-44.424,   -16,-17.886,298.845,-0.002
30.511,     7, 7.071,-13.691, 0.039
-38.280,   -21,-23.471,295.025,-0.304
-49.545,    -6,-4.036,120.347, 0.004
-45.901,   -13,-13.675,28.346, 0.030
-38.194,   -15,-19.613,76.715, 0.007
-55.346,   -19,-20.786,79.632,-0.595
-64.369,   -30,-36.886,156.963,-0.753
-71.991,   -22,-27.089,203.795,-0.474
44.454,     1, 4.301,-10397.595, 0.617
36.005,     4,13.718,-10455.915, 0.463
60.361,     8,12.311,-10796.647, 0.583
96.478,    18,25.840,-10664.261, 0.715
43.206,     1, 3.757,-10696.513, 0.464
97.158,    20,17.240,-343.706,-0.004
87.248,    17,28.590,-4304.210, 0.640
-106.553,   -42,-50.490,443.706,-0.705
-2.064,     1, 0.893,-64.803,-0.093
-100.717,   -33,-39.689,2148.310,-0.925
-44.160,   -15,-18.554,920.691,-0.425
-23.648,    -4,-9.083,2027.244,-0.687
-4.798,    -1,-5.028,15.504,-0.281
-5.259,    -2,-2.236,5672.024,-0.118
76.503,    22,29.474,-213.690, 0.831
36.023,    17,18.874,1629.321, 0.082
72.997,    21,28.574,-215.000, 0.595
-4.989,    -8,-3.754,218.407, 0.038
71.113,    22,30.674,-142.782, 0.012
58.454,    18,18.630,-90.491, 0.688
-22.121,    -9,-10.398,2368.706,-0.185
69.635,    19,20.074,-120.426, 0.896
46.102,    20,23.503,2289.370, 0.011
42.881,    11,15.637,-70.125, 0.311
36.277,     8,13.232,-92.970, 0.343
23.427,    13,17.217,273.342, 0.034
27.169,    10,12.898,6104.095,-0.007
33.039,     5, 6.165,97.236, 0.293
54.677,    20,31.788,-241.687, 0.780
 7.222,     8,11.021,4273.254, 0.127
-14.937,   -12,-11.105,531.065,-0.173
-2.852,   -10,-8.034,13.410,-0.194
62.465,    18,20.296,-142.982, 0.713
-57.766,   -21,-19.457,1418.852,-0.509
-12.076,    -2,-0.821,159.561,-0.108
-39.381,    -3,-0.160,546.580,-0.417
-11.107,     4, 6.729,22.664,-0.166
-15.408,    -2,-1.634,1067.795,-0.470
-2.767,     6, 8.929,1275.642,-0.258
32.313,    15,15.533,-1585.971, 0.428
39.971,    20,25.067,-1629.548, 0.433
-18.979,    -6,-3.256,-1218.356,-0.054
-6.567,     4, 6.736,-1035.203,-0.075
11.872,    15,18.267,-1664.155,-0.017
-6.660,    -2, 0.792,534.855,-0.239
 0.953,     9,12.268,2063.422,-0.021
 3.762,     7,18.569,534.855,-0.233
-20.311,    -2, 1.514,20.753,-0.024
16.690,     6, 5.325,302.096,-0.005
 3.854,     3, 5.817,1210.345,-0.079
-6.881,    -2, 1.181, 8.980,-0.005
25.963,    11,17.925,-53.832,-0.011
 4.350,     7, 7.458,1268.899,-0.300
-46.644,   -18,-16.434,2063.422,-0.031
-57.799,    -9,-8.420,96.448,-0.190
23.945,     4, 0.974,-110.462, 0.002
26.837,     5, 2.558,-142.577, 0.589
 5.226,     3, 3.308,-34.128,-0.019
-48.148,   -12,-11.852,-96.573,-0.020
-1.032,     3, 4.408,141.490,-0.153
-4.790,     0,-1.923,-28.249,-0.004
-87.117,   -19,-19.630,-36.258,-0.342
-23.318,    -4,-3.516,-36.559,-0.250
-104.994,   -33,-34.953,93.665,-0.737
-44.647,    -9,-10.759,3835.280, 0.030
-48.494,    -7,-9.571,1792.184, 0.092
-30.164,    -7,-10.571,3049.083, 0.096
-11.335,    -3,-4.971,216.053, 0.167
-44.678,    -9,-12.821,256.031,-0.031
-37.040,    -3,-6.971,3053.241, 0.029
-144.344,   -43,-43.231,3831.122, 0.017
-21.565,    -6,-7.167,15.479,-0.018
-8.977,    -3,-0.611,88.353,-0.404
-103.463,   -30,-30.778,14.628,-0.010
-12.144,    -5,-5.591,69.109, 0.026
-21.218,    -4,-5.208,194.260,-0.034
-10.219,    -4,-4.625,38.712,-0.417
-35.471,   -11,-11.099,326.905,-0.050
 0.010,    -3,-6.989,1766.092, 0.029
-33.650,   -11,-13.151,3846.896, 0.048
-53.534,   -15,-11.842,303.244,-0.345
-4.850,    -2,-3.825,81.436,-0.005
-27.049,   -19,-26.764,-2262.375,-0.166
26.291,     3,-1.739,-1684.237, 0.047
14.117,     6,13.436,-2299.772, 0.245
 4.491,     5, 6.216,-63.102, 0.106
17.079,     8,12.771,124.347, 0.246
 4.358,     2, 4.216,-134.628, 0.274
 2.221,     0, 0.647,2035.201,-0.103
-59.715,   -10,-8.636,6801.862,-0.418
-77.407,   -19,-17.395,110.979,-0.546
10.189,     2, 2.149,2002.728,-0.002
25.392,     9, 9.757,494.160, 0.361
13.913,     6, 7.791,56.880, 0.562
28.758,     9,11.132,-112.353, 0.465
22.968,    10,12.739,804.470, 0.329
21.444,     9,10.554,65.643, 0.696
-36.634,   -15,-14.391,147.863,-0.300
22.849,    10,15.125,89.594, 0.563
 7.361,     3, 1.510, 2.808, 0.021
-0.915,    -1, 1.478,-70.376, 0.047
 0.000,    -6,-5.239,70.904,-0.126
19.141,     8,14.000,-212.101, 0.025
-76.831,   -26,-27.970,325.533,-0.620
 8.689,     8,12.500,434.068, 0.306
-0.696,     2, 2.911, 4.754,-0.042
27.062,    10,15.125,-90.635, 0.563
12.617,     9,14.982,329.662, 0.465
 1.843,    -2,-0.875,83.211,-0.152
23.276,     9,13.982,-242.356, 0.016
-20.533,   -17,-17.208,-18.988,-0.509
-42.359,    -9,-7.946,153.327, 0.083
-0.743,    -1, 1.429,220.423, 0.043
-56.182,   -15,-21.071,2964.827,-0.001
-58.867,   -30,-37.734,314.768,-0.044
-38.972,   -18,-25.131,3069.926, 0.008
-30.008,    -7,-13.143,7263.523, 0.005
-106.885,   -37,-50.202,2851.037,-0.865
-148.816,   -55,-65.781,937.265,-0.002
-21.454,    -9,-17.000,2851.037,-0.036
-22.337,   -11,-19.902,219.782,-0.004
-20.363,   -11,-17.843,1113.947,-0.152
-120.858,   -43,-51.811,-12.784,-0.003
-92.074,   -32,-43.341,3245.428,-0.793
-10.785,    -6,-11.341,112.303, 0.025
-21.260,    -9,-16.884,18.166,-0.018
 9.635,     2, 4.829,50.891, 0.012
25.611,     2, 7.515,-1345.069, 0.724
32.837,     6, 9.982,-1415.200, 0.737
-14.953,    -3,-2.568,-304.824,-0.014
-0.793,    -4,-2.833,-113.924, 0.284
 4.470,    -1, 4.946,-33.624, 0.009
-22.902,    -9,-14.554,1611.513,-0.015
-78.356,   -20,-22.947,6812.017, 0.032
-42.253,   -14,-18.048,-206.051, 0.002
-45.258,    -8,-3.829,-72.470,-0.623
75.232,    21,27.060,115.874, 0.009
78.256,    23,30.810,-85.855,-0.008
76.372,    24,32.910,17.780, 0.019
43.854,    19,26.710,-2335.972, 0.027
39.582,    15,19.096,54.037, 0.005
48.140,    13,17.873,-6059.870, 0.028
38.298,     7, 8.401,-243.675, 0.039
29.778,    11,11.810,-211.567, 0.014
44.973,    11,14.255,-5960.187, 0.022
28.426,     8,10.834,-1159.145, 0.023
-13.236,     0, 3.621,-6147.307, 0.023
 2.407,    -8,-5.798,-5960.187,-0.010
-41.639,    -4,-4.467,-258.483,-0.043
-154.678,   -55,-62.281,-183.263,-0.885
-68.119,   -14,-18.717,-64.081,-0.027
-21.797,    -6,-8.167,-109.842, 0.002
-21.514,    -5,-7.803,-93.315,-0.692
-8.635,    -3, 6.000,-221.152,-0.032
-132.234,   -39,-44.663,9532.460,-0.876
-1.297,     1, 4.833,47.974, 0.182
-84.203,   -38,-41.434,2606.530,-0.518
-3.769,     0,-0.250,4534.135,-0.029
-11.251,   -18,-18.926,33.392,-0.103
33.780,     6,10.314,769.272, 0.165
64.549,    14,18.267,-187.013, 0.822
-35.936,    -8,-9.436,4646.706,-0.209
58.305,    11,18.656,20.955, 0.643
44.108,    10,16.400,-219.235,-0.072
-24.861,    -3,-2.552,3538.109, 0.007
48.273,     9,16.373,161.014, 0.215
23.690,     3, 3.335,-38.196, 0.257
47.609,    10,20.100,261.858, 0.601
48.273,    13,26.957,-14.587, 0.134
-75.622,   -20,-25.000,61.773,-0.892
-69.908,   -17,-23.209,148.454,-0.837
-58.380,   -17,-22.527,104.242,-0.848
-139.524,   -33,-44.747,105.984,-0.778
-65.834,   -12,-13.624,61.396,-0.818
74.339,    20,22.051,-3787.933, 0.820
-84.430,   -35,-35.730,-4073.074,-0.447
68.104,    16,16.085,-4535.974, 0.583
72.195,    21,33.785,-4541.208, 0.869
50.929,    15,14.203,-4427.596, 0.591
52.688,    11,12.185,-4094.422, 0.595
12.861,     9,16.385,-3820.033,-0.342
52.891,    20,24.218,-3832.861, 0.502
-87.521,   -35,-39.373,180.975,-0.626
 0.892,    -9,-13.967,602.938, 0.004
-9.570,    -8,-11.699,-98.963,-0.119
 8.346,     3, 8.033,-16.970, 0.082
 6.587,    -1,-3.258,714.215, 0.183
-26.818,   -18,-24.406,3172.540,-0.009
36.622,    10, 8.667,-74.738, 0.417
-11.475,   -14,-19.547,171.481,-0.063
-18.108,    -3,-3.411,537.389,-0.339
-80.421,   -39,-44.652,342.287,-0.511
-53.226,    -7,-7.940,859.362,-0.391
21.783,    11,11.500,-319.532,-0.043
-100.825,   -35,-36.066,5677.809,-0.428
22.922,    11,17.929,28.707, 0.010
-31.555,   -16,-16.529,-16.810,-0.295
-1.055,     6, 4.250,2447.543, 0.093
-72.143,    -8,-10.038,5849.010, 0.012
-0.708,     9, 6.500,2609.734, 0.015
 5.468,     5, 4.654,53.579, 0.055
-24.917,    -1, 1.395,34.660,-0.023
22.482,     8,15.500,-303.339,-0.036
-2.974,     6, 8.583,-274.326,-0.183
 0.594,     4, 7.643,-155.882,-0.032
 0.731,     9,10.167,2095.941,-0.237
23.110,    10,15.500,-68.507,-0.002
-5.608,    -3,-0.216,-55.824,-0.123
-34.766,   -13,-10.411,730.552,-0.596
-15.108,    -4,-2.375,-83.261,-0.516
-1.605,    -2,-2.025,43.812, 0.075
-66.010,   -21,-20.953,714.598,-0.836
-40.562,    -1, 3.336,144.190,-0.503
 8.697,     4, 7.867,-282.256, 0.055
-30.152,    -8,-10.800,-158.555,-0.142
-41.919,   -10,-12.800,-17.135,-0.769
-52.320,   -12,-11.982,297.371,-0.567
-79.105,   -20,-24.333,108.010,-0.621
-111.335,   -36,-41.561,144.190,-0.645
10.174,    -1,-2.232,-807.015, 0.011
-24.317,    -5,-13.327,2243.942,-0.158
-40.240,    -6,-6.179,-1028.939,-0.046
-194.175,   -77,-89.744,128.360,-0.962
-20.807,   -10,-18.583,-873.115,-0.188
-16.665,    -9,-12.179,1650.949, 0.017
-26.802,   -11,-12.663,18.522,-0.276
22.027,     4, 1.375,91.913, 0.599
-4.722,    -3,-1.350, 5.551, 0.060
-52.870,   -13,-15.910,32.172,-0.423
 5.633,     1, 1.341,131.836, 0.433
-29.496,    -8,-10.600,1678.277,-0.671
-129.021,   -54,-58.689,5616.814,-0.582
-58.885,    -8,-8.500,5616.814,-0.324
103.180,    45,59.040,-44.843, 0.023
50.794,    26,27.948,668.095, 0.108
 5.232,    17,18.725,10040.231, 0.021
77.951,    27,27.675,-139.788, 0.326
54.142,    23,21.240,11299.932,-0.015
72.368,    20,20.840,-347.315, 0.104
95.868,    38,47.407,-590.057,-0.000
101.357,    41,42.684,1767.163, 0.385
60.703,    17,14.967,3127.913, 0.002
60.600,    27,30.718,-91.060, 0.232
87.338,    42,50.240,5182.954, 0.287
28.783,    11, 8.471,11327.596, 0.004
130.120,    44,46.907,-86.136, 0.927
98.560,    34,33.240,-128.339, 0.408
98.020,    42,44.240,3322.474,-0.076
69.657,    42,49.865,5615.030, 0.009
118.294,    42,51.865,-173.226, 0.843
-20.683,    14,12.879,6715.125,-0.012
78.431,    38,36.573,2034.606, 0.451
119.461,    43,50.240,540.241, 0.718
88.490,    35,33.240,2466.882,-0.056
110.072,    37,40.471,-258.574, 0.602
76.046,    21,19.826,44.971, 0.009
99.598,    34,34.927,-188.224, 0.450
94.489,    40,53.640,-142.682, 0.344
97.817,    34,36.427,1441.460, 0.004
97.952,    43,50.383,2843.786, 0.338
94.763,    36,34.526,2624.382, 0.414
130.493,    45,56.640,91.873, 0.018
69.414,    32,35.962,-90.359,-0.130
 7.100,    -4,-5.279,8752.945,-0.021
-30.523,   -11,-13.405,80.823,-0.494
-21.849,    -9,-10.634,-25.557,-0.877
-43.599,   -18,-21.371,120.722,-0.006
-42.405,   -14,-16.190,70.315,-0.537
-24.912,    -5,-6.238,101.664,-0.039
-36.918,   -11,-10.183,42.736,-0.013
-1.845,     0, 3.750,-1882.102,-0.016
20.113,     4, 5.875,-1309.002,-0.069
-3.859,    -4,-4.958,-2005.443,-0.077
-52.385,   -19,-31.092,-142.249,-0.716
-97.948,   -28,-40.315,44.843,-0.013
-42.580,   -18,-28.322,-289.326,-0.337
32.603,    14,15.900,10.837, 0.063
36.240,    18,20.481,200.083, 0.342
52.414,    18,18.704,-56.344, 0.658
28.487,    11,11.280,-261.945, 0.364
41.457,    15,13.093,47.651, 0.281
-43.302,    -2,-1.304,21338.378,-0.355
34.192,    16,14.593,-5.191, 0.425
-19.881,     5, 6.456,155.067,-0.051
-2.347,     2, 3.513,-138.149, 0.113
 6.311,     5, 3.547,-226.988, 0.107
-4.774,    -8,-10.093,-154.505,-0.215
