,A_an4,fMs_an4,avg_FabsavgH_an4,C_an4,CnnC_an4,A_diff,fMs_diff,avg_FabsavgH_diff,C_diff,CnnC_diff,nnG_favg_diff,nnG_fmax_diff,da_len_w_an4_l,da_len_w_an4_r,da_len_w_an4_opp,da_len_w_diff_l,da_len_w_diff_r,da_len_w_diff_opp,rfvect_disttwin_an4
3740,2758.956,288.251,0.104,10.0,4.7,1045.567,29.738,0.028,-10.0,-13.2,-2.083,-8.0,111.56,104.684,143.756,17.382,-14.005,-3.376,0.005
3741,3920.717,95.7,0.024,8.0,2.429,-604.938,-1.687,0.003,-6.0,-7.262,-0.556,-2.0,123.972,116.581,113.974,-12.84,10.425,1.833,0.252
3742,292.853,13.269,0.045,5.0,-3.25,374.71,21.475,0.057,-1.0,0.375,-0.333,-2.0,146.055,96.844,120.542,-53.3,16.662,13.072,0.369
3743,4104.616,137.548,0.034,1.0,-7.0,222.121,-43.23,-0.195,13.0,14.231,0.25,1.0,153.384,131.399,86.706,-20.971,-3.769,17.235,0.235
3744,2228.656,52.747,0.024,4.0,-3.0,117.322,6.562,0.056,5.0,5.286,-1.167,-2.0,121.137,123.345,115.78,-5.099,-8.927,-2.146,0.047
3745,419.349,49.338,0.118,6.0,-1.6,-133.896,-24.068,0.18,-2.0,-1.4,-2.429,-5.0,120.069,99.611,140.32,-8.623,19.137,-8.266,0.266
3746,761.057,40.521,0.053,6.0,-1.0,-23.043,-15.749,0.683,-1.0,-1.5,-0.857,-5.0,121.957,118.149,123.246,-2.88,8.27,-19.719,0.262
3747,431.148,26.138,0.061,6.0,0.333,-6.26,-1.897,0.303,0.0,0.417,-1.375,-5.0,129.35,106.23,124.418,4.627,-7.542,-11.431,0.299
3748,401.61,16.094,0.04,9.0,2.389,-10.979,-2.858,0.26,-3.0,-4.222,-1.182,-5.0,115.837,140.305,114.448,24.184,-46.813,12.039,0.351
3749,5625.621,200.844,0.036,5.0,-2.625,-634.086,-60.36,0.095,7.0,9.167,-0.667,-3.0,127.933,124.929,117.007,-16.293,-7.316,13.532,0.392
3750,163.871,8.313,0.051,4.0,-3.125,298.038,18.883,0.063,-1.0,-1.875,-1.167,-5.0,116.976,124.329,118.693,23.176,-25.599,-12.334,0.352
3751,226.965,5.32,0.023,4.0,-2.25,-90.43,2.24,-0.025,-1.0,-2.083,-0.5,-3.0,138.992,93.583,131.742,-3.02,12.669,-17.424,0.416
3752,672.88,13.79,0.02,4.0,-1.25,55.854,17.188,0.308,8.0,6.812,-0.833,-3.0,112.615,115.863,119.685,5.35,8.067,-2.825,0.166
3753,313.812,39.598,0.126,10.0,1.6,-12.675,-26.628,2.101,-6.0,-5.35,-1.143,-2.0,133.447,106.398,120.484,-1.85,9.684,-6.089,0.326
3754,1276.64,34.765,0.027,1.0,-1.75,-13.774,0.56,-0.041,5.0,-0.05,0.0,1.0,121.451,119.233,106.627,3.284,1.33,8.075,0.414
3755,2203.46,110.744,0.05,5.0,-0.4,-113.681,-55.343,0.487,1.0,0.317,0.571,-4.0,108.56,127.566,118.767,-4.217,-8.902,3.041,0.337
3756,6283.417,225.318,0.036,7.0,1.2,-87.78,-47.622,0.543,2.0,-0.057,-0.571,-8.0,106.127,103.82,137.026,4.213,11.987,1.439,0.001
3757,407.117,15.358,0.038,5.0,-0.667,-143.386,-5.707,0.04,-1.0,-2.958,-1.8,-8.0,119.608,124.279,109.847,-12.581,7.704,-0.323,0.449
3758,402.768,23.462,0.058,4.0,-2.0,-27.111,-6.058,0.223,1.0,1.9,-1.333,-8.0,132.613,116.025,111.362,8.668,-27.368,19.158,0.386
3759,556.109,17.319,0.031,4.0,-2.5,-100.4,-2.081,0.021,3.0,3.0,-1.6,-5.0,121.2,144.174,94.047,4.553,-6.459,-2.432,0.332
3760,778.975,30.526,0.039,11.0,4.833,-109.956,-15.167,0.138,-6.0,-7.233,-3.909,-19.0,122.811,106.931,126.899,21.646,8.588,-11.418,0.113
3761,1149.04,35.242,0.031,7.0,-0.3,73.835,7.845,0.106,-1.0,-1.117,-2.714,-8.0,121.957,127.881,110.161,20.626,-12.32,7.705,0.335
3762,126.727,13.317,0.105,4.0,-2.5,13.121,0.288,0.022,-1.0,-1.5,-1.25,-8.0,118.687,100.491,140.822,8.758,-8.496,13.009,0.134
3763,34.112,0.0,0.0,4.0,-1.75,5.992,0.0,0.0,0.0,0.125,-0.833,-3.0,147.979,112.315,116.831,-31.607,-1.101,25.159,0.304
3764,2286.49,94.208,0.041,5.0,-2.5,56.016,-41.789,-0.746,0.0,0.7,-7.0,-19.0,130.142,111.065,130.227,-2.534,-7.844,-1.057,0.124
3765,434.331,35.676,0.082,3.0,-3.833,81.212,4.31,0.053,1.0,2.958,-0.4,-3.0,118.161,94.076,144.211,18.333,2.38,-10.311,0.001
3767,1481.672,75.545,0.051,6.0,0.25,24.858,-40.766,-1.64,-2.0,-4.125,-1.75,-4.0,108.805,124.974,114.141,-0.075,12.3,4.105,0.503
3768,1568.222,41.251,0.026,14.0,5.75,26.83,-9.746,-0.363,-7.0,-3.964,-0.875,-3.0,131.452,132.441,104.455,-10.368,-7.909,4.135,0.312
3769,628.099,35.673,0.057,5.0,-1.6,132.636,-9.867,-0.074,1.0,1.017,-1.429,-4.0,132.063,123.667,107.231,-21.195,-1.399,11.582,0.122
3770,1197.112,25.721,0.021,10.0,2.25,58.46,10.673,0.183,-4.0,-3.417,-1.5,-3.0,94.526,132.757,129.621,2.612,-1.135,-5.643,0.244
3771,172.969,9.915,0.057,8.0,-1.5,67.299,-0.904,-0.013,-4.0,-2.625,-0.833,-3.0,121.354,117.738,138.604,19.384,6.099,-35.891,0.487
3772,570.182,21.188,0.037,4.0,-3.75,-166.785,-2.113,0.013,8.0,8.167,-1.333,-4.0,90.371,124.834,124.034,21.338,7.209,-11.207,0.352
3773,51.578,6.492,0.126,4.0,-3.125,-42.09,-6.492,0.154,1.0,-0.542,-7.667,-21.0,102.942,137.115,123.461,50.185,20.593,-21.086,0.003
3774,12.371,0.0,0.0,3.0,-4.0,1.734,4.591,2.648,4.0,5.167,-5.2,-11.0,104.226,104.983,153.589,2.968,-32.176,26.411,0.299
3775,450.256,7.521,0.017,5.0,-0.8,-154.127,10.204,-0.066,6.0,4.717,-7.429,-21.0,89.591,125.085,144.957,10.685,6.192,-15.135,0.348
3776,204.635,13.406,0.066,5.0,-2.3,-70.362,-3.617,0.051,3.0,3.371,-7.429,-21.0,107.151,140.145,100.514,-9.278,-2.662,-2.204,0.302
3777,192.611,21.666,0.112,4.0,-2.625,-94.151,-17.476,0.186,1.0,1.5,-5.167,-11.0,137.709,74.029,148.262,12.112,28.18,-38.675,0.298
3778,64.754,11.765,0.182,10.0,1.143,5.934,-7.517,-1.267,-6.0,-6.143,-0.889,-8.0,112.106,119.826,128.068,9.285,-17.788,8.503,0.433
3779,379.594,27.169,0.072,4.0,-3.0,6.042,10.771,1.783,8.0,6.5,-1.25,-8.0,109.854,107.239,144.202,5.006,-0.747,-4.176,0.001
3780,138.1,4.206,0.03,7.0,-0.5,31.017,0.058,0.002,0.0,-0.1,-0.286,-8.0,120.283,139.355,98.118,-16.438,-5.395,24.075,0.452
3781,699.989,19.902,0.028,4.0,-2.875,-244.065,12.278,-0.05,-1.0,1.208,-0.333,-3.0,126.605,122.231,107.562,-28.671,27.404,4.869,0.404
3782,1118.873,70.781,0.063,13.0,5.9,-486.252,24.635,-0.051,-10.0,-7.233,-3.0,-19.0,103.857,123.691,138.955,-3.491,-28.782,11.411,0.001
3783,503.889,20.715,0.041,6.0,-3.5,-183.994,-11.748,0.064,-3.0,1.833,-3.857,-19.0,124.192,127.225,113.188,-32.181,16.688,20.443,0.378
3784,199.698,9.61,0.048,6.0,-0.75,-32.485,-6.662,0.205,-3.0,-0.583,-4.375,-19.0,125.435,138.991,89.419,-16.246,-8.815,31.216,0.416
3785,817.953,55.56,0.068,19.0,11.55,71.62,-19.009,-0.265,-15.0,-13.55,-1.417,-7.0,135.557,104.765,103.845,-1.239,19.505,15.013,0.058
3786,120.633,3.999,0.033,9.0,2.875,65.371,6.715,0.103,-3.0,-5.625,-4.4,-19.0,135.804,113.003,111.288,4.674,-12.384,13.565,0.385
3787,301.709,32.343,0.107,9.0,-0.438,-161.556,-23.867,0.148,-5.0,-0.062,-3.0,-19.0,141.987,126.981,127.025,-5.837,-44.382,9.707,0.538
3788,16.505,2.426,0.147,7.0,-4.875,77.509,2.345,0.03,-3.0,3.625,-1.833,-7.0,104.99,137.036,117.974,31.651,-25.553,-19.568,0.426
3789,282.1,19.856,0.07,8.0,-1.625,117.007,-9.213,-0.079,-2.0,2.125,-1.167,-8.0,102.438,99.615,158.747,25.526,-15.583,-22.473,0.273
3790,356.51,8.84,0.025,7.0,0.429,-74.606,5.319,-0.071,-3.0,-3.095,-1.889,-16.0,105.563,130.865,123.571,4.451,8.862,-14.162,0.142
3791,642.394,15.513,0.024,7.0,-0.643,-7.023,5.976,-0.851,-3.0,-2.107,-3.444,-16.0,138.089,119.192,103.177,-28.575,14.413,13.704,0.407
3792,1089.048,42.342,0.039,9.0,2.0,-153.967,3.812,-0.025,-3.0,-1.333,-0.375,-3.0,118.201,108.925,127.775,-1.567,-17.7,-1.859,0.316
3793,257.066,7.792,0.03,4.0,-4.333,-144.37,-4.17,0.029,-1.0,3.0,-0.4,-7.0,133.309,89.452,121.434,7.076,-0.943,6.918,0.303
3794,1364.971,18.932,0.014,5.0,-2.75,-174.249,-0.84,0.005,2.0,4.167,-3.333,-8.0,135.728,128.438,95.834,0.055,22.878,-6.194,0.442
3795,1312.042,21.304,0.016,13.0,4.0,-28.436,4.464,-0.157,-6.0,-2.214,-5.125,-11.0,120.576,122.775,114.53,14.615,-7.603,-8.564,0.111
3796,4250.982,52.691,0.012,1.0,-8.0,-241.718,-6.699,0.028,6.0,9.5,-6.75,-11.0,83.723,138.089,146.62,0.19,13.376,-17.048,0.001
3797,298.259,29.471,0.099,5.0,-3.75,87.954,15.335,0.174,0.0,3.75,-6.167,-8.0,123.997,94.842,147.709,4.934,-12.206,0.723,0.235
3798,222.748,4.557,0.02,1.0,-4.0,123.293,6.267,0.051,3.0,1.625,-2.75,-7.0,153.289,118.535,86.861,-20.196,0.969,20.543,0.272
3799,14.341,7.184,0.501,5.0,-3.3,74.503,-3.361,-0.045,1.0,0.05,0.429,-3.0,100.769,125.397,133.835,11.498,-2.925,-8.573,0.081
3800,330.883,19.729,0.06,7.0,0.2,-78.503,0.35,-0.004,-1.0,-0.367,0.0,-5.0,145.066,81.085,141.779,-6.719,3.711,-4.922,0.234
3801,1806.57,64.439,0.036,11.0,4.0,-105.971,-15.577,0.147,-1.0,-1.5,-1.308,-5.0,101.354,133.207,139.914,21.637,-29.266,-6.616,0.001
3802,857.327,26.568,0.031,6.0,-2.625,61.871,4.499,0.073,4.0,3.708,-0.167,-3.0,107.55,129.256,111.633,8.424,5.932,0.648,0.253
3803,85.911,3.19,0.037,6.0,-2.25,74.532,1.448,0.019,4.0,1.75,-0.875,-4.0,116.342,129.131,101.017,6.46,-6.188,2.339,0.212
3804,393.651,8.314,0.021,3.0,-6.667,1.611,0.361,0.224,2.0,4.367,-0.6,-3.0,130.062,129.198,112.118,-7.809,35.478,-7.32,0.182
3805,689.176,25.112,0.036,9.0,-0.857,-119.489,-2.956,0.025,-4.0,-1.143,-0.889,-5.0,129.729,148.311,120.386,-17.889,-51.244,20.61,0.145
3806,726.461,21.487,0.03,5.0,-2.25,156.493,11.671,0.075,8.0,7.55,-1.333,-5.0,135.212,121.96,109.827,-39.856,8.618,19.522,0.249
3807,614.775,33.897,0.055,10.0,3.333,15.591,-0.911,-0.058,-1.0,-0.833,-1.125,-5.0,129.233,109.656,129.601,-36.14,-12.703,-0.63,0.168
3808,23.38,1.076,0.046,7.0,-0.25,-8.08,-0.09,0.011,-2.0,-1.417,0.667,-3.0,133.928,118.932,109.903,-11.007,21.815,-13.572,0.309
3809,1285.462,39.213,0.031,6.0,-1.667,-95.256,12.77,-0.134,3.0,3.524,-3.125,-6.0,121.527,133.697,115.119,-13.754,1.373,-20.222,0.437
3810,449.689,69.415,0.154,6.0,-1.583,-26.629,-7.03,0.264,-2.0,0.458,-2.25,-6.0,146.657,111.991,118.586,-3.244,-19.681,21.145,0.0
3811,246.572,8.04,0.033,8.0,1.7,246.753,6.953,0.028,-1.0,0.0,-2.429,-14.0,134.454,119.805,108.409,-10.002,-12.215,13.009,0.246
3812,473.539,22.318,0.047,7.0,0.6,-254.876,-10.026,0.039,-3.0,-1.267,-7.714,-19.0,142.372,84.277,139.422,-8.493,0.63,6.674,0.001
3813,268.494,10.775,0.04,5.0,-5.7,-1.465,1.039,-0.709,0.0,6.2,-9.429,-19.0,131.751,99.231,112.754,1.929,-25.479,7.934,0.091
3814,566.382,11.43,0.02,4.0,-0.875,-278.209,-2.049,0.007,-1.0,-3.792,1.0,4.0,131.082,131.459,97.46,-5.237,-4.12,9.357,0.109
3815,3770.542,74.113,0.02,4.0,-4.25,-185.651,-0.667,0.004,3.0,5.036,-3.0,-6.0,115.238,142.163,107.869,-5.1,-5.026,1.142,0.324
3816,4627.661,115.295,0.025,9.0,1.938,-391.399,-5.658,0.014,1.0,2.562,-5.4,-17.0,123.886,124.485,118.368,-0.528,-7.174,0.782,0.454
3817,206.093,16.025,0.078,8.0,1.5,64.028,-3.347,-0.052,-3.0,-1.8,-1.5,-8.0,112.113,108.677,139.209,-5.322,16.408,6.849,0.497
3818,479.53,9.914,0.021,10.0,4.0,-119.998,4.865,-0.041,-6.0,-6.625,-0.5,-3.0,135.276,59.844,164.728,1.201,28.709,-32.866,0.001
3819,219.341,17.547,0.08,5.0,-1.875,-43.526,14.178,-0.326,-1.0,-0.625,-0.167,2.0,124.152,135.547,89.667,-1.593,-5.829,12.765,0.283
3820,115.654,17.951,0.155,3.0,-4.5,17.248,-10.704,-0.621,0.0,1.0,0.0,2.0,116.151,128.241,125.369,-7.837,-1.458,-1.18,0.324
3821,31.302,0.0,0.0,3.0,-4.0,74.966,0.0,0.0,1.0,1.625,-0.2,2.0,110.601,158.463,90.936,34.613,-29.279,-5.334,0.365
3822,282.383,21.149,0.075,6.0,-1.0,-123.676,-7.323,0.059,-2.0,-1.5,-0.8,-1.0,100.758,133.492,128.441,5.853,-0.948,-3.461,0.344
3823,642.95,40.538,0.063,6.0,-0.625,-161.714,-6.21,0.038,0.0,0.875,-0.667,-3.0,108.709,124.795,132.16,-13.401,0.969,13.175,0.001
3824,509.738,20.701,0.041,4.0,-2.167,-202.694,17.745,-0.088,-1.0,-1.0,-0.8,-1.0,94.002,139.99,130.242,-3.364,-8.796,2.954,0.001
3825,10.369,0.0,0.0,9.0,0.833,-8.792,0.0,-0.0,-6.0,-4.833,-0.625,-3.0,120.93,117.831,121.239,-10.241,25.993,-15.752,0.353
3826,429.775,21.191,0.049,10.0,4.357,-109.632,8.333,-0.076,-6.0,-8.482,-0.667,-3.0,107.383,125.878,137.32,-37.933,16.105,3.112,0.244
3827,201.826,17.41,0.086,2.0,-5.0,3.192,0.262,0.082,4.0,5.9,-0.4,-1.0,107.835,109.89,152.93,-15.207,-14.43,-8.667,0.001
3828,15.362,1.93,0.126,8.0,2.333,10.54,1.72,0.163,-5.0,-3.167,-0.375,-7.0,115.934,101.805,143.863,-26.547,27.398,-3.361,0.345
3829,193.537,0.0,0.0,8.0,2.571,-40.848,10.309,-0.252,-5.0,-4.405,-1.556,-8.0,79.075,156.045,124.881,14.548,-20.332,23.157,0.357
3830,4.744,0.0,0.0,4.0,-3.375,57.464,5.472,0.095,-1.0,1.208,-1.0,-7.0,90.0,93.439,176.561,13.641,24.938,-45.272,0.395
3832,6.746,0.0,0.0,6.0,-2.333,278.206,32.177,0.116,5.0,5.833,-1.6,-8.0,166.577,87.331,107.219,-32.511,12.334,19.76,0.224
3833,914.961,63.411,0.069,6.0,-4.1,-27.951,17.525,-0.627,5.0,7.767,-0.857,-8.0,128.576,105.878,123.146,-7.228,14.704,-15.205,0.289
3834,451.68,16.088,0.036,5.0,-2.7,123.372,-6.521,-0.053,3.0,2.617,-1.714,-8.0,107.049,150.012,107.253,26.283,-32.279,5.812,0.28
3835,774.589,20.755,0.027,4.0,-1.25,-274.005,10.632,-0.039,5.0,3.15,-0.5,-7.0,131.49,100.792,131.407,-0.436,-15.361,6.771,0.098
3836,378.964,11.782,0.031,8.0,0.333,-57.227,-3.848,0.067,-2.0,-0.75,-0.5,-8.0,113.495,137.68,101.536,18.439,-15.474,4.616,0.19
3837,221.973,0.0,0.0,13.0,5.667,72.337,9.731,0.135,-6.0,-4.917,-3.182,-14.0,125.712,127.59,106.698,-18.593,-0.738,16.432,0.214
3838,68.832,8.209,0.119,4.0,-4.333,16.207,-3.435,-0.212,2.0,4.083,-1.2,-3.0,172.038,134.53,53.432,-49.071,-13.251,66.619,0.199
3839,495.57,24.664,0.05,13.0,5.833,-45.816,-9.488,0.207,-4.0,-2.583,-2.273,-8.0,127.195,105.007,125.28,4.621,2.517,-7.283,0.478
3840,678.353,24.537,0.036,11.0,4.0,45.285,-8.536,-0.189,-4.0,-3.071,-2.111,-14.0,131.091,114.024,124.664,-16.001,7.158,-4.38,0.234
3841,137.771,11.386,0.083,4.0,-4.5,-49.577,-7.328,0.148,1.0,2.2,-3.2,-14.0,135.255,132.55,97.181,-29.514,-9.423,33.95,0.32
3842,144.34,0.0,0.0,3.0,-4.333,-107.561,0.0,-0.0,0.0,1.0,-1.4,-8.0,104.333,129.148,126.519,7.846,-2.3,-5.546,0.345
3843,124.092,15.603,0.126,3.0,-6.167,63.835,3.109,0.049,1.0,4.042,-3.4,-8.0,131.767,129.575,98.658,-16.983,-11.288,28.271,0.242
3844,102.314,3.336,0.033,6.0,-2.1,-72.604,-2.134,0.029,-3.0,-3.4,-1.286,-5.0,86.467,121.224,152.309,33.244,-8.346,-24.898,0.337
3845,114.055,9.542,0.084,3.0,-5.0,-56.062,-9.542,0.17,1.0,0.5,-1.2,-6.0,130.994,148.901,80.105,-4.811,-17.8,22.611,0.421
3846,486.579,16.677,0.034,8.0,-1.875,92.32,8.373,0.091,-3.0,-1.725,-1.5,-5.0,121.035,122.599,108.431,3.03,13.305,-8.369,0.407
3847,92.076,4.085,0.044,6.0,-1.167,-14.824,-0.76,0.051,-2.0,-1.833,-1.0,-3.0,138.571,128.667,89.561,7.445,3.329,-2.279,0.239
3848,2092.661,105.1,0.05,12.0,4.75,-1493.215,-71.092,0.048,-8.0,-7.417,-1.0,-5.0,94.748,102.461,119.379,36.862,-17.421,1.437,0.075
3849,561.885,90.87,0.162,11.0,2.2,-21.7,-78.822,3.632,-5.0,-4.0,-0.857,4.0,109.78,125.808,106.78,24.651,0.563,10.987,0.284
3850,611.644,24.346,0.04,8.0,-0.1,-25.512,1.518,-0.059,-2.0,-1.2,-1.0,-5.0,118.258,117.466,114.917,5.37,3.614,-5.283,0.321
3851,2253.501,63.439,0.028,6.0,-3.167,-159.883,-16.02,0.1,1.0,3.738,-1.4,-3.0,112.092,127.177,121.992,14.341,-10.448,-1.273,0.169
3852,1375.755,31.663,0.023,4.0,-2.5,62.689,-3.271,-0.052,0.0,-3.25,-1.0,-3.0,120.508,115.663,128.702,6.998,12.039,-14.963,0.339
3853,181.996,11.619,0.064,4.0,-3.5,-143.014,-1.109,0.008,-1.0,-2.5,-1.2,4.0,143.765,125.522,90.713,6.378,0.545,-4.213,0.39
3854,1445.709,44.152,0.031,4.0,-2.5,-16.067,-0.855,0.053,2.0,1.583,-0.833,-2.0,114.743,110.714,138.888,-9.913,11.403,-7.949,0.249
3855,1132.592,32.337,0.029,4.0,-4.333,-176.332,-5.847,0.033,0.0,1.833,-1.0,-2.0,133.454,96.683,129.863,0.271,3.356,4.219,0.075
3856,3798.932,175.392,0.046,1.0,-5.25,-97.84,-39.79,0.407,8.0,6.0,-0.75,-2.0,128.042,110.446,121.512,11.861,7.342,-6.851,0.231
3857,1027.867,41.11,0.04,7.0,1.143,169.507,-4.709,-0.028,0.0,-0.143,-0.778,-3.0,133.717,81.632,140.594,7.182,-1.792,0.728,0.0
3858,5658.209,141.064,0.025,7.0,0.8,-278.631,-28.401,0.102,3.0,2.367,-0.571,-2.0,118.993,130.296,122.018,1.685,-5.864,-10.861,0.341
3859,719.274,114.428,0.159,3.0,-6.167,125.427,-89.477,-0.713,4.0,5.042,-1.2,-2.0,125.716,144.324,113.892,-4.076,-16.614,-7.286,0.407
3860,2256.866,217.189,0.096,4.0,-3.5,-467.451,-127.059,0.272,2.0,2.8,-1.0,-2.0,122.91,107.044,130.045,-38.487,15.654,8.063,0.002
3861,2438.295,66.168,0.027,3.0,-3.5,-224.742,14.902,-0.066,6.0,5.688,-0.6,-2.0,142.139,92.744,135.225,-13.022,3.961,-12.127,0.089
3862,130.712,14.698,0.112,7.0,0.9,-88.584,-8.783,0.099,-4.0,-3.4,-1.0,-2.0,127.423,116.328,121.552,18.342,-44.041,10.333,0.305
3863,1197.151,20.739,0.017,4.0,-2.875,168.543,1.812,0.011,3.0,2.589,0.667,7.0,101.94,154.469,97.863,24.663,-26.36,12.404,0.271
3864,527.538,17.022,0.032,10.0,2.6,87.922,20.976,0.239,0.0,0.4,1.0,7.0,129.262,128.559,97.565,9.283,-14.235,11.51,0.31
3865,89.704,3.473,0.039,5.0,-1.125,-35.784,4.081,-0.114,-4.0,-6.125,-1.5,-5.0,127.031,109.926,118.214,-2.832,5.343,2.318,0.501
3866,227.197,14.118,0.062,6.0,-0.8,-123.966,-11.295,0.091,-1.0,-0.1,-1.429,-5.0,138.218,92.308,128.71,15.385,22.317,-37.234,0.236
3867,1434.844,73.573,0.051,6.0,-1.0,193.667,22.759,0.118,5.0,2.929,1.167,7.0,132.574,105.922,127.909,10.761,16.989,-10.932,0.471
3868,1556.656,73.012,0.047,15.0,8.55,-244.392,-14.442,0.059,-7.0,-7.05,-1.167,-5.0,124.42,104.302,122.144,13.137,11.95,-9.025,0.402
3869,269.534,11.637,0.043,4.0,-3.875,-7.168,2.134,-0.298,0.0,-0.625,-0.333,-2.0,128.311,115.89,114.33,7.879,15.305,-13.686,0.235
3870,691.235,32.223,0.047,8.0,1.75,-56.825,-7.327,0.129,2.0,0.667,0.1,7.0,128.22,141.155,118.664,1.059,-30.445,-12.106,0.346
3871,15.21,0.0,0.0,8.0,1.562,16.957,7.161,0.422,-3.0,-4.229,-0.7,-3.0,97.509,110.535,145.174,16.141,8.837,-18.196,0.346
3872,721.323,22.991,0.032,7.0,0.25,146.322,-0.606,-0.004,4.0,0.875,0.333,7.0,117.173,122.334,113.927,2.951,1.368,1.475,0.282
3873,144.85,10.293,0.071,6.0,-0.5,-16.356,-4.957,0.303,-2.0,-2.0,-1.429,-5.0,117.121,136.495,122.012,5.147,-13.929,-17.762,0.185
3874,54.721,7.259,0.133,6.0,-0.167,6.62,-1.356,-0.205,-3.0,-3.333,-0.5,-2.0,119.717,112.086,128.197,-43.066,22.397,15.104,0.252
3875,971.241,83.586,0.086,5.0,-2.5,-330.779,-14.016,0.042,1.0,1.9,-0.857,-3.0,80.232,137.585,142.183,15.253,-12.629,2.71,0.002
3876,367.35,53.754,0.146,3.0,-5.5,-8.873,-42.54,4.794,2.0,4.125,-0.4,2.0,119.755,120.781,111.77,-0.876,8.661,-1.929,0.355
3877,358.325,23.218,0.065,3.0,-6.167,-259.49,-18.766,0.072,-2.0,0.667,-0.6,-3.0,72.036,119.458,147.145,18.864,9.243,-6.746,0.405
3878,97.905,10.933,0.112,9.0,1.333,103.129,26.246,0.255,-4.0,-2.033,-2.6,-8.0,113.273,128.283,107.86,-26.165,20.545,33.343,0.178
3880,91.263,11.098,0.122,8.0,-0.75,32.352,2.647,0.082,-5.0,-2.75,-2.25,-8.0,125.379,79.072,155.55,-28.001,51.398,-23.583,0.162
3881,154.205,25.331,0.164,8.0,1.5,-40.093,-13.813,0.345,1.0,0.167,-2.2,-8.0,112.492,143.975,103.533,-6.127,-14.819,27.138,0.172
3882,655.498,34.097,0.052,5.0,-2.9,160.675,-9.965,-0.062,3.0,4.233,-6.429,-14.0,117.445,105.155,133.459,-6.409,16.299,-4.377,0.232
3883,291.825,17.977,0.062,1.0,-8.0,44.481,6.821,0.153,3.0,4.375,-4.75,-11.0,106.104,145.893,101.522,17.608,-10.965,-0.162,0.353
3884,256.255,4.97,0.019,3.0,-4.5,-21.616,2.668,-0.123,4.0,1.25,-1.8,-10.0,137.124,99.316,104.271,-16.906,-3.794,29.052,0.233
3885,433.244,23.95,0.055,4.0,-0.875,83.617,-3.046,-0.036,3.0,0.732,-1.667,-10.0,134.476,117.645,111.032,-6.519,28.285,-17.003,0.351
3886,1815.65,45.325,0.025,7.0,1.333,-29.718,10.201,-0.343,4.0,1.81,-0.75,-2.0,120.961,119.068,118.661,2.836,-19.489,9.593,0.405
3887,314.693,21.506,0.068,6.0,-3.75,-100.69,-12.155,0.121,-3.0,-4.583,-1.5,-2.0,134.67,113.079,112.668,-17.576,4.497,-16.119,0.407
3888,916.225,32.916,0.036,1.0,-6.5,21.666,-1.517,-0.07,8.0,7.333,-2.75,-4.0,121.14,123.315,103.321,3.83,-9.087,11.409,0.359
3889,60.557,5.608,0.093,6.0,-0.417,-1.34,2.111,-1.575,-1.0,-0.283,0.375,7.0,106.058,141.006,114.552,3.565,-15.658,7.602,0.348
3890,487.715,8.626,0.018,8.0,1.333,209.13,17.735,0.085,-2.0,-4.958,-2.75,-5.0,137.008,133.358,103.803,-23.58,-12.266,7.743,0.353
3891,43.173,4.706,0.109,8.0,2.143,14.909,4.739,0.318,0.0,-3.643,-0.111,7.0,128.42,122.495,106.045,4.628,3.374,-4.962,0.256
3892,356.78,44.659,0.125,5.0,-1.2,-57.402,6.793,-0.118,8.0,6.325,-1.143,7.0,105.301,100.738,153.706,37.505,-30.952,-7.335,0.0
3893,545.884,27.101,0.05,5.0,-3.25,111.41,0.734,0.007,-1.0,-1.375,-1.167,-2.0,131.299,133.582,110.103,-11.74,-6.926,12.117,0.403
3894,697.652,23.28,0.033,7.0,0.714,-103.08,6.908,-0.067,1.0,0.143,0.0,7.0,122.699,123.229,116.532,3.39,0.287,-13.121,0.16
3895,1189.354,28.326,0.024,7.0,1.167,276.962,46.185,0.167,3.0,1.667,-0.75,-2.0,129.704,124.99,108.398,25.733,-35.213,13.674,0.369
3896,3159.471,102.708,0.033,10.0,3.286,-28.275,9.479,-0.335,9.0,8.169,-1.667,-4.0,111.709,118.277,119.11,4.097,4.169,-0.276,0.25
3897,205.957,12.56,0.061,9.0,2.071,-53.759,-4.325,0.08,-5.0,-8.446,-0.778,-2.0,134.952,118.073,112.411,-20.449,13.891,22.723,0.158
3898,330.992,28.519,0.086,8.0,1.4,47.098,-7.435,-0.158,-1.0,-1.4,-1.0,7.0,120.657,139.993,110.317,-5.576,-20.418,4.923,0.304
3899,135.222,5.601,0.041,7.0,0.214,50.268,2.53,0.05,-3.0,-3.839,-1.667,-4.0,133.959,91.746,130.508,-4.343,5.687,3.811,0.251
3900,316.784,22.149,0.07,8.0,1.167,-22.187,-14.756,0.665,-3.0,-2.967,-2.75,-8.0,112.842,101.412,143.074,10.202,7.105,-13.299,0.384
3901,2319.359,76.41,0.033,9.0,2.417,173.372,-6.822,-0.039,0.0,0.083,-2.625,-8.0,120.961,96.397,137.683,0.77,-2.567,-1.767,0.001
3902,540.505,13.328,0.025,6.0,-0.833,53.79,5.223,0.097,4.0,2.905,-0.5,-4.0,118.034,124.273,113.133,12.281,12.818,-15.527,0.332
3903,470.132,19.909,0.042,4.0,-2.125,-87.866,7.446,-0.085,2.0,0.225,-0.167,-3.0,144.397,128.663,91.951,-0.563,-6.01,5.205,0.205
