gsize_diff_an4 ,gf_diff_an4, g_itgcurv_diff_an4, face_itgcurv_an4_left, face_area_an4_m_an5, fnnf_maxdec_r_m_l, fnnf_avgdec_r_m_l, move_left
-83.669, -17.000, -524.508, -28.854, -17.483, 283.825, 67.313,     -1
-49.699, -13.000, -481.933, -32.990, 29.250, 393.089, -460.791,     -1
-65.901, -14.000, -622.301, -6.794, -67.175, 319.339, -217.856,     -1
-62.687, -10.000, -579.030, -4.126, 59.500,  0.693, -137.930,     -1
-51.582, -13.000, -669.473,  0.241, 14.250, 312.892, -207.184,     -1
-212.540, -93.000, -2449.170, -3.657, -312.515, -1696.118, -1696.118,      0
-169.058, -91.000, -2617.465, -10.673, -250.962, -5329.842, -4913.843,      0
-160.518, -73.000, -1888.968, -173.900, 21.221, -127.906, -1560.956,     -1
-208.959, -89.000, -2233.253, -23.332, 88.869, -519.178, -2350.534,      0
-202.669, -85.000, -2202.687, -19.049, 876.904, 7554.020, -76.061,     -1
-196.570, -80.000, -2232.763, -47.077, 650.615, -189.684, -1666.673,      0
-207.111, -85.000, -2198.657, -8.258, -42.227, 189.554, -376.094,     -1
-153.551, -73.000, -2381.270, 24.532, -130.696, 720.401, -1185.522,     -1
-206.340, -88.000, -2326.320, -13.700, 338.821, -87.115, -1229.470,     -1
-190.089, -85.000, -2270.427, -8.340, 48.155, -77.946, -364.448,     -1
-175.190, -78.000, -2678.259, -76.713, -2685.318, -153.155, -1336.265,     -1
-203.077, -82.000, -2367.523, -39.680, -576.284, 319.868, -461.067,     -1
-199.109, -85.000, -2286.521,  0.000, -1044.630, 740.212, -2711.058,     -1
-94.769, -60.000, -1240.947, 58.666, -2951.192, 4281.391, -261.894,     -1
19.579,  6.000, -197.299, 14.843, -4.760, -670.306, -314.968,      1
-131.488, -26.000, -610.692, 11.457, -51.234, -29.826, -680.431,     -1
-123.767, -24.000, -771.848,  8.477, -112.026, -71.808, -299.597,     -1
-111.762, -18.000, -645.378,  7.337, 26.314, 874.058, -1097.280,     -1
34.725,  9.000, 274.943, -3.424, 25.678, -802.024, -53.215,      1
160.060, 70.000, 4098.092, 42.805, 240.751, -444.921, 1174.631,      1
-29.272, -3.000, 61.500, -6.774,  4.137, 202.001, 121.040,     -1
-42.775, -5.000, 318.579,  0.000,  1.265, 121.206, 73.689,     -1
-38.395, -11.000, -126.800,  6.116, 45.611, -63.343, -106.098,     -1
-11.259, -3.000, -42.932,  7.435, 37.151, 141.749, 51.956,     -1
-19.912, -9.000, -225.350, -70.878, -51.260, 280.699, 262.591,     -1
-48.046, -11.000, -471.469, -5.936, -101.751, -12.845, -51.676,     -1
-32.969, -6.000, -669.166, -61.233, 120.025, 611.855, 173.756,     -1
-8.746, -1.000, -550.115,  4.340, -46.270, 329.107, 238.172,      1
34.650, 17.000, 562.321,  5.628,  9.974, -870.770, -155.629,      0
-3.477,  1.000, -20.653,  4.154, 29.836,  1.721, 90.385,     -1
19.311,  9.000, 845.698, 16.706, 33.997, -899.600, -321.196,     -1
47.477,  1.000, -17.141,  7.180, -0.086, 54.914, -7.982,      1
-9.641, -4.000, 31.676,  3.952, -67.295, -51.643, -2.259,      0
-25.622, -7.000, -20.240,  7.895, -1.670, -30.861, -96.422,     -1
-14.985, -3.000, -43.589, -1.796, 53.511,  7.161, 42.219,     -1
34.578,  3.000, 91.761, -0.971, -23.775, 183.406, 217.275,      1
 0.015, -5.000, 32.956, -11.092, 80.658, 221.453, 365.140,      1
12.635, -4.000, -3.892,  5.182, 28.497, 147.225, 199.672,      1
-8.456, -3.000, 18.367,  2.718,  0.097, 187.430, 123.293,     -1
-22.414, -8.000, 131.422,  2.871, 37.884, 110.927, 45.100,     -1
 0.640, -3.000, -140.620, -4.096, -23.247, -19.773, 39.610,      1
-19.288, -8.000, -94.982,  5.860, 167.188, 174.743, 37.277,     -1
-10.381, -11.000, -23.710, 72.278, 10.184, 188.761, 601.318,      1
39.411, 16.000, 600.403, -7.767, -22.277, -260.187, -54.595,     -1
30.900, 11.000, 56.115, -0.125, -62.288, -216.170, -58.447,      1
53.110, 11.000, 276.100,  1.002,  1.080, -86.786,  4.894,      1
 9.040,  1.000, -103.110,  0.067, 53.993, -86.786, 31.383,      1
 1.583,  1.000, -142.099, -99.280, 55.651, -35.160, 65.909,      1
34.818, 15.000, 429.356, -3.632,  8.842, -1.313, 169.066,      1
96.673, 36.000, 1154.524, 11.105, 31.241, -44.616, 63.293,      1
44.937, 12.000, 566.325, -9.995, -30.873, 331.303, 768.192,      1
33.329, 15.000, 175.996, 29.973, 131.367, 313.218, 167.556,      0
28.153, 14.000, 336.073,  1.192, 20.530, -57.052, -5.864,      0
25.447,  9.000, 532.195, 19.132, 259.735, -165.269, 309.907,      1
-11.609,  3.000, -390.329,  4.675, -134.620, -228.286, -519.480,     -1
-31.931, -11.000, -543.692, -39.369, 561.166, -1884.608, -1430.580,     -1
-56.610, -14.000, -578.618,  3.124, -101.525, -134.653, -424.642,     -1
-16.784,  2.000, -230.252, 21.039, -168.572, -1182.406, -486.816,     -1
-19.490, -3.000, -34.130, -6.489, -1327.571, -840.033, -435.735,     -1
42.135, 14.000, 338.930, 24.303, -25.016, -190.682, -63.113,      1
144.846, 56.000, 1425.722,  0.000, -5.077, -40.709, 254.266,      1
 9.780, -2.000, -350.991,  0.000, -41.800, -56.232, -93.250,      1
22.315,  5.000, 165.097, 39.595, -12.140, 43.802, 269.769,      1
34.521,  7.000, -54.758, -34.604, -51.607, -423.316, -222.782,      1
 6.979,  2.000, -12.683, -33.928, 19.339, -401.077, -182.351,     -1
-7.892, -4.000, 59.394, 19.580,  9.378, -381.843, -298.473,     -1
37.810, 10.000, -115.631, -15.037, 44.294, -8.329, 75.056,      1
29.846,  4.000, -153.607, -28.917, -3.432, -167.637, -67.573,      1
95.259, 22.000, 159.875, 32.210, -31.001, -313.825, -8.173,      1
18.235,  3.000, -163.621, -23.874, 11.619, -139.489, -42.693,      1
-24.525, -5.000, -179.293, -51.583, 427.963, 1001.034, -84.000,     -1
-10.329, -4.000, -299.072, -33.922, -247.386, 148.916, 55.702,      1
-1.668, -3.000, 89.203, -8.790, 27.170, -145.305, -49.754,      1
 6.398,  5.000, -656.162,  5.296, 153.244, -244.011, -108.580,     -1
-14.494, -3.000, -178.346, -30.102, -26.217, 39.932, -55.940,     -1
156.230, 58.000, 2255.748, 26.563, -313.650, -1720.351, -220.588,      1
-16.555,  3.000, 783.557, 86.481, 125.760, -154.992, -187.965,     -1
64.204, 22.000, 1935.552, 15.733, -839.602, -2251.930, -416.426,      1
35.628, 17.000, 972.482, 18.809, -276.836, 140.825, 703.855,      1
42.428, 18.000, 1041.993,  0.000, -6.341, -142.792, -408.438,     -1
53.287, 27.000, 1334.379,  1.638, -47.253, 409.398, -11.851,      1
-56.425, -11.000, -607.427, -32.182, -638.545, 514.710, 820.658,     -1
-63.869, -19.000, -665.583, -32.508, 93.044, 465.238, -101.907,     -1
-6.931, -7.000, -40.326, -44.119, -259.456, 224.868, 104.781,      1
-34.618, -6.000, -656.432, -32.145, 587.029, -934.501, -428.446,     -1
-83.792, -24.000, -498.915, -55.586, 57.975, 46.050, -32.160,      0
-32.991, -5.000, -57.873, -23.114, -707.797, -1256.522, -1.277,     -1
64.533, 21.000, 41.290, 11.473, -259.910, -314.161, -189.597,      1
83.831, 28.000, 698.892, 28.459, -305.930, -314.161, -168.009,      1
97.308, 25.000, 485.496, -11.484, -33.504, -153.157, 241.263,      1
 2.641,  1.000, -105.171, -15.911, 100.272, 79.646, 103.322,      1
62.680, 24.000, 150.388, 24.130, 133.603, 41.109, 92.047,      1
79.831, 28.000, 633.444, 27.945, 89.002, 61.201, 151.354,      1
 2.023, -5.000, -672.081, -7.446, 21.823, -345.651, 21.347,      0
20.194,  3.000, -192.226, -58.724, -16.373, 63.185, 162.131,      0
-23.077, -6.000, -453.409,  6.224, -16.653, 98.963, 52.350,     -1
 2.171, -3.000, -370.838, -25.648, -109.149, -97.963, 259.483,      1
 4.058,  1.000, -626.333, -10.820, -118.139, -144.232, -50.152,      0
101.349, 47.000, 1092.862, -95.615, -53.536, -1654.994, -127.756,      1
36.808,  7.000, -253.624,  3.650, -12.232, -152.054, 692.148,      1
28.302, 18.000, -58.107, -92.923, 40.256, -85.719, 219.374,      0
62.691, 17.000, 145.412,  4.420, -15.234, 66.225, 211.111,      1
77.655, 30.000, 324.765,  8.208, 17.073, -8478.471, -1415.796,      1
23.917, 11.000, -226.157,  6.482, -350.995, -1922.976, -837.259,     -1
94.301, 26.000, 434.362,  0.000, -4.001, -27.671, 1093.679,      1
110.899, 26.000, 499.704, -1.105, 54.845, -3.523, 785.939,      1
48.721, 12.000, 93.836, 38.531, 105.549, -49.160, 52.673,      1
98.711, 17.000, 599.312,  8.336,  9.955, -3.523, 72.298,      1
136.786, 58.000, 1508.527, -4.102, 15.319, -300.643, -172.386,      0
110.278, 46.000, 350.469, 27.486, -62.443, -300.643, 110.301,      1
40.864, 10.000, 77.619, 107.019, -349.363, -2490.058, -1257.774,     -1
58.824, 17.000, 17.875,  2.341, -176.838, -637.781, -470.029,     -1
19.507, 10.000, -194.783,  0.364, -71.900, -446.786, -311.223,     -1
 8.623,  5.000, -125.725,  0.000, -87.159, 183.894, 658.760,      1
18.314, -6.000, -524.651, -62.151, -84.826, 36.203, 172.947,      1
 7.013,  1.000, -660.414, -37.605, 71.454, -724.179, -98.776,      0
-40.408, -15.000, -800.165, -130.019, -10.083, 77.000, 172.033,     -1
-8.511, -5.000, -544.287, 13.567, 265.119, 322.250, 12.954,     -1
-18.439, -11.000, -588.644, -0.245, -135.318, 564.820, 288.430,      0
-27.985, -13.000, -703.105, -59.311, -50.753, 42.501, 38.079,     -1
24.115,  7.000, 15.721, 57.110, 24.893, -200.080, -33.704,      1
100.485, 22.000, 831.454, 12.212, -48.375, -187.013, 427.504,      1
40.859, 11.000, -760.987, -396.536, 14.366, 235.656, 371.812,     -1
16.940,  4.000, -369.249, 23.806, 55.735, 48.527, 259.523,      1
-46.424, -20.000, -414.183, 56.589, -126.466, 2302.560, 586.095,      0
-25.680, -15.000, -560.632, -28.692, 40.453, 436.705, 99.286,      1
-77.243, -28.000, -608.648, -119.800, 43.168, 2261.767, 606.902,      0
-43.612, -20.000, -516.216, -19.251, 575.995, 2403.822, 748.403,      1
-45.140, -12.000, -528.870, -14.239, -158.252, 2288.318, 644.483,     -1
-27.318, -11.000, -279.757, 11.377, 576.527, 893.840, 347.409,     -1
-36.620, -16.000, -710.236, -166.985, 2476.026, 352.304, 279.872,     -1
-83.550, -27.000, -485.819, -13.664, 124.690, 80.312, 266.385,      1
-48.035, -13.000, -917.568, -18.682, 171.627, -349.240, -158.904,     -1
-35.268, -13.000, -472.300,  2.423, 68.880, 2363.510, 500.742,      0
-47.662, -19.000, -390.492, -0.000, -28.266, 112.585, 380.312,      1
 7.048, 10.000, -243.656, 23.621, 72.006, -25.953, 208.555,      1
-2.642, -1.000, 87.708,  2.994, 110.526, 2249.659, 225.524,     -1
-8.558,  2.000, -125.779,  3.962, -92.347, -99.742, -135.098,     -1
 1.284,  8.000, -114.687, -21.289, -50.151, -14.242, 80.322,     -1
 9.804,  4.000, -296.052, 29.650, 149.052, -2302.560, -529.588,      1
26.681, 13.000, -174.243, 19.444, -131.969, -20.752, 19.385,      0
-28.865, -6.000, -248.132,  2.746, 48.397, -60.281, 12.664,     -1
11.156,  7.000, -58.117, -133.932, 39.398, -52.917, -21.565,      1
49.260, 25.000, 523.695, -10.387, 146.336, -185.350, -142.362,      1
43.782, 19.000, 501.891, 30.090, 173.466, -1.798, -14.469,      1
 2.364, -8.000, 30.739, 13.617, -193.452, 235.932, 441.753,      1
-10.639, -2.000, -95.876, -5.083, 50.742, -173.752,  2.399,     -1
-1.974,  0.000, -70.943, -3.276, 341.274, -960.834, -392.176,     -1
29.188,  0.000, 159.332,  8.998, 87.588, 319.446, 139.388,      0
-21.923, -6.000, 119.417, -3.742, 35.602, 247.542, 64.034,     -1
-2.082, -4.000, 295.223,  5.230, 22.543, 10.398, 99.586,      0
12.022,  1.000, 153.684, 21.313, 43.279, 157.496, 190.686,      1
35.920,  9.000, 502.827, -0.000, -19.249, 79.874, 283.632,      1
33.366, -1.000, -56.941, -40.262, -0.785, 1152.404, 316.173,      1
-38.003, -21.000, -279.182, -80.101, -96.147, 45.074, 95.302,     -1
69.159, 29.000, 874.668, 40.528, -115.941, -4710.531, -1432.264,     -1
56.117, 21.000, 82.039, -4.394, -296.312, -233.920, -46.839,      1
-19.645, -5.000, 147.851, 14.134, -57.331, 64.485,  4.810,     -1
-3.217, -4.000, 315.193, 21.208, -134.416, 125.924, 161.814,     -1
32.458, 15.000, 17.732, 27.516, -108.110, -172.684, 47.396,      1
52.183, 14.000, 188.925, -2.122, 123.675, 405.510, 328.495,      1
 6.580, -8.000, -172.867, -19.830, -131.532, -421.131, -82.896,     -1
 8.607, -3.000, -509.173,  1.442, -83.077, -338.930, -254.443,      1
69.842, 24.000, 550.822, 14.728, 419.492, 70.201, 201.300,      1
37.632,  2.000, -52.782, 18.296, -54.675, -459.897, -147.531,      1
-30.568, -8.000, -296.979, -7.536, 29.454, 37.904, -52.019,      1
-35.268, -13.000, -376.822, -88.938, 116.180, -41.598, -35.696,     -1
11.152,  4.000, -617.981, -15.601, 19.539, -8.508,  2.848,      1
-5.184, -4.000, -634.059, -8.044, 68.114, -163.526, -72.675,      0
119.511, 48.000, 452.766, 98.196, -57.389, -4951.346, -1055.202,      0
105.164, 39.000, 1249.201,  9.294, -32.533, -7289.334, -1656.561,      1
60.492,  9.000, -154.446,  6.174, 23.504, -690.564, -115.690,      0
54.001, 24.000, 280.304, 33.795,  5.852, -233.880, -109.199,     -1
 6.337,  9.000, 267.885, 106.628, 47.452, -208.498, -86.904,      1
22.884, 12.000, 265.400, -19.580, -24.997, -20.334, 32.769,      1
-22.547, -2.000, 117.097, -7.087, 28.296, -156.952, -177.590,     -1
64.545, 20.000, 785.604, 19.129, 58.346, -95.985, -41.558,      1
48.903, 28.000, 546.654, 67.743, -226.729, -272.210, -92.620,      1
23.942, 13.000, 244.000,  0.142, -52.404, -21.378, 627.160,      1
-9.631, -9.000, 120.139,  1.664, -164.956, -629.170, -1253.352,     -1
-49.657, -24.000, -439.367, -27.019, 45.432, 114.469, -71.645,      1
-52.181, -20.000, -540.983, -42.407, -158.633, 186.419, -92.357,     -1
-41.244, -13.000, -422.811, -0.242, -51.445, 206.581, -28.905,     -1
-49.634, -20.000, -605.910, -21.918,  4.853, 258.665, 17.708,     -1
-18.868,  2.000, -64.948, -52.704, -422.676, -1029.024, -63.892,     -1
-24.549, -1.000, -172.928, -3.574, -49.714, 257.162, 189.219,      0
56.713, 28.000, 700.630, -0.276, 176.745, -1629.570, -703.519,      1
-12.912, -3.000, 265.858, -13.353, -20.188, 1822.125, 724.505,      1
96.553, 24.000, 570.019, -7.237, -80.357, -340.774, -109.004,      1
68.892, 14.000, 977.373, 140.836, 364.443, -24.473, -21.039,      1
 6.437,  2.000, 81.422,  6.045, 63.896, -181.562, -41.479,     -1
-31.071, -6.000, -107.533, 14.061, 82.229, 391.948, -13.623,     -1
38.352,  5.000, 592.997, -13.776,  3.506, -442.662, -241.718,      1
 8.218, -2.000, -134.486, 10.677, 142.246,  4.119, 32.615,      0
55.930, 30.000, 248.149, -3.558, -32.460, -483.356, -222.603,      1
18.370,  4.000, 101.708, 15.113, -51.506, 38.424, 135.452,      0
24.631,  2.000, 227.322, -25.916,  6.658, -373.367, -21.350,     -1
-7.555, -2.000, -402.128, -24.392, -45.374, 185.481, 27.143,      0
 1.726,  2.000, -72.037, -2.237, 112.082,  3.304, -20.751,     -1
16.855,  8.000, 244.804,  9.873, 56.010, -172.624, -46.048,      1
 5.449,  0.000, 49.751, -14.754, -18.311, -1147.498, -329.024,      1
 4.516,  1.000, -51.324, -53.457, 180.353, -168.880, -64.387,      1
16.413,  5.000, 240.866, -4.520, 67.607, -1147.498, -318.426,      1
15.603,  7.000, 139.456, 18.508, -102.630, -17.780, 35.838,      0
21.806,  5.000, 220.042, -0.471, 72.174, -235.646, -233.193,      1
14.581,  5.000, 150.349, 212.972, 80.998, -587.435, -230.939,     -1
75.280, 31.000, 885.026, 21.259, -5.187, -1035.848, -518.687,     -1
-3.976,  1.000, 266.105, -26.849, 12.612, -72.662, -47.112,     -1
36.188, 17.000, 259.762,  0.030, -14.908, -158.800, -17.633,      0
14.417,  4.000, -136.586, 14.738, 69.381, -2016.993,  7.633,      0
77.994, 14.000, 515.370,  5.284,  3.379, -1644.739, -439.824,      1
36.843,  5.000, -441.123,  8.506, 12.739, -1654.100, -693.223,      1
23.930,  4.000, 132.859, 19.355, -161.725, -14.916, 361.682,      1
10.273,  2.000, -91.663, -37.421, 59.391,  5.684, -49.719,     -1
28.800,  6.000, -87.238, 31.545, -127.240, -1446.472, -433.403,      1
-11.633, -4.000, 83.872,  1.105,  2.960, -102.643, -147.331,     -1
-17.761, -4.000, 176.721,  3.514, 14.995, 47.683, -66.690,      0
19.837, 19.000, 598.280, 165.127, -243.626, -83.388, -45.623,      0
101.940, 25.000, 501.625, -17.642, 15.141, -562.941, -188.821,      1
 9.345,  2.000, -36.061,  3.082,  0.550, -17.595,  6.451,      1
39.763, 11.000, 95.757,  3.942, -18.320, -93.059, -48.157,      1
23.529,  7.000, 30.006, 24.980, -34.772, -557.828, -145.604,      1
 1.124, 10.000, -34.986,  0.819, -60.121, 287.823, 269.406,      1
190.242, 76.000, 4019.375, 122.187, 872.953, -2369.491, -67.150,      1
58.243, 15.000, 583.374, -0.430, -51.091, -673.520, -203.394,      1
-2.987,  1.000, 26.920, -26.447, 174.528, 753.424, 369.708,      1
93.592, 25.000, 543.443, 16.593, 87.215, -46.257, 300.182,      0
-48.137, -20.000, -197.713, -0.975, 56.904, -30.583, -10.875,     -1
-16.312, -6.000, -76.436, -5.936, 78.975, 145.375, -57.394,      1
-12.507, -7.000, -658.182, 31.034, -141.188, -71.889,  7.809,     -1
-5.175, -1.000, 160.077,  2.652, 44.239, -1056.392, -201.079,      0
 8.525, -7.000, -200.108, -0.020, -141.156, 397.529, 287.526,      1
-35.146, -16.000, 28.501,  7.442, -32.281, 261.622, 34.804,     -1
137.325, 46.000, 2253.728, -9.108, -275.601, -61.856, 219.262,      1
 9.842,  6.000, 11.092,  1.794, 21.990, 120.472, 68.219,      0
35.239, 11.000, -48.465,  6.517, 128.666,  7.749, 49.260,      0
 3.168,  2.000, 70.147, -35.702, 68.087, -99.683, 70.891,      1
19.715,  5.000, 67.662, 23.390, 201.968, -65.552,  6.216,      1
57.818, 23.000, 649.474,  8.891, 143.746, -48.969, -36.298,      1
-17.889, -5.000, -82.004, 10.384, -11.210, -16.991, 34.013,     -1
45.733, 21.000, 348.917, 102.551, -110.416, -99.683,  7.316,      1
-63.142, -13.000,  2.522, -0.101, 14.109, 76.829, -26.753,     -1
-32.308, -9.000, 175.382,  0.359, -12.128, 76.829, 328.526,     -1
-17.933, -5.000, 44.417, 10.637, -241.689, -1023.221,  7.033,      1
-19.461,  3.000, 31.763,  5.151, 96.894, -526.795, 70.145,     -1
-39.269, -11.000, -106.199, -3.088, -26.112, 154.653, 36.948,     -1
13.593,  8.000, 190.365, -10.465, 254.975, -947.867, -112.985,      1
-117.968, -15.000, -754.859, -11.510, 12.450, -102.235, -554.702,     -1
-129.303, -21.000, -1282.832, 12.958,  1.470, 33.407, -476.031,     -1
-84.625, -9.000, -858.115, -288.874, -430.152, 303.830, 53.860,     -1
-44.070, -10.000, -379.210, -48.410, 151.893, -8.592, 33.276,      0
-18.293,  4.000, 153.255,  5.762, -100.990, 173.035, 74.131,      1
-53.308, -12.000, -303.718, -4.948, -73.858, 91.620, 28.035,      0
-14.026, -2.000, -619.728, -33.704, -173.010, -568.895, 28.098,     -1
43.563, 25.000, 878.424, 13.956, -21.015, 238.652, 96.721,      1
-54.891, -11.000, -432.776, -8.300, 194.861, 138.512, -19.025,      0
-0.270,  4.000, 73.491, 12.258, 97.516, -3.765, -96.722,     -1
-7.400,  0.000, 215.307,  0.291, 28.643, -27.566, -34.859,     -1
31.957,  9.000, -122.379,  5.931, -16.682, -23.604, 143.580,      1
-63.026, -23.000, -314.711,  0.596, 35.523, 379.114, 97.146,      0
31.021,  3.000, -7.135, -9.501, 100.253, -63.328, 31.799,      1
-27.161, -12.000, -293.451, -33.512, 35.636, 243.530, 194.809,      1
29.055,  0.000, -157.716, -5.570, 36.606, 55.200, 129.332,      1
51.214, 20.000, 427.542, -12.164, 48.873, -1546.293, -383.794,      1
14.885,  1.000, -441.242, -32.247, 121.014, 185.087, 163.025,      1
-9.113, -6.000, -232.979, -0.588, 258.512, 81.189, 35.367,      0
-26.188, -10.000, -303.145, -42.963,  9.958, 214.846, 127.437,      0
-23.714, -8.000, -74.501,  0.862, 20.747, 268.994, 162.081,     -1
59.425, 16.000, 508.193, -8.384,  6.011, 237.736, 163.091,      0
-35.714, -8.000, -144.615, -24.243, -24.396,  2.283, 36.990,      1
52.945, 21.000, 207.812, -16.747, 152.230, -2101.760, -557.465,      1
47.175,  9.000, 431.378, 60.995, 15.153, -41.963, 93.670,      1
26.397,  4.000, -75.031,  0.052,  8.365, -2082.979, -345.713,      1
109.375, 27.000, 835.655, 18.521, 53.910, -974.471, 1363.349,      1
53.602,  7.000, 610.012, -20.101, 37.866, 108.781, 1749.442,      1
96.900, 26.000, 662.978, 47.159, 88.314, -135.240, 332.111,      1
-71.369, -20.000, -222.241, -22.425, -45.859, 190.516, 78.732,      0
125.335, 61.000, 3823.149, -3.311, -2117.354, -130.977, 1111.295,      1
-70.802, -19.000, -136.085, -23.314, -25.579, 63.010, 35.964,      1
-13.045,  3.000, -160.417, -71.983, 22.396, -56.581, -115.173,      0
-20.345,  7.000, 619.012,  0.000, -413.584, 693.790, 233.355,      0
 9.535, 15.000, 537.521, 14.447, -319.665, 856.928, 228.738,      0
-13.095,  5.000, 32.661,  5.985, 30.938, 1077.034, 67.444,      1
109.195, 22.000, 1254.724, 53.979, -118.295, 1173.572, 1015.359,      1
 6.095,  2.000, -170.209, -11.943, -13.813, -65.506, -241.781,     -1
31.140,  9.000, 61.737,  7.014, -3.819, -63.852, 69.332,      1
26.895,  5.000, 76.467,  4.175, -42.770,  9.442, 46.480,      1
25.251,  7.000, -78.407,  0.849, -58.520, 20.395, 77.354,      1
43.947,  8.000, 190.027, -8.035, 18.741, -211.315, 187.779,      1
-48.573, -10.000, -99.379,  5.471, 206.875, 399.559, 70.267,     -1
-42.505, -9.000, -203.021, 23.067, 293.610, -16.382, -94.496,     -1
-46.322, -8.000, -86.645, -115.021, 36.542, 272.277, 102.782,      1
-15.102, -4.000, 120.705,  0.000, -16.562, 125.953, 153.817,     -1
-46.605, -9.000, 83.779, -48.256, 63.252, -53.897, -108.420,     -1
14.812, 10.000, 280.152, -1.436, -21.993, -95.003, 20.089,      1
31.469, 23.000, 514.408, -14.678, 98.383, 43.098, 108.898,      1
11.428,  5.000, -13.885, -16.023, -97.815, -69.802, -65.148,      0
15.147, 13.000, 313.440, -16.884, 1743.572, 807.758, 423.353,      1
157.648, 60.000, 2407.091, 113.810, 2343.502, 247.044, 1010.034,      1
46.643, 13.000, 62.318, -9.621, 100.298, 151.366, 181.522,      1
134.655, 55.000, 1392.640, 25.065, 157.487, -42.839, 58.945,      1
-10.016, -3.000, -187.161, 16.654, -67.941, 97.030, 149.181,     -1
-13.845, -4.000, -269.774, -65.515, -59.156, 78.819, 56.373,     -1
64.518,  9.000, 408.210, 13.540, 156.115, 37.224, 142.531,      1
79.036, 32.000, 668.167, 52.883, -109.537, -705.146, -583.715,      1
56.406, 22.000, 163.307, -9.501, -235.780, -692.244, -215.970,      1
73.558, 26.000, 646.363, 10.821,  5.525, -25.795, -57.272,      1
52.988, 16.000, 292.754,  5.922, -41.153, -93.089, -21.046,      1
116.591, 31.000, 616.052, 12.656, -20.112, -44.182, -34.068,      1
-1.624,  3.000, 20.729, 21.747, 44.173, -31.859, -160.385,     -1
56.662, 13.000, -2.395, -14.023, -255.548, -554.571, 118.214,      0
12.991,  4.000, 226.214, 102.011, -31.190, -59.326, -87.682,     -1
185.462, 66.000, 2451.440, -3.040, -149.384, 80.085, 289.871,      1
87.675, 14.000, 287.026, 37.293, -206.279, -512.433, -337.476,      1
 0.371,  3.000,  7.596, 22.529, 29.527, -349.138, -174.669,     -1
30.161, 10.000, 444.159, 25.012, 15.424, -335.036, 118.102,      1
55.929, 26.000, 640.878, 58.437, -27.994, -201.282, 1495.745,      1
44.785,  6.000, 104.096, -11.689, -76.066, -4962.624, -1150.618,     -1
113.025, 27.000, 1149.325, 41.556, -6.244, -1081.627, -215.325,      0
-11.389, -2.000, 65.200,  0.954, 14.304, -187.179, -116.618,     -1
-50.710, -18.000, 340.200, -8.928, -3424.878, 931.303, -424.999,     -1
-65.911, -25.000, 158.268,  0.674, -185.650, -207.997, -1586.952,     -1
23.984,  3.000, -353.238,  4.184, -31.652, -2307.270, -3536.629,      1
-6.993,  4.000, 17.545,  0.151, 15.567, 305.633, 195.942,      1
70.889, 17.000, 505.879, 11.800, -51.146, -13.409, 34.252,      1
17.415,  5.000, 273.555, 44.719, -43.078,  1.364, 211.506,      1
86.084, 22.000, 380.891, -5.682, -33.620, 177.748, 174.571,      1
103.962, 36.000, 911.194, 87.996, -90.622, 169.835, 342.027,      0
16.428,  1.000, 167.342, 56.198, -126.996, 61.439, 206.862,     -1
-7.130, -4.000, 141.817, -14.386, 135.162, 30.316, 75.223,     -1
32.227,  5.000, -195.869, -6.644, 11.766, -19.839, 104.429,      1
-7.457,  0.000, -38.989,  0.232, -0.165, -10.053, 11.290,      0
30.044,  8.000, -240.517, 73.247,  0.064, 265.694, 215.559,      0
53.106, 15.000, 346.576, -2.247, 164.643, -737.708, -583.161,      1
-48.257, -3.000, -88.617,  1.693, 126.125, 489.732, 12.947,     -1
11.085, 13.000, 31.462, 31.583, 80.448, 131.294, 121.906,     -1
-16.303, -7.000, -613.998, 37.690, 87.696, -214.420, -105.649,      1
-48.961, -11.000, -148.599, -8.623, -75.877, 120.229, -3.195,     -1
-45.116, -12.000, -353.114, 14.271, 262.051, -188.486, -238.982,     -1
63.603, 15.000, 323.299, -0.756, -83.209, 93.620, 49.185,      1
-41.466, -10.000, -307.887, -6.290, -17.271, 12.935, -48.272,     -1
-53.468, -15.000, -272.230, -22.676, -38.365, 214.520, 131.939,      1
76.412, 20.000, 264.834,  5.846, 25.817, -44.168, 19.708,      1
68.705, 22.000, 239.753, 88.119,  6.600, -45.106, 63.339,      1
14.369,  5.000, 179.866,  6.911, -8.662,  2.752, 35.511,      1
22.788,  8.000, 866.351, -3.317, 27.369, 202.490, -11.014,     -1
-28.096, -8.000, 155.678,  6.929, -33.538, -28.621, -27.007,      1
-11.508, -4.000, -22.936,  0.070, -104.206, -31.566, -79.050,     -1
 4.963,  3.000, 313.753, 10.686, -114.227, 116.656, -1.490,     -1
47.090, 17.000, 205.446, -7.570, 43.597, -77.747, 37.800,      1
-69.869, -27.000, -525.852,  2.611, -97.202, 217.915, -0.109,      1
-38.293, -18.000, -438.590, -28.080, 257.094, 777.834, -33.393,      1
-40.981, -22.000, -621.589,  6.978, -32.647, 874.566, 657.056,      1
-36.556, -5.000, -49.817, -7.621, -139.207, 464.479, 91.237,      1
-84.793, -34.000, -449.305, -8.486, 24.627, 3595.708, 1883.637,      0
11.265, -15.000, -144.067, 22.623, 46.841, 144.696, -100.591,      0
-27.387, -20.000, -645.460, -9.435, 89.232, -26.838, -160.563,     -1
-8.691, -18.000, -426.286, 13.344, 86.601, -1574.464, -497.611,     -1
