A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
46.234,  7.598,  0.164,  5.000, -2.300, 120.707,  3.338,  0.028,  1.000,  1.700
275.360, 28.593,  0.104, 13.000,  6.909, -107.282, -6.797,  0.063, -7.000, -8.909
1532.508, 32.766,  0.021,  3.000, -3.667, -39.315, -2.031,  0.052,  6.000,  5.979
21.730,  0.000,  0.000,  6.000, -1.600, 38.896, 11.260,  0.289, -3.000, -3.900
35.978,  5.609,  0.156,  4.000, -2.625, 52.342,  7.876,  0.150,  1.000, -0.208
354.554, 17.735,  0.050,  5.000, -3.000, 25.503, -5.060, -0.198,  3.000,  4.688
1866.456, 133.113,  0.071,  9.000,  2.438, -264.594, 16.246, -0.061,  1.000,  1.205
563.327, 28.576,  0.051,  3.000, -3.833, 79.335, 83.214,  1.049,  9.000,  8.119
1337.064, 44.815,  0.034,  4.000, -1.875, 164.550, 38.697,  0.235,  4.000,  3.125
1736.375, 98.858,  0.057,  7.000, -0.214, -146.312, 27.200, -0.186,  2.000,  1.777
63.003, 33.878,  0.538,  4.000, -4.250, 161.548, -0.683, -0.004,  0.000, -0.375
19.177,  0.000,  0.000,  5.000, -1.700, 26.573,  4.351,  0.164, -1.000, -0.800
110.106, 125.361,  1.139,  4.000, -2.125, -7.432, -98.491, 13.252,  2.000, -2.542
121.495, 16.873,  0.139,  5.000, -2.875, 32.267,  9.725,  0.301, -2.000, -2.625
518.649, 49.285,  0.095,  8.000,  1.429, 59.130, -14.111, -0.239,  0.000, -0.429
23.672,  3.478,  0.147,  6.000,  1.583, -11.668, -2.676,  0.229, -3.000, -5.250
1413.895, 50.341,  0.036,  7.000,  0.625, 44.108, -23.893, -0.542,  1.000,  0.625
440.144, 14.602,  0.033,  7.000,  0.125, 199.672,  5.232,  0.026, -2.000, -1.625
371.142, 11.775,  0.032,  4.000, -3.000, -98.553,  0.164, -0.002,  5.000,  4.100
74.414,  1.852,  0.025,  8.000,  1.600, 95.715,  2.743,  0.029, -3.000, -3.000
321.180, 34.634,  0.108,  8.000,  1.625, -85.420, 25.606, -0.300, -4.000, -3.375
52.704,  4.197,  0.080,  3.000, -5.833, 33.677, -1.966, -0.058,  0.000, -1.833
63.982, 16.219,  0.253,  4.000, -2.375, 20.241, -3.017, -0.149,  3.000,  1.975
66.590, 62.696,  0.942,  3.000, -3.000, 35.455, -52.966, -1.494,  1.000,  1.375
105.206, 11.005,  0.105,  6.000, -1.083, -62.734,  4.436, -0.071, -1.000, -2.542
2267.807, 61.686,  0.027,  9.000,  2.889, 37.309,  7.978,  0.214,  0.000, -0.689
283.341, 34.680,  0.122,  4.000, -2.250, 137.619,  3.858,  0.028,  2.000,  3.083
577.067, 151.892,  0.263,  3.000, -7.167, 485.905, -86.709, -0.178,  3.000,  5.967
668.021, 94.839,  0.142,  4.000, -3.625,  6.698, -30.597, -4.568,  2.000,  4.292
199.943,  3.917,  0.020,  7.000,  0.929, -145.709,  6.244, -0.043, -4.000, -2.262
446.330, 25.977,  0.058,  8.000,  1.000, -62.651, -12.769,  0.204, -1.000,  0.929
1503.284, 39.436,  0.026,  6.000, -0.917, -1020.713,  3.377, -0.003, -1.000,  1.017
156.013, 72.590,  0.465,  5.000, -1.300, 53.798, -51.811, -0.963, -1.000,  0.550
106.053, 15.989,  0.151, 12.000,  6.100, 15.561, 48.445,  3.113, -7.000, -6.267
34.486, 15.623,  0.453,  4.000, -3.000, -3.049, 57.679, -18.919,  0.000,  2.167
595.887, 23.824,  0.040,  5.000, -0.600, -59.441, 61.613, -1.037,  0.000, -0.525
374.462, 32.971,  0.088,  1.000, -6.500, -35.655,  8.102, -0.227,  4.000,  5.750
103.725, 15.833,  0.153,  4.000, -2.625, 85.974, 67.420,  0.784,  0.000,  1.250
94.320,  4.915,  0.052,  4.000, -2.500, 35.566,  4.188,  0.118,  0.000,  0.375
422.495, 58.233,  0.138, 11.000,  4.722,  6.831, -23.656, -3.463, -5.000, -4.556
667.036, 39.822,  0.060,  4.000, -4.000, 44.685, -30.549, -0.684,  1.000,  3.100
1117.013, 40.710,  0.036,  6.000, -0.333, -88.271, 22.352, -0.253,  1.000,  1.976
310.000, 19.196,  0.062,  3.000, -3.667, 33.514, -0.895, -0.027,  2.000,  2.367
347.832, 22.113,  0.064,  5.000, -1.375, -121.236, -0.233,  0.002, -1.000,  0.250
1228.703, 124.984,  0.102,  6.000,  0.200, -247.681, -58.582,  0.237, -1.000,  0.000
203.597, 47.971,  0.236,  6.000, -2.125, 48.416,  6.453,  0.133, -3.000,  1.958
1965.700, 119.916,  0.061,  7.000,  0.857, -53.264, -18.772,  0.352,  0.000, -1.357
6891.511, 234.381,  0.034,  4.000, -2.125, -235.300, -52.364,  0.223,  8.000,  7.075
1032.308, 79.137,  0.077,  6.000,  0.250, -11.668, 37.665, -3.228,  1.000, -0.750
568.119, 35.184,  0.062,  6.000, -0.833, -31.203, 40.991, -1.314, -3.000, -5.333
267.960, 16.118,  0.060,  4.000, -1.875, -63.207, -6.174,  0.098, -1.000, -3.125
433.737, 57.418,  0.132,  4.000, -1.625, 30.130, -8.496, -0.282,  0.000, -3.375
166.031, 25.320,  0.153,  7.000,  0.714, -120.200,  2.964, -0.025, -6.000, -11.464
844.487, 47.968,  0.057,  4.000, -2.000, 116.530, 111.321,  0.955,  8.000,  5.500
1690.289, 62.679,  0.037,  5.000, -1.625, -48.428, 38.524, -0.796,  5.000,  2.792
376.373, 21.295,  0.057,  5.000, -1.250, 109.042, 14.916,  0.137,  1.000, -0.250
923.106, 24.882,  0.027,  8.000,  2.917, 141.992, 18.574,  0.131,  2.000, -0.250
17318.712, 671.044,  0.039,  5.000, -1.200, -3620.398, 20.769, -0.006, 12.000, 10.508
353.625, 62.699,  0.177,  3.000, -3.333, 116.232, 35.505,  0.305,  4.000,  2.633
177.243, 14.751,  0.083,  2.000, -5.167, -109.674,  6.494, -0.059,  1.000, -2.500
139.097, 46.126,  0.332,  6.000, -0.625, -56.257, -15.497,  0.275, -1.000, -1.125
13.176,  0.000,  0.000,  8.000,  2.333, 111.667,  4.035,  0.036, -2.000, -6.458
2121.253, 155.614,  0.073,  4.000, -2.250, -148.050, 29.101, -0.197,  9.000,  9.295
22.823, 107.861,  4.726,  5.000, -3.833, 176.595, -93.847, -0.531, -1.000,  1.333
106.135, 12.152,  0.114,  7.000,  0.000, 490.649, 24.495,  0.050, -2.000, -6.625
338.100, 16.117,  0.048,  7.000,  1.333, -251.737,  5.903, -0.023, -3.000, -7.333
198.800,  5.366,  0.027,  3.000, -4.000,  0.908,  2.828,  3.113,  1.000,  1.000
353.866, 20.445,  0.058,  4.000, -3.125, 34.643, -10.308, -0.298,  3.000,  3.375
101.129, 19.407,  0.192,  4.000, -2.000, 38.241, 13.352,  0.349,  3.000,  1.300
1380.778, 65.255,  0.047,  3.000, -5.167, -202.530, -12.153,  0.060,  2.000,  3.567
774.627, 14.500,  0.019,  1.000, -1.750, -35.320, 34.088, -0.965,  3.000, -1.250
1034.373, 68.964,  0.067,  1.000, -1.500, -111.643, -7.499,  0.067,  5.000,  1.750
3443.608, 173.933,  0.051, 11.000,  3.688, -53.668, 15.831, -0.295, -2.000, -1.021
275.709, 17.906,  0.065,  9.000,  1.944, 209.776, 41.288,  0.197, -5.000, -4.694
8244.453, 138.245,  0.017,  5.000, -3.833, 159.178,  6.546,  0.041,  2.000,  4.833
281.913, 68.834,  0.244,  7.000, -3.167, -85.845, -21.431,  0.250, -2.000, -0.667
4140.389, 57.177,  0.014,  4.000, -3.625, 163.214,  3.633,  0.022,  4.000,  6.125
54.020, 24.101,  0.446,  5.000, -1.100, -7.625, -20.789,  2.726, -4.000, -7.400
13.811,  1.622,  0.117, 10.000,  1.786, 32.679, 49.269,  1.508, -6.000, -4.161
5628.156, 237.548,  0.042,  7.000,  0.300, 443.574, -82.377, -0.186,  0.000, -0.014
6700.114, 131.823,  0.020,  3.000, -5.167, -241.653, -32.127,  0.133,  7.000,  7.667
87.156, 12.356,  0.142,  5.000, -1.900,  7.708, -1.648, -0.214, -2.000, -3.267
269.872, 28.905,  0.107, 13.000,  6.050, -117.088, -17.544,  0.150, -10.000, -8.217
986.006, 53.702,  0.054,  5.000, -3.125, -38.676, 16.504, -0.427,  0.000,  2.225
2183.055, 320.460,  0.147,  4.000, -4.000, -198.554, -130.271,  0.656,  1.000,  2.375
427.480, 31.246,  0.073, 13.000,  5.650, -62.057, -11.319,  0.182, -9.000, -7.400
668.667, 49.808,  0.074, 11.000,  2.500, -71.532, -26.454,  0.370, -7.000, -4.833
352.662, 59.394,  0.168,  8.000,  1.167, -44.763, -45.764,  1.022,  1.000,  1.833
45.271,  1.942,  0.043,  4.000, -3.500,  7.256, 14.941,  2.059,  1.000,  1.000
1638.770, 27.837,  0.017,  7.000, -2.375, 147.336, 86.916,  0.590,  0.000,  2.732
703.412, 11.431,  0.016,  7.000, -2.000, 327.443, 55.990,  0.171,  1.000,  3.667
548.504, 15.267,  0.028,  9.000,  3.556, -4.486,  2.043, -0.455, -3.000, -5.139
424.387, 23.403,  0.055,  5.000, -2.600, 20.993, 52.596,  2.505, -1.000, -1.025
252.472, 316.436,  1.253,  6.000, -3.250, 23.644, -276.667, -11.701, -2.000, -2.625
222.902, 59.752,  0.268, 11.000,  4.545, -60.354, -51.175,  0.848, -7.000, -5.170
44.038, 78.536,  1.783,  5.000, -2.900, -29.436, -75.872,  2.578, -2.000, -1.933
346.182, 76.554,  0.221,  5.000, -1.800, -36.003, -48.230,  1.340,  0.000,  0.500
139.918,  7.653,  0.055,  5.000, -1.400, -42.348, 70.266, -1.659,  0.000, -0.600
 3.188,  0.000,  0.000,  8.000,  2.188,  0.339,  0.000,  0.000, -5.000, -5.688
241.639, 37.260,  0.154,  6.000,  0.000, -34.657, -18.216,  0.526, -1.000, -0.500
72.471,  2.453,  0.034,  5.000, -1.200, -60.750, 84.466, -1.390, -2.000, -1.800
133.269, 60.033,  0.450,  6.000, -0.083, -33.033, 163.285, -4.943, -1.000, -0.167
746.153, 13.206,  0.018,  3.000, -2.000, -332.628, -5.338,  0.016,  1.000, -0.375
 2.990,  0.000,  0.000,  7.000,  1.643, 305.852, 48.446,  0.158, -4.000, -7.310
702.796, 40.250,  0.057,  6.000,  1.333, -61.167, 22.593, -0.369, -2.000, -4.583
3774.710, 236.326,  0.063,  4.000, -1.500, -202.795, -59.512,  0.293,  5.000,  4.833
153.892, 65.109,  0.423,  5.000, -0.500, 241.497, -12.183, -0.050,  1.000, -0.500
1623.203, 100.444,  0.062,  6.000, -0.667, -172.550, -10.847,  0.063,  3.000,  2.667
5159.389, 132.095,  0.026,  7.000,  0.700,  5.023, -36.355, -7.238,  3.000,  3.022
706.112, 54.067,  0.077,  7.000,  1.214, -3.615, 24.359, -6.739, -3.000, -6.339
797.204, 89.404,  0.112,  6.000,  0.000, -553.515, -63.161,  0.114, -5.000, -6.500
322.010,  4.912,  0.015,  5.000, -0.667, 15.522, 10.758,  0.693, -1.000, -3.083
1265.352, 85.759,  0.068,  6.000, -0.500, -40.280, 47.587, -1.181, -1.000, -1.000
540.330, 181.617,  0.336,  7.000,  1.667, -17.664, -118.548,  6.711,  0.000, -3.067
238.314, 36.082,  0.151,  5.000, -2.800, 29.922, -22.478, -0.751,  0.000,  2.000
507.013, 14.583,  0.029,  5.000, -0.600, 221.550,  5.987,  0.027,  1.000, -0.233
9750.571, 256.903,  0.026,  8.000,  2.250, 48.552, 75.770,  1.561, 10.000,  9.833
3428.556, 105.926,  0.031,  8.000,  0.900, -87.956, 14.039, -0.160, -4.000, -5.150
2773.521, 51.592,  0.019,  7.000,  1.333, 18.048,  7.839,  0.434,  3.000,  2.333
4160.886, 274.619,  0.066,  4.000, -2.500, -309.763, 44.217, -0.143,  2.000,  3.000
 7.655,  0.000,  0.000, 10.000,  3.714, 102.717,  8.219,  0.080, -7.000, -10.381
354.276, 136.089,  0.384,  6.000,  0.333, -98.725, -123.968,  1.256, -3.000, -3.833
1354.589, 81.783,  0.060,  6.000, -1.125, -56.200, 39.607, -0.705,  2.000,  2.268
7229.848, 146.538,  0.020,  4.000, -3.000, -295.082, -18.092,  0.061,  7.000,  8.409
1847.984, 109.883,  0.059,  9.000,  2.625, -11.054, -60.976,  5.516, -1.000, -4.925
2963.321, 77.054,  0.026,  3.000, -3.500, 245.029, -32.748, -0.134,  4.000,  3.500
65.383, 16.801,  0.257, 10.000,  3.875, -47.264, -14.659,  0.310, -7.000, -7.208
3456.359, 138.221,  0.040,  4.000, -4.375, -97.499,  2.862, -0.029,  6.000,  6.375
5029.482, 120.829,  0.024,  3.000, -4.167, -911.681, 52.714, -0.058,  5.000,  5.479
5753.428, 87.427,  0.015, 14.000,  7.125, 14.122, 13.772,  0.975, -7.000, -7.339
90.402, 12.868,  0.142,  4.000, -3.125, -19.177, -5.056,  0.264,  0.000,  0.792
346.231, 41.263,  0.119,  6.000, -0.500, -2.992, 59.037, -19.730, -2.000, -2.375
161.376, 21.304,  0.132,  4.000, -2.250, -42.245, -4.760,  0.113,  2.000,  1.625
169.510, 14.030,  0.083,  4.000, -4.000, 50.152,  7.578,  0.151, -1.000, -2.000
2311.564, 193.009,  0.083,  6.000, -1.400, -650.468, -79.071,  0.122,  1.000,  2.817
1887.327, 52.195,  0.028,  3.000, -4.000, -276.382, -13.616,  0.049,  0.000, -3.500
3451.356, 101.852,  0.030,  4.000, -4.500, -426.306, 24.983, -0.059,  6.000,  7.300
29.739, 35.965,  1.209,  4.000, -4.625,  9.870, -19.756, -2.002,  0.000,  1.875
1091.248, 121.076,  0.111,  3.000, -7.000, -44.728, 15.953, -0.357,  1.000,  2.500
916.753, 36.040,  0.039,  6.000, -2.000, 295.685, 49.380,  0.167,  1.000,  3.143
808.269, 35.308,  0.044,  4.000, -3.125, 116.294, 21.645,  0.186,  2.000,  1.292
10763.593, 548.339,  0.051, 17.000,  9.682, 593.012, 58.421,  0.099,  1.000,  1.152
 3.493,  0.000,  0.000,  5.000, -7.000, 11.042,  6.793,  0.615,  1.000,  4.000
234.457, 78.324,  0.334,  7.000, -0.214, 10.696, -56.995, -5.329,  0.000,  1.214
306.242, 39.489,  0.129,  3.000, -5.167, 174.355, 15.383,  0.088,  2.000,  4.067
 5.869,  0.000,  0.000,  4.000, -1.750, -1.424,  0.000, -0.000,  0.000, -8.750
1192.944, 34.302,  0.029, 16.000,  8.909, 282.122, 90.247,  0.320, -8.000, -9.266
280.351, 26.292,  0.094,  5.000, -1.600, 14.039, -6.922, -0.493, -4.000, -1.900
64.090, 11.476,  0.179,  4.000, -2.000, 22.562, 26.659,  1.182,  2.000,  0.500
650.074, 52.306,  0.080,  5.000, -4.250, -211.121, -25.187,  0.119, -1.000,  2.125
1125.990, 58.523,  0.052,  7.000,  0.214, 296.273, -28.518, -0.096,  1.000,  1.348
184.439, 10.220,  0.055,  4.000, -3.125, -98.663,  7.440, -0.075,  0.000, -1.542
3398.418, 463.821,  0.136,  7.000,  0.357, -659.609, -170.094,  0.258,  3.000,  2.768
646.915, 126.805,  0.196,  5.000, -3.000, -241.687, -101.422,  0.420,  1.000,  0.875
90.206,  9.272,  0.103,  3.000, -4.833, -42.271, -2.758,  0.065,  2.000,  1.633
436.285, 43.116,  0.099,  5.000, -3.625, -79.830, -20.058,  0.251, -1.000, -0.250
920.785, 126.063,  0.137,  9.000,  0.571, 43.011, -4.942, -0.115, -2.000,  0.829
79.244, 25.094,  0.317,  9.000,  2.750, -9.264, -19.907,  2.149, -7.000, -5.250
234.187, 41.624,  0.178,  7.000,  0.714,  3.553, 12.253,  3.449, -1.000, -0.089
188.000, 51.134,  0.272,  4.000, -2.375, 83.090, 82.105,  0.988,  3.000,  3.075
159.908, 23.634,  0.148,  8.000, -0.214, -49.533, -15.331,  0.310, -2.000, -1.786
616.323, 32.608,  0.053, 11.000,  3.333, -75.783,  2.700, -0.036, -6.000, -4.733
442.310, 20.213,  0.046,  8.000,  0.643, -1.701, 47.994, -28.213, -3.000, -0.643
325.473, 29.567,  0.091,  5.000, -1.100, -38.266, -23.159,  0.605,  0.000, -0.600
167.429, 17.817,  0.106,  7.000, -0.400, 97.588,  3.076,  0.032,  0.000,  1.300
25.358, 73.882,  2.914,  7.000, -2.250, -14.096, -73.154,  5.190, -6.000, -3.250
368.724,  5.992,  0.016,  5.000, -3.875, -31.648,  0.021, -0.001,  4.000,  4.275
234.940, 31.098,  0.132, 10.000,  3.917, -4.660, 43.651, -9.367, -8.000, -6.417
732.558, 67.406,  0.092,  7.000,  0.375, 181.695, 32.240,  0.177, -1.000, -0.625
800.371, 34.634,  0.043,  5.000, -4.700, -327.143, -17.928,  0.055, -1.000, -2.425
95.919,  4.169,  0.043,  3.000, -4.333, 169.309, 29.947,  0.177,  2.000,  3.533
1572.811, 28.185,  0.018,  6.000,  1.500, -150.936,  2.858, -0.019, -3.000, -6.667
1702.350, 59.574,  0.035,  4.000, -2.125, 92.587, -16.540, -0.179,  3.000,  3.268
2254.878, 104.653,  0.046,  4.000, -1.750, -81.717, 37.339, -0.457,  3.000,  0.893
3885.486, 50.223,  0.013,  5.000, -4.700, 69.391,  6.689,  0.096,  1.000,  3.033
134.723,  7.855,  0.058,  7.000,  2.214, 54.982,  6.453,  0.117, -2.000, -3.839
36.428,  4.142,  0.114,  4.000, -1.750, -1.688, 14.982, -8.878,  0.000, -2.375
3081.313, 77.035,  0.025,  5.000, -3.750, 625.827, 44.646,  0.071, -1.000, -0.625
501.175, 22.339,  0.045,  9.000,  0.800, -99.167, 31.078, -0.313, -3.000, -0.967
2186.132, 73.633,  0.034,  6.000, -1.900, 252.148, -6.172, -0.024,  0.000,  0.733
446.656,  7.530,  0.017,  5.000, -3.000, 55.980,  3.858,  0.069,  2.000,  2.250
629.706, 39.757,  0.063,  7.000, -1.125, 313.459, 107.424,  0.343, -2.000, -4.750
320.071, 25.736,  0.080,  9.000,  0.750, -204.671,  9.166, -0.045, -6.000, -2.250
2395.077, 73.536,  0.031, 11.000,  4.083, -28.110, 21.190, -0.754, -4.000, -3.012
5730.954, 91.838,  0.016, 11.000,  4.429, 949.350, 14.595,  0.015, -2.000, -2.741
1542.638, 24.768,  0.016,  6.000, -2.167, 380.273, 13.571,  0.036,  7.000,  8.167
284.779, 56.765,  0.199,  6.000, -1.667, -122.058, -47.549,  0.390, -2.000, -3.708
398.412, 11.097,  0.028,  9.000,  1.667, -331.887, -2.599,  0.008, -5.000, -6.542
11768.506, 260.076,  0.022,  4.000, -4.750, 836.729, -84.256, -0.101,  8.000, 10.300
294.432, 10.918,  0.037,  5.000, -1.400, 188.993,  9.709,  0.051,  1.000, -2.100
1815.594, 70.728,  0.039,  9.000, -0.100, -16.970, 10.281, -0.606,  0.000,  1.100
64.331, 44.985,  0.699,  9.000,  1.875, 32.363, 12.426,  0.384, -8.000, -2.625
1340.911, 110.323,  0.082,  6.000, -0.100, -334.533, 56.147, -0.168,  1.000, -0.900
2312.244, 75.774,  0.033,  7.000, -0.800, 165.140, -14.611, -0.088,  6.000,  7.522
190.098, 30.524,  0.161,  4.000, -2.375, -91.477, -19.403,  0.212, -1.000, -2.625
127.266,  7.722,  0.061,  6.000,  0.667, 67.735, 12.695,  0.187, -2.000, -3.333
405.137, 62.963,  0.155,  3.000, -4.167, 101.974, 107.858,  1.058,  3.000,  4.367
23.493, 29.658,  1.262,  4.000, -1.625, 61.294, -16.738, -0.273,  1.000,  0.875
37.469, 13.501,  0.360,  5.000, -2.500, 23.203, 21.675,  0.934,  1.000,  3.200
154.933, 11.680,  0.075,  3.000, -3.167, 30.752, -3.911, -0.127,  2.000,  1.917
966.690, 89.792,  0.093,  2.000, -5.500, -133.123,  4.451, -0.033,  5.000,  6.167
111.536, 208.276,  1.867,  5.000, -2.400,  2.868, -180.544, -62.942,  0.000, -0.100
627.325, 33.784,  0.054,  5.000, -1.300, 59.812, 10.900,  0.182,  1.000,  1.633
367.465, 52.747,  0.144, 10.000,  4.750, 15.681, -9.106, -0.581, -7.000, -10.750
 4.296,  0.000,  0.000,  4.000, -2.250, 84.689, 50.009,  0.591,  0.000, -0.583
1523.618, 63.748,  0.042,  6.000, -0.900, -302.079, -30.526,  0.101,  4.000,  3.900
1766.698, 205.411,  0.116,  7.000, -0.100, 185.361, -140.703, -0.759,  3.000,  2.600
47.922, 46.892,  0.978,  5.000,  0.000, -9.051, -37.488,  4.142, -2.000, -3.333
112.512, 12.101,  0.108,  5.000, -0.600, 53.147,  0.994,  0.019, -1.000, -2.525
835.165, 62.070,  0.074,  4.000, -2.750, -30.450, 70.369, -2.311,  1.000,  1.750
444.079, 61.902,  0.139,  4.000, -2.000, -40.219, -21.701,  0.540,  0.000, -0.500
276.781, 12.597,  0.046,  5.000, -0.900, -55.413,  7.751, -0.140, -2.000, -4.433
188.488, 13.830,  0.073,  4.000, -5.375, 251.296, 37.430,  0.149, -2.000,  4.625
151.898, 19.968,  0.131,  3.000, -3.833, 57.514, -7.293, -0.127, -2.000,  2.833
109.152, 44.387,  0.407,  4.000, -3.750, 65.827,  6.995,  0.106, -3.000,  3.000
81.342, 23.038,  0.283, 10.000,  1.643,  0.296, 24.862, 83.963, -9.000, -2.393
 6.808,  0.000,  0.000,  6.000, -4.833, 105.516, 48.079,  0.456, -2.000,  0.833
714.168, 16.679,  0.023,  9.000,  1.111, -80.385, 15.322, -0.191, -4.000, -3.311
1729.807, 60.178,  0.035,  6.000, -1.417, -253.424, -1.376,  0.005,  3.000,  2.774
1391.681, 28.934,  0.021,  6.000, -2.125, 144.386, 55.719,  0.386,  2.000,  3.482
898.591, 25.159,  0.028,  4.000, -5.875, -142.597, -6.577,  0.046,  0.000,  2.000
8048.789, 266.568,  0.033,  5.000, -1.800, -313.085, 25.846, -0.083, 10.000,  9.086
722.910, 25.805,  0.036,  5.000, -2.000, 11.277, -4.487, -0.398,  3.000,  2.125
806.170, 88.731,  0.110,  5.000, -1.600, -434.022, -4.150,  0.010,  3.000,  3.600
78.975,  3.536,  0.045, 10.000,  2.833, -27.584, 65.940, -2.391, -2.000, -4.500
132.937, 32.263,  0.243,  5.000, -1.700, -89.521, 45.897, -0.513,  0.000,  0.200
716.820, 67.647,  0.094,  3.000, -4.500, -101.117, -23.660,  0.234,  7.000,  9.071
447.873, 20.604,  0.046,  6.000,  0.333, -109.080,  2.773, -0.025,  2.000,  2.595
193.647, 18.693,  0.097,  6.000,  0.833, -63.380, -7.969,  0.126, -2.000, -2.708
61.845, 13.231,  0.214,  4.000, -1.750, -35.085,  7.183, -0.205,  1.000, -1.083
267.770, 43.082,  0.161,  5.000, -2.900, -6.886, -16.176,  2.349,  0.000,  0.525
152.931, 21.019,  0.137,  8.000,  1.000, -10.565, -12.308,  1.165, -3.000, -2.500
437.764, 18.742,  0.043,  5.000, -0.200, -8.313, -5.953,  0.716,  2.000,  2.500
1037.512, 37.717,  0.036, 14.000,  5.500, 60.968, 21.366,  0.350, -9.000, -5.875
1469.687, 223.288,  0.152,  4.000, -5.500, -396.462, -63.859,  0.161,  5.000,  8.600
115.572, 65.017,  0.563,  8.000, -1.083, 526.862, -33.119, -0.063, -3.000, -1.717
78.896, 10.095,  0.128,  3.000, -3.167, 46.012,  1.481,  0.032,  1.000, -1.458
798.748, 45.611,  0.057,  7.000,  0.714, -18.794, -1.343,  0.071, -1.000, -0.114
407.451, 36.213,  0.089, 10.000,  4.056, 132.156, -2.215, -0.017, -6.000, -5.431
534.638, 22.934,  0.043,  9.000,  1.786, 54.331, -3.168, -0.058, -3.000, -1.119
471.085, 18.629,  0.040,  4.000, -2.750, -207.671, -4.892,  0.024, -1.000, -1.750
386.964, 154.721,  0.400,  5.000, -2.833, -117.751, -102.415,  0.870,  1.000,  1.458
215.466,  7.998,  0.037,  7.000, -0.700, 28.695, 79.138,  2.758, -1.000,  0.450
71.472,  4.475,  0.063,  3.000, -5.667, -36.040,  1.974, -0.055,  0.000,  0.167
157.681, 16.062,  0.102,  6.000, -3.000, -105.179, -9.204,  0.088,  1.000,  1.667
630.767, 38.012,  0.060,  4.000, -3.125, 215.746, 54.603,  0.253,  6.000,  5.792
104.352,  7.231,  0.069,  5.000, -2.333, 157.444, 25.973,  0.165, -4.000, -6.667
43.142, 16.697,  0.387,  7.000, -1.300,  0.506, 10.882, 21.510, -4.000, -4.033
862.527, 74.298,  0.086,  7.000,  0.800, -261.957, 46.302, -0.177, -1.000, -1.550
4064.711, 374.908,  0.092,  6.000, -1.200, 404.457, -34.870, -0.086,  5.000,  4.617
677.558, 117.504,  0.173,  6.000, -1.000, 42.224, -65.886, -1.560,  2.000,  0.800
138.798, 31.191,  0.225,  5.000, -2.375, 214.012, 129.969,  0.607,  3.000,  4.518
74.308, 27.852,  0.375,  5.000, -1.900, -51.785, -23.999,  0.463,  0.000,  0.400
209.875, 41.509,  0.198,  6.000, -1.375, -27.839, -36.518,  1.312, -4.000, -0.125
984.895, 65.295,  0.066,  7.000,  1.714, 79.752, -18.963, -0.238, -2.000, -2.114
 5.395,  0.000,  0.000,  5.000, -1.300, -0.336,  0.000, -0.000, -2.000, -2.867
305.562, 22.943,  0.075,  5.000, -1.200, -184.450, 50.356, -0.273, -3.000, -2.133
487.696, 113.242,  0.232,  4.000, -4.875, 61.658, -45.556, -0.739,  2.000,  4.875
1338.299, 61.588,  0.046,  6.000, -0.100, -145.374, 24.909, -0.171,  0.000,  0.267
480.861, 11.387,  0.024,  6.000, -1.333, -130.084, 60.289, -0.463,  0.000, -0.167
64.691, 10.727,  0.166,  9.000,  2.722,  5.735, 22.473,  3.918, -6.000, -6.889
999.026, 61.891,  0.062,  1.000, -4.000, 62.035, 43.257,  0.697,  4.000,  2.700
3108.283, 98.155,  0.032,  3.000, -2.667, 116.142, 158.884,  1.368,  8.000,  7.556
751.606, 48.656,  0.065,  4.000, -2.125, 28.900, 65.368,  2.262,  3.000,  0.125
539.042, 31.061,  0.058,  4.000, -3.625, -5.240, 36.486, -6.964,  2.000,  2.958
689.067, 56.774,  0.082,  8.000,  1.312, 80.757, -10.526, -0.130,  1.000,  0.116
1679.384, 88.934,  0.053,  4.000, -0.625, 17.718, 86.302,  4.871,  2.000,  0.458
62.424, 21.189,  0.339,  6.000, -0.417, -49.165, -21.189,  0.431, -2.000, -3.750
1077.671, 58.788,  0.055,  6.000,  0.667, -470.016, -26.815,  0.057, -1.000, -2.067
5284.014, 233.816,  0.044,  4.000, -2.125, 855.674, 96.756,  0.113, 10.000,  8.325
19.808, 60.413,  3.050,  6.000, -0.833,  0.251, -42.668, -169.808, -3.000, -5.000
500.383, 55.166,  0.110,  8.000,  2.375, 139.761, -0.706, -0.005, -1.000, -3.975
85.614, 175.835,  2.054,  5.000, -0.500,  1.853, -134.862, -72.763, -4.000, -4.000
2042.049, 117.299,  0.057,  6.000,  0.500, -7.337, -52.462,  7.150,  5.000,  3.722
1077.524, 29.025,  0.027,  8.000,  1.625, 162.826, 25.745,  0.158, -1.000, -1.411
12.521,  7.502,  0.599,  4.000, -2.500, -3.301, -6.223,  1.885, -1.000, -0.667
266.721, 14.553,  0.055,  5.000, -0.400, -109.992, -2.834,  0.026,  0.000, -0.600
1673.110, 59.535,  0.036,  3.000, -3.333, -71.514, -25.173,  0.352,  4.000,  2.833
2762.031, 257.248,  0.093,  4.000, -1.500, -235.042, -34.938,  0.149,  3.000,  1.929
16.319,  0.000,  0.000,  4.000, -2.875, 66.609,  9.111,  0.137, -1.000, -3.625
479.720, 64.852,  0.135,  5.000,  0.400, -53.968, -39.056,  0.724, -1.000, -1.900
839.252, 50.002,  0.060,  4.000, -1.500, -78.274, -14.783,  0.189,  4.000,  3.083
