A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
82.843, 28.490,  0.344,  8.000,  0.833, 17.645, -17.840, -1.011, -5.000, -2.667
140.005, 19.452,  0.139, 10.000,  3.250, 113.223, 17.377,  0.153, -3.000, -2.650
855.253, 22.582,  0.026,  6.000,  0.333,  0.900, 37.163, 41.288,  3.000,  2.310
877.830, 57.102,  0.065,  7.000, -3.500,  3.707, 21.907,  5.910, -1.000,  1.900
553.561, 63.817,  0.115,  9.000,  1.167, -70.716, 39.836, -0.563, -3.000, -3.167
269.420, 74.196,  0.275,  4.000, -2.000, 141.379, -61.592, -0.436,  1.000, -1.375
283.069, 40.448,  0.143,  4.000, -3.500, 73.639, 12.866,  0.175,  3.000,  4.800
16.028,  2.931,  0.183,  6.000, -0.250,  0.735, -1.278, -1.740, -2.000, -1.750
1112.255, 72.638,  0.065,  7.000, -1.100, -44.252, 50.552, -1.142,  2.000,  3.386
294.100, 21.022,  0.071, 10.000,  2.214, 73.347, 19.793,  0.270, -6.000, -2.964
601.150, 18.594,  0.031, 10.000,  1.800, 98.119, 13.381,  0.136, -3.000, -1.800
1400.250, 52.704,  0.038,  6.000, -1.917, 53.826, 28.502,  0.530,  2.000,  4.167
542.469, 29.220,  0.054,  8.000,  1.375, -77.658, -8.714,  0.112, -2.000, -2.875
49.797,  7.187,  0.144,  7.000, -2.250, -20.114, -2.585,  0.128, -4.000, -1.250
987.732, 25.892,  0.026,  7.000, -0.900, -52.480, 97.717, -1.862,  6.000,  8.122
395.299, 30.480,  0.077,  9.000,  2.750, -99.720, 17.975, -0.180, -3.000, -6.417
241.367, 21.285,  0.088,  9.000,  1.100, -73.209, -7.163,  0.098, -6.000, -5.767
792.663, 42.362,  0.053,  7.000, -1.500, 25.770, -4.092, -0.159,  4.000,  6.000
189.320, 12.452,  0.066,  9.000,  0.333, 87.236, 10.140,  0.116, -5.000, -3.833
99.356,  7.673,  0.077,  9.000,  1.250, 77.146, -1.701, -0.022, -4.000, -2.850
364.373, 16.077,  0.044, 10.000,  2.875, 67.206, 10.453,  0.156, -4.000, -3.542
25.539,  2.919,  0.114,  4.000, -5.333, -4.205,  5.406, -1.286,  1.000,  2.167
257.278,  6.043,  0.023,  6.000, -1.625, 45.058, 14.775,  0.328, -1.000, -0.675
35.307, 20.181,  0.572,  7.000, -0.250, 24.771, -14.619, -0.590,  2.000,  3.550
188.687, 38.927,  0.206,  6.000, -1.250, 166.092, -16.347, -0.098,  2.000,  2.417
599.709, 71.338,  0.119,  9.000,  2.286, -222.282,  1.226, -0.006,  1.000,  0.881
184.724, 19.505,  0.106, 10.000,  1.833, -30.520, 24.373, -0.799, -4.000, -1.233
420.551, 43.312,  0.103, 12.000,  3.200,  9.888, 17.574,  1.777, -8.000, -7.825
85.008, 37.738,  0.444,  7.000,  1.833, 46.691,  2.515,  0.054, -3.000, -6.208
783.169, 50.087,  0.064,  5.000, -0.875, 82.135, 18.330,  0.223,  4.000,  3.312
77.543,  8.096,  0.104,  5.000, -2.625, -11.821, 20.595, -1.742, -1.000, -0.625
54.764,  2.837,  0.052,  5.000, -0.800,  2.361,  4.248,  1.799,  0.000, -1.700
342.782, 13.549,  0.040,  5.000, -2.875, -83.072, 22.267, -0.268, -2.000,  0.542
280.069, 20.798,  0.074,  4.000, -3.000, 22.304,  4.030,  0.181,  0.000,  1.750
261.348, 18.396,  0.070,  4.000, -3.125, -212.645, 73.635, -0.346, -1.000, -0.042
794.265, 126.681,  0.159,  8.000,  0.900, -209.474, 70.792, -0.338, -4.000, -1.650
406.105, 28.426,  0.070, 12.000,  5.222, 14.581, -16.486, -1.131, -5.000, -4.222
80.037,  4.198,  0.052,  3.000, -6.333, -37.970,  1.173, -0.031,  2.000,  4.433
427.457, 21.367,  0.050,  3.000, -5.833, 87.413,  7.643,  0.087,  6.000,  9.333
 6.448,  0.000,  0.000,  6.000, -1.333,  0.617,  0.000,  0.000, -1.000, -1.000
310.643, 17.586,  0.057,  7.000,  0.500, -10.492, -0.024,  0.002,  3.000,  1.500
642.037, 46.325,  0.072,  6.000, -1.750, -145.811, -9.333,  0.064,  4.000,  3.625
530.390, 65.787,  0.124, 11.000,  4.778, -117.210, 89.071, -0.760, -7.000, -9.153
263.169, 89.806,  0.341,  8.000,  1.188, -93.811, 30.775, -0.328, -3.000, -6.021
68.283, 17.274,  0.253,  4.000, -3.000, -43.666, -10.461,  0.240,  1.000, -0.500
143.418,  3.613,  0.025,  5.000, -4.500, 940.032, 40.486,  0.043, -1.000,  2.500
247.878, 41.495,  0.167,  7.000, -0.500, 1884.210, 285.291,  0.151, -1.000,  0.900
77.378,  4.308,  0.056,  4.000, -2.000, 49.731, 14.748,  0.297, -2.000, -2.333
360.058, 68.032,  0.189,  5.000, -0.800, 1683.409, 120.511,  0.072,  4.000,  1.633
37.029, 21.282,  0.575,  7.000,  1.417, 319.914, 56.612,  0.177, -1.000, -0.583
41.981,  3.566,  0.085,  7.000,  1.143, 281.551, 13.407,  0.048, -4.000, -6.976
42.897, 13.575,  0.316,  5.000, -0.700, -1.363, -6.362,  4.668, -1.000, -1.425
478.470, 81.398,  0.170,  4.000, -1.750, 59.482,  6.878,  0.116,  4.000,  4.679
198.611, 34.996,  0.176,  6.000,  0.500, -67.612, -15.333,  0.227, -2.000, -3.000
1310.066, 68.205,  0.052,  5.000, -1.100,  2.977, 12.831,  4.310,  2.000,  1.671
70.202,  9.573,  0.136,  5.000, -0.700, -56.083, -9.108,  0.162, -2.000, -3.133
66.754, 19.351,  0.290,  6.000,  0.600, -19.960, 159.508, -7.991,  0.000, -1.350
428.671, 12.565,  0.029,  2.000, -3.000, -96.101, -3.123,  0.032,  3.000,  2.200
1170.430, 76.919,  0.066,  3.000, -4.500, -93.118, -22.775,  0.245,  5.000,  7.375
45.145, 67.190,  1.488,  6.000, -1.417, 25.518, -61.987, -2.429,  0.000,  1.417
323.230, 10.650,  0.033,  7.000,  0.571,  0.372,  3.711,  9.965,  0.000,  0.429
426.317, 36.284,  0.085,  7.000,  1.500, 23.653, -8.572, -0.362, -3.000, -3.625
679.490, 60.988,  0.090,  3.000, -4.833, 101.087, 35.862,  0.355,  3.000,  5.000
926.467, 102.014,  0.110,  3.000, -3.000, -181.768, 54.977, -0.302,  4.000,  5.143
1385.769, 91.033,  0.066,  5.000, -1.800, 32.773, -22.455, -0.685,  4.000,  5.300
299.236, 32.792,  0.110,  7.000,  0.500, 155.934, 37.927,  0.243,  0.000,  0.643
340.617, 10.901,  0.032,  8.000,  1.750, -29.995,  8.435, -0.281, -2.000, -1.917
157.692, 44.570,  0.283,  5.000, -0.200, 42.992, -32.623, -0.759,  0.000, -0.700
344.434, 121.374,  0.352, 13.000,  7.038, -52.776, -2.847,  0.054, -7.000, -6.538
24.483,  5.137,  0.210,  4.000, -4.000, -19.087, -5.137,  0.269, -1.000,  0.167
111.351, 28.025,  0.252,  3.000, -4.500, -86.471, -9.227,  0.107,  0.000,  1.167
149.681, 16.668,  0.111,  8.000,  1.688, -50.580,  1.687, -0.033, -3.000, -1.987
447.061, 68.092,  0.152,  6.000,  0.500, -12.688, -12.746,  1.005,  1.000,  1.571
2859.218, 134.791,  0.047,  3.000, -3.500, -104.701, -26.252,  0.251,  3.000,  2.500
278.218, 158.143,  0.568,  8.000,  2.188, 130.219, -79.355, -0.609,  0.000, -1.688
626.697, 26.738,  0.043,  3.000, -2.167, -38.438, -13.116,  0.341,  1.000, -0.458
3059.890, 114.679,  0.037,  4.000, -2.625,  7.444, 77.812, 10.453,  3.000,  2.525
17.518, 22.821,  1.303,  3.000, -5.000, 62.924, 16.137,  0.256,  0.000,  1.333
2094.545, 58.918,  0.028,  4.000, -1.375, -148.102, -17.230,  0.116,  4.000,  2.075
1568.184, 148.020,  0.094,  6.000, -3.333, -147.504, -37.679,  0.255, -3.000, -1.500
3080.583, 124.451,  0.040,  2.000, -2.167, -158.498, -8.896,  0.056,  9.000,  6.333
1821.237, 222.856,  0.122,  6.000,  1.667, -124.703, -80.962,  0.649,  2.000, -0.583
3336.362, 198.398,  0.059, 10.000,  4.700, -668.264, -15.206,  0.023, -2.000, -2.763
246.868, 53.399,  0.216,  7.000, -0.214, -44.362, -39.240,  0.885, -3.000, -3.161
242.017, 19.139,  0.079,  5.000, -1.000, -40.142,  1.248, -0.031,  0.000, -0.125
1181.993, 66.882,  0.057,  5.000, -1.000, 188.392, 37.297,  0.198,  2.000,  2.571
888.021, 65.550,  0.074,  5.000, -1.400, -133.201, -45.143,  0.339,  0.000, -0.400
828.569, 58.461,  0.071,  8.000,  1.643, 166.447,  9.168,  0.055,  4.000,  3.670
284.073, 20.234,  0.071,  3.000, -4.000, 116.184,  8.821,  0.076,  0.000,  2.667
393.287, 67.249,  0.171,  7.000, -0.333, 102.713, -21.346, -0.208, -4.000, -0.667
90.402,  8.714,  0.096,  3.000, -1.833, -13.527,  1.125, -0.083,  0.000, -1.500
1002.226, 57.907,  0.058,  5.000, -1.300, -20.292, 23.562, -1.161,  2.000,  1.943
356.024,  9.990,  0.028,  5.000, -2.600, 72.060, -1.384, -0.019,  0.000,  1.300
246.940,  8.939,  0.036,  3.000, -3.500, -32.477, -1.059,  0.033,  1.000,  0.250
897.675, 49.084,  0.055,  6.000, -1.083, -107.597,  0.099, -0.001, -1.000,  0.083
650.873, 49.478,  0.076,  5.000, -1.600, -112.573,  5.201, -0.046,  0.000,  0.300
202.004, 17.755,  0.088,  1.000, -5.750, -25.843, -9.109,  0.352,  2.000,  1.583
134.434, 14.532,  0.108,  6.000,  0.167, -10.152, 111.107, -10.944, -1.000, -1.067
786.907, 150.995,  0.192,  6.000, -0.667, 77.075, -56.710, -0.736,  2.000,  2.250
718.295, 49.517,  0.069,  4.000, -4.125, -31.972, 17.592, -0.550, -1.000, -0.542
407.136, 30.624,  0.075,  7.000,  1.333, -193.255, -2.748,  0.014, -3.000, -2.583
475.618, 20.398,  0.043,  4.000, -2.125, 32.776,  3.095,  0.094,  9.000,  7.768
258.068, 22.211,  0.086,  1.000, -4.500, -107.604, -10.124,  0.094,  4.000,  4.700
216.371, 18.303,  0.085,  6.000, -1.125, -21.873, -4.105,  0.188, -2.000,  0.250
1283.215, 105.260,  0.082,  4.000, -2.375, 130.621, -55.456, -0.425,  4.000,  3.708
1655.873, 34.981,  0.021, 10.000,  2.722, 10.846, 16.274,  1.500, -1.000,  0.278
523.227, 36.752,  0.070,  1.000, -0.500, 99.268, -16.349, -0.165,  7.000,  0.500
490.841, 14.663,  0.030,  7.000,  0.900, 18.737,  5.734,  0.306, -3.000, -4.400
321.765, 52.051,  0.162,  3.000, -3.167, -28.104, -14.065,  0.500,  0.000, -2.000
820.866, 46.509,  0.057,  7.000,  1.286, 48.621, 40.340,  0.830,  0.000, -0.929
1888.641, 84.663,  0.045,  4.000, -1.875, -65.796, 29.924, -0.455,  1.000,  0.175
1378.502, 87.448,  0.063,  7.000, -0.500, -99.501, -40.506,  0.407,  3.000,  3.643
169.809,  5.304,  0.031,  7.000,  1.125, -14.481,  6.743, -0.466, -1.000, -3.375
114.926,  5.697,  0.050,  6.000,  0.333, -30.910, -1.445,  0.047,  1.000, -1.833
3140.078, 124.931,  0.040,  3.000, -3.333, -183.736, -22.187,  0.121,  9.000,  8.458
655.916, 46.548,  0.071,  6.000,  1.000, -38.035, 26.357, -0.693,  2.000, -0.833
571.103, 10.251,  0.018,  6.000, -0.875, -5.159,  3.561, -0.690,  1.000,  1.075
71.641,  4.657,  0.065,  8.000,  1.688, 66.135,  3.990,  0.060, -7.000, -8.438
23.099, 30.336,  1.313,  8.000,  2.417, -8.336, 157.938, -18.947, -5.000, -8.083
3726.856, 134.210,  0.036,  5.000, -3.500,  3.750, 35.608,  9.495,  4.000,  5.667
662.797, 23.687,  0.036,  8.000,  0.714, 145.802, 12.317,  0.084, -2.000, -0.714
1168.116, 69.580,  0.060,  3.000, -4.500, -930.310, -53.503,  0.058,  3.000,  1.125
3477.466, 142.055,  0.041, 10.000,  3.850, -300.554, -11.541,  0.038,  1.000, -0.450
1556.674, 22.725,  0.015,  4.000, -3.625, 228.493, 26.925,  0.118,  3.000,  3.339
601.643, 96.161,  0.160,  5.000, -2.100, -514.973, -43.547,  0.085, -3.000, -4.067
352.730, 30.264,  0.086,  4.000, -3.000, -180.324, 11.630, -0.064,  1.000,  0.300
184.677, 20.520,  0.111,  4.000, -3.250, 16.864, 21.846,  1.295,  0.000,  1.125
68.163, 11.243,  0.165,  4.000, -3.750, -18.688, -0.250,  0.013, -1.000, -0.583
205.853,  7.245,  0.035,  6.000,  0.000, 33.280, 30.770,  0.925, -1.000, -1.800
330.317, 71.120,  0.215,  5.000, -2.300, -4.501, -45.035, 10.006, -1.000,  1.675
106.103, 46.514,  0.438,  5.000, -1.300, 24.610, -17.803, -0.723, -1.000,  1.300
136.844,  6.306,  0.046,  8.000,  0.938, -37.133, -4.151,  0.112, -5.000, -3.271
116.606, 13.194,  0.113,  5.000, -2.400,  4.084, 24.163,  5.916, -2.000,  0.067
1570.712, 89.496,  0.057,  7.000,  0.900, 64.471, 109.736,  1.702, -1.000, -1.525
1060.968, 29.920,  0.028,  9.000,  1.083, 76.642, 10.414,  0.136, -3.000, -2.458
43.300, 65.010,  1.501,  6.000, -1.125, -31.013, -64.509,  2.080, -1.000, -2.042
209.683, 37.762,  0.180,  8.000,  1.400, -192.626, -36.390,  0.189, -5.000, -5.067
6501.002, 233.306,  0.036,  6.000, -0.333, 202.134, 84.227,  0.417,  7.000,  7.061
1481.406, 23.935,  0.016,  7.000, -2.500, 382.879, 101.948,  0.266, -1.000,  1.167
193.609, 14.178,  0.073,  4.000, -0.875, 44.959, -7.318, -0.163,  2.000, -1.625
1515.980, 159.758,  0.105,  4.000, -2.000, -14.169, -29.622,  2.091,  4.000,  2.083
3200.066, 101.514,  0.032,  5.000, -0.100, 159.129, 107.381,  0.675,  5.000,  3.850
2636.508, 43.318,  0.016,  4.000, -2.000, 73.349, 35.904,  0.489,  8.000,  6.786
834.707, 79.238,  0.095,  4.000, -3.000, -54.454,  7.013, -0.129,  2.000,  1.917
32.961,  7.729,  0.234,  2.000, -3.333, -19.249, -5.518,  0.287,  3.000, -1.000
1170.510, 82.815,  0.071, 10.000,  3.125, 23.437, 123.371,  5.264, -2.000, -1.554
89.132, 34.926,  0.392,  1.000, -5.250, 25.161,  6.400,  0.254,  4.000,  2.250
1803.095, 238.972,  0.133,  4.000, -3.250, -92.460, -88.985,  0.962,  2.000,  3.250
497.771, 21.599,  0.043,  4.000, -3.000, -72.081, -7.395,  0.103,  3.000,  3.571
685.360, 23.565,  0.034,  7.000,  0.750, -27.363, 30.167, -1.102, -1.000, -1.000
1137.651, 34.542,  0.030,  4.000, -2.250, 116.079, -8.530, -0.073,  6.000,  6.450
2032.317, 286.891,  0.141,  3.000, -4.000, 26.137, -189.253, -7.241,  6.000,  6.333
826.784, 76.967,  0.093,  5.000, -6.167, 60.103, 38.467,  0.640,  1.000,  4.167
556.177, 25.841,  0.046,  1.000, -3.500, 38.006, -9.490, -0.250,  4.000,  1.375
76.500,  5.134,  0.067,  5.000, -1.200, 59.883, 13.635,  0.228,  2.000,  1.200
45.311,  5.482,  0.121,  4.000, -2.000, -3.878,  7.675, -1.979,  0.000, -0.500
387.557, 41.434,  0.107,  3.000, -3.500, 30.700, -13.849, -0.451,  1.000,  0.833
786.056, 73.813,  0.094,  4.000, -4.625, -139.259, -4.182,  0.030,  2.000,  5.125
40.502,  7.720,  0.191,  4.000, -2.000, -1.018, 57.022, -55.995, -1.000, -1.667
247.982, 20.716,  0.084, 11.000, -1.000, -25.045, 12.719, -0.508, -4.000,  1.125
642.616, 47.348,  0.074,  9.000, -0.333, 194.603, 30.932,  0.159, -3.000,  0.750
1653.349, 219.878,  0.133,  8.000,  1.100, -1210.862, -133.225,  0.110, -5.000, -3.933
1200.799, 66.497,  0.055,  6.000, -0.417, -6.964,  1.931, -0.277,  2.000,  1.750
169.385, 71.634,  0.423, 13.000,  4.375, -64.396, -57.819,  0.898, -10.000, -8.542
1066.567, 85.294,  0.080,  8.000, -0.300, -14.293, 20.459, -1.431,  2.000,  5.100
24.744, 21.364,  0.863,  8.000,  0.714, -12.386, 127.291, -10.277, -5.000, -4.048
380.848, 27.883,  0.073, 10.000,  2.917, -130.029,  0.062, -0.000, -5.000, -4.417
241.689, 30.408,  0.126,  6.000, -1.417, -115.507, -23.683,  0.205, -5.000, -5.333
209.512, 20.856,  0.100, 12.000,  4.714, -59.991,  1.542, -0.026, -7.000, -8.881
15.346,  0.522,  0.034, 10.000,  2.714, -0.670, 50.339, -75.098, -7.000, -5.464
157.948, 27.709,  0.175,  9.000, -0.100, -50.758, 50.561, -0.996, -5.000, -1.650
164.498, 43.215,  0.263, 12.000,  6.062, 113.803, -12.281, -0.108, -8.000, -6.688
42.995,  1.383,  0.032,  7.000, -1.500, -20.907, -0.611,  0.029, -5.000, -9.500
2153.465, 149.800,  0.070,  3.000, -5.333, -1.340, -7.460,  5.566,  8.000,  5.733
318.755, 15.665,  0.049,  8.000,  1.200, -114.377, 10.575, -0.092, -5.000, -8.367
320.071, 16.365,  0.051,  6.000, -2.100, 125.416,  0.186,  0.001,  0.000, -1.067
1009.039, 39.752,  0.039,  9.000,  1.917,  8.867, 21.919,  2.472, -4.000, -7.083
514.814, 34.650,  0.067,  6.000, -2.100, 53.124, 56.869,  1.071,  4.000,  3.600
2588.714, 169.430,  0.065,  6.000,  0.667, 135.221, 34.282,  0.254,  8.000,  5.333
452.704, 23.099,  0.051,  6.000, -2.200, -116.861, 74.813, -0.640,  3.000,  0.533
88.170,  2.269,  0.026,  6.000, -0.900, -31.927,  1.001, -0.031, -3.000, -5.350
309.992, 11.432,  0.037,  3.000, -4.833, -11.757, -4.827,  0.411,  4.000,  5.933
93.940,  4.938,  0.053,  7.000,  0.917, 34.871,  7.721,  0.221, -4.000, -5.583
761.033, 126.962,  0.167,  4.000, -3.375, -84.052, -77.095,  0.917,  3.000,  3.875
404.667, 41.934,  0.104,  7.000,  0.200, -138.900, -15.104,  0.109, -4.000, -2.367
102.011,  6.578,  0.064,  9.000,  1.800, 32.954,  7.116,  0.216, -3.000, -2.300
301.975, 13.280,  0.044, 13.000,  6.650, 64.243,  4.201,  0.065, -9.000, -9.400
860.050, 113.322,  0.132,  9.000,  2.778, -50.488, -43.799,  0.868, -3.000, -2.694
65.161, 128.627,  1.974,  8.000,  0.700, -52.172, -128.387,  2.461, -5.000, -5.200
1017.339, 27.309,  0.027,  3.000, -5.167, -57.536, 161.961, -2.815,  2.000,  2.467
987.095, 59.947,  0.061,  6.000, -4.750, -33.986, 24.794, -0.730, -1.000,  4.050
253.414, 14.540,  0.057,  3.000, -6.250, 45.455,  2.259,  0.050,  1.000,  4.625
336.124, 63.043,  0.188,  9.000,  2.583, 104.293, -26.348, -0.253, -5.000, -4.708
144.233,  7.113,  0.049,  8.000,  2.167, 42.266, 30.029,  0.710, -5.000, -5.667
99.892, 69.486,  0.696,  9.000,  2.833,  4.083, -30.526, -7.476, -8.000, -5.583
417.703, 56.271,  0.135,  6.000, -1.100, 54.275, -18.749, -0.345, -2.000,  1.600
343.386, 38.916,  0.113,  5.000, -1.500, -157.725, 16.104, -0.102, -2.000,  1.167
44.018, 53.207,  1.209,  9.000,  3.333, 316.226, -13.256, -0.042, -5.000, -3.333
565.306, 24.860,  0.044,  7.000, -0.100, -128.239, -6.973,  0.054, -1.000,  1.200
243.342, 19.449,  0.080,  8.000,  2.000, -3.840, -13.033,  3.394, -3.000, -2.125
24.368, 17.954,  0.737,  5.000, -3.200, -12.402, -2.641,  0.213, -2.000,  0.700
187.293, 20.449,  0.109,  7.000, -1.000, -7.445,  9.478, -1.273, -3.000, -1.000
56.819, 29.847,  0.525,  7.000,  0.000, 38.986,  6.304,  0.162, -4.000, -3.167
45.888,  2.927,  0.064,  6.000, -1.000, 44.114,  1.654,  0.037, -1.000, -0.833
1051.465, 79.120,  0.075,  6.000, -0.200, -165.592, -39.658,  0.239,  3.000,  3.129
3889.276, 398.380,  0.102,  4.000, -3.500, -898.703, -126.302,  0.141,  4.000,  5.812
159.486, 39.167,  0.246,  7.000, -0.125, 362.109, 25.941,  0.072,  0.000,  0.292
348.836, 29.879,  0.086,  5.000, -1.000, -84.372, -7.854,  0.093, -1.000, -3.125
400.833, 55.573,  0.139,  6.000, -1.000, -9.060, -20.293,  2.240, -2.000, -2.500
1199.492, 44.399,  0.037,  9.000,  2.333, -248.697, -14.164,  0.057, -4.000, -3.633
156.100, 36.060,  0.231,  4.000, -3.625, -50.199, -9.966,  0.199,  1.000,  1.750
609.981, 85.459,  0.140,  5.000, -1.400, -94.529, -56.563,  0.598,  2.000,  2.400
286.253, 24.298,  0.085,  8.000,  2.500, -28.847, 11.330, -0.393, -7.000, -8.750
315.530, 29.502,  0.094,  4.000, -1.375, 12.932, -8.706, -0.673,  2.000,  0.775
466.149, 32.723,  0.070,  5.000, -1.500, -28.553, -12.020,  0.421, -1.000,  0.125
125.463,  8.640,  0.069,  5.000, -3.000, -17.993, 59.758, -3.321, -2.000,  0.000
594.534, 90.128,  0.152,  5.000, -2.000,  4.084, -45.012, -11.022, -1.000, -0.750
155.393, 11.074,  0.071, 10.000,  4.250, 19.108, -0.051, -0.003, -7.000, -8.083
537.794, 33.983,  0.063,  2.000, -1.833, -157.716, -23.376,  0.148,  2.000, -1.292
45.608, 116.181,  2.547,  1.000, -3.250, 244.984, -55.190, -0.225,  3.000,  1.625
646.444, 170.219,  0.263,  6.000, -2.000, -297.990, -134.747,  0.452, -2.000,  0.500
1572.806, 112.449,  0.071,  3.000, -4.333, 216.485, -67.291, -0.311,  4.000,  5.433
1332.455, 49.568,  0.037,  8.000, -4.333, -17.769, -16.228,  0.913, -1.000,  4.133
502.180, 45.786,  0.091,  9.000,  2.357, -55.361, -11.821,  0.214, -5.000, -4.607
918.957, 17.451,  0.019, 10.000,  1.857, 100.856, 42.906,  0.425, -5.000, -3.357
437.444, 27.764,  0.063,  7.000, -1.875, 29.716,  5.281,  0.178, -4.000, -1.958
394.295, 33.585,  0.085,  7.000, -5.125, -61.804, 13.771, -0.223, -4.000,  0.625
1408.815, 67.537,  0.048,  4.000, -2.375, -48.194, -21.925,  0.455,  5.000,  4.589
834.922, 27.588,  0.033,  4.000, -2.500, -21.939, -7.340,  0.335,  7.000,  7.750
1968.625, 90.768,  0.046,  4.000, -2.375, 50.382,  8.071,  0.160,  3.000,  0.875
10.667,  0.721,  0.068, 13.000,  6.500, 139.810, 10.469,  0.075, -7.000, -7.000
151.971, 103.249,  0.679,  9.000,  0.375, -134.841, -66.238,  0.491, -6.000, -3.708
909.819, 47.603,  0.052,  7.000, -0.214, -188.093, -31.499,  0.167, -2.000,  0.214
756.273, 92.129,  0.122,  9.000,  0.500, 62.518, 11.837,  0.189, -4.000, -0.900
1977.373, 60.630,  0.031,  4.000, -2.250, -174.924, -3.363,  0.019,  2.000,  3.083
998.719, 30.308,  0.030,  3.000, -4.333, -133.448,  3.498, -0.026,  3.000,  5.167
819.729, 24.518,  0.030,  3.000, -2.500, 30.712, 31.331,  1.020,  2.000,  1.700
498.608, 146.947,  0.295,  5.000, -3.300, -366.742, -60.654,  0.165, -2.000, -1.033
1388.394, 115.663,  0.083, 13.000,  6.958, -247.038, 64.249, -0.260, -8.000, -7.558
769.700, 42.028,  0.055,  4.000, -2.875, -14.772, 36.383, -2.463,  1.000,  2.675
1028.768, 212.211,  0.206,  4.000, -2.375, 136.618, -99.112, -0.725,  1.000,  1.575
1674.364, 126.116,  0.075,  3.000, -3.500, -69.193, 29.806, -0.431,  2.000,  3.300
528.572, 118.744,  0.225,  5.000, -2.300, 79.252, -89.817, -1.133,  0.000,  2.100
123.662, 46.393,  0.375,  4.000, -3.375, -61.490, -42.803,  0.696, -1.000, -0.292
72.176, 29.464,  0.408,  6.000,  0.500,  6.098, -13.256, -2.174, -2.000, -1.625
78.785,  3.521,  0.045,  4.000, -2.875, 11.983,  2.769,  0.231,  0.000,  1.875
672.403, 50.935,  0.076,  1.000, -2.750, -8.999, 51.026, -5.670,  4.000,  3.150
197.869, 10.093,  0.051,  2.000, -1.167, -111.794,  6.704, -0.060,  1.000, -4.000
647.320, 16.608,  0.026,  6.000,  0.917, 220.456, 16.673,  0.076, -1.000, -2.317
80.640, 130.825,  1.622,  3.000, -2.167, 33.366, -96.267, -2.885,  2.000, -2.000
1495.326, 102.799,  0.069,  7.000,  1.429, -158.898, -27.663,  0.174,  1.000, -1.429
812.729, 122.255,  0.150,  5.000, -6.600, -147.237, -3.012,  0.020,  0.000,  5.400
2410.318, 116.666,  0.048, 12.000,  3.500, -214.449, -28.304,  0.132, -6.000, -4.333
355.710, 26.912,  0.076,  3.000, -4.750, -196.912, 20.120, -0.102,  0.000,  0.750
130.571, 18.439,  0.141,  6.000, -2.000, 59.672, 16.443,  0.276,  2.000,  3.875
18.414,  1.136,  0.062, 10.000,  1.500, 121.883, 43.451,  0.356, -6.000, -3.750
30.325, 21.218,  0.700,  8.000,  0.438, 104.007, -12.964, -0.125, -3.000, -1.688
12.203,  0.000,  0.000,  4.000, -2.500,  0.761,  0.000,  0.000,  2.000,  2.333
109.134,  7.393,  0.068, 24.000, 12.933, -32.987, 14.890, -0.451, -18.000, -12.433
166.824, 14.745,  0.088, 11.000,  2.300, -5.726, 10.104, -1.765, -6.000, -4.400
874.478, 58.931,  0.067,  9.000, -1.250, -22.071, -13.477,  0.611, -2.000,  0.750
1624.809, 69.332,  0.043, 11.000,  2.250, 47.485, -9.898, -0.208,  3.000,  6.068
736.604, 29.136,  0.040,  1.000, -0.750, 48.435, 10.606,  0.219,  5.000,  0.083
563.266, 16.090,  0.029,  5.000, -1.875, 14.100, 17.084,  1.212,  2.000,  2.232
16.443, 105.667,  6.426,  6.000, -1.000, 40.216, -85.121, -2.117, -2.000, -2.375
104.399, 253.188,  2.425,  4.000, -4.167, -26.277, -213.896,  8.140,  0.000,  2.042
240.631, 19.812,  0.082,  3.000, -5.667, 55.680, 13.883,  0.249,  1.000,  1.167
139.973, 16.797,  0.120, 11.000,  4.938, 57.962, -8.692, -0.150, -5.000, -8.938
298.249, 36.923,  0.124,  7.000, -0.167, -69.892, -23.436,  0.335,  1.000, -2.500
25.141,  2.857,  0.114,  2.000, -1.250, -6.137,  3.048, -0.497,  1.000, -4.250
1081.225, 25.558,  0.024,  6.000,  0.083, -98.961, 76.215, -0.770,  0.000, -0.667
