da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
90.800, 114.811, 136.393, 100.847, 121.146, 138.007, 3011.745, 207.896,  0.069,  6.000, -0.600, -13.217, 49.694, 16.475, -42.373, 37.511,  4.862, -2259.270, -142.728,  0.063, -3.000, -1.733
115.190, 104.944, 125.492, 120.470, 118.306, 121.224, 982.685, 92.057,  0.094,  3.000, -4.667, 10.398,  6.926, -2.136,  5.967, -3.637, -2.329, -170.897, -56.673,  0.332,  5.000,  4.738
134.881, 135.215, 108.707, 133.675, 127.177, 99.148, 119.268, 109.162,  0.915,  7.000, -1.200, -5.587, -31.088, 21.815, -7.094, -26.698, 33.792, -65.984, -95.911,  1.454, -4.000, -3.133
125.577, 121.371, 113.267, 130.720, 116.747, 112.533, 240.061, 21.975,  0.092,  7.000,  0.250,  9.898, 11.734, -17.127,  8.222, 15.281, -23.503, -75.149, -19.285,  0.257, -4.000, -5.417
129.154, 123.547, 109.419, 123.369, 125.106, 111.525, 415.892, 10.478,  0.025,  4.000, -3.667, -3.866, -12.055,  4.409,  6.427, -9.216,  2.790, -11.109, -6.494,  0.585,  0.000, -0.333
110.592, 120.981, 136.852, 108.305, 116.566, 135.128, 786.769, 112.560,  0.143,  7.000, -0.375, -14.401, -2.943, 12.455, -22.723,  9.964, 12.759, -485.423, -103.557,  0.213, -1.000,  1.542
103.450, 115.827, 136.948, 113.279, 119.849, 126.871, 677.524, 86.335,  0.127,  4.000, -10.500, -7.946,  3.685, 13.023, -23.809,  0.464, 23.344, -335.620, -81.896,  0.244,  3.000, 11.900
112.455, 141.148, 97.925, 111.643, 143.341, 105.016, 164.674,  5.406,  0.033,  6.000,  0.500, -24.136,  4.087,  4.133, -11.743,  3.337,  8.405, -24.474, -2.751,  0.112, -2.000, -2.875
95.894, 139.127, 121.490, 97.656, 125.405, 136.939, 65.075, 15.211,  0.234,  9.000,  3.417,  5.999, 10.951, -0.994, -3.852, 25.793, -21.942, -45.229, -10.634,  0.235, -4.000, -7.750
113.085, 103.804, 118.537, 119.527, 109.535, 130.938, 136.348, 23.887,  0.175,  6.000,  0.250, -26.401, 45.394, -4.880, -21.713, 34.756, -13.042, -23.092, -9.509,  0.412,  0.000, -0.500
120.146, 123.337, 113.006, 123.284, 124.310, 112.406, 640.854, 50.921,  0.079,  1.000, -8.500,  2.672, 11.000, -12.378,  0.037,  5.051, -5.089, -32.353, 15.422, -0.477,  5.000,  8.750
138.305, 131.123, 102.205, 132.987, 120.327, 106.687, 171.482,  9.316,  0.054,  6.000, -4.333, -65.145,  6.376, 22.484, -50.590, 20.783, 29.808,  4.495,  2.788,  0.620, -2.000,  0.583
126.767, 125.137, 120.937, 124.923, 120.356, 114.721, 177.991, 11.232,  0.063,  3.000, -9.500, -11.391, -15.190, 11.777, -9.121, -9.047, 18.168, -0.671, -4.104,  6.114,  1.000,  8.125
120.128, 128.095, 106.776, 124.717, 123.268, 112.015, 817.671, 104.116,  0.127,  3.000, -7.667, 30.093, -30.923, 13.451, 26.716, -32.451,  5.734, 162.824, 86.108,  0.529,  9.000, 10.229
135.617, 92.268, 139.277, 123.209, 101.693, 135.098, 299.488, 28.823,  0.096, 20.000, 11.850, -8.947, 13.185, -11.401, -11.507,  3.216,  8.291, -134.467, -5.656,  0.042, -12.000, -12.850
144.999, 101.677, 112.623, 147.699, 97.181, 115.120, 254.783, 12.644,  0.050,  6.000,  0.500, -8.873, -0.553, 13.051, -5.545,  0.125,  5.420, -21.681, 18.864, -0.870, -1.000, -4.200
133.588, 115.589, 110.823, 127.988, 120.368, 111.644, 780.204, 65.079,  0.083,  6.000, -0.500, 29.254, -67.068, 37.814, 25.476, -61.450, 35.974, -316.001, -47.911,  0.152, -4.000, -0.833
130.993, 95.202, 133.805, 139.183, 95.936, 124.881, 30.777,  3.128,  0.102,  4.000, -1.500, -48.651, 14.382, 19.102, -51.355, 21.742, 29.613, -3.399,  1.707, -0.502,  0.000, -4.250
151.685, 118.973, 89.341, 154.053, 116.702, 89.244, 655.189, 11.442,  0.017,  4.000, -5.500, -6.653, -7.155, 19.440, -9.961, -9.062, 19.024, -10.522, -5.505,  0.523,  3.000,  3.600
123.460, 120.914, 102.454, 127.203, 121.223, 111.573, 411.414, 12.630,  0.031,  5.000, -2.200, 12.539, -13.895,  6.339, 12.814, -14.435,  1.619,  8.090,  3.484,  0.431, -1.000, -2.050
118.323, 103.976, 120.774, 120.643, 109.915, 129.443, 401.028, 13.876,  0.035,  9.000,  1.333, 19.880, 10.250, -16.282, 17.970,  3.164, -21.134,  9.156, -7.992, -0.873, -2.000, -2.333
142.120, 100.223, 136.291, 132.696, 97.323, 129.981, 1108.665, 162.008,  0.146,  6.000, -5.167, 10.468, -30.619,  1.517, 18.406, -13.283, -5.123, -548.334, -148.712,  0.271,  1.000,  5.467
138.130, 107.368, 114.502, 139.221, 101.729, 119.049, 847.123, 33.167,  0.039,  5.000, -2.500, -12.113, 11.014, -4.472, -6.928,  5.448,  1.480, -43.401, -20.407,  0.470,  2.000, -0.500
117.870, 139.784, 111.183, 111.843, 133.585, 114.571, 3496.056, 232.166,  0.066,  7.000, -0.500, 10.242, -31.410, 10.549, 15.186, -13.800, -1.387, -402.130, -41.353,  0.103,  7.000,  7.955
115.127, 119.795, 143.020, 115.843, 110.493, 133.664, 491.729, 31.221,  0.063,  6.000, -0.250, 11.727, -17.934, -14.201, 12.624, -4.077, -8.547, -82.724, -20.799,  0.251, -2.000, -2.750
103.439, 144.125, 116.859, 103.806, 140.802, 115.392, 398.179,  9.940,  0.025,  5.000,  0.900, 16.212, -31.046,  5.594, 15.302, -25.587, 10.285, -84.504, -1.532,  0.018,  0.000, -1.600
100.931, 112.610, 141.401, 100.815, 115.189, 143.996, 170.023,  7.548,  0.044,  4.000, -3.000, 28.704, 21.971, -28.738, 22.147, 14.270, -36.417, -45.838, -3.069,  0.067,  0.000,  1.000
111.470, 117.042, 129.565, 115.034, 112.833, 132.133, 4249.475, 453.941,  0.107, 12.000,  1.071,  4.501,  2.368,  4.105,  0.699,  6.441, -7.141, -982.643, -215.659,  0.219, -3.000,  2.651
120.878, 106.515, 120.662, 122.839, 110.285, 126.876, 1029.996, 57.896,  0.056,  4.000, -2.250, 13.365, -9.124, 14.969,  6.815, -11.395,  4.580, -27.487, 49.164, -1.789,  2.000,  1.750
146.843, 130.270, 99.383, 142.846, 121.907, 95.246, 678.705, 26.068,  0.038,  3.000, -3.750, -35.043, -7.707, 27.508, -27.019, -0.930, 27.950, 42.520, 29.490,  0.694,  4.000,  4.393
121.844, 104.251, 131.319, 126.366, 102.210, 131.424, 1420.749, 90.680,  0.064,  5.000, -1.000, -12.291, 23.220, -7.650, -15.502, 26.007, -10.505, -208.667, -69.684,  0.334,  1.000, -0.083
139.091, 123.706, 109.479, 133.293, 113.319, 113.388, 260.070, 16.848,  0.065,  1.000, -7.750, 10.340, -18.210, 13.427,  4.217, -26.925, 22.707, -138.498, 10.102, -0.073,  2.000,  4.417
100.564, 113.681, 137.518, 103.795, 114.001, 142.204, 761.592, 69.093,  0.091,  8.000,  1.417,  1.285, 24.161, -8.344, -0.484, 17.581, -17.096, -230.523, -26.845,  0.116, -3.000, -2.417
100.869, 108.941, 147.759, 101.104, 110.031, 148.865, 764.413, 127.181,  0.166,  9.000,  1.100, -2.674, 12.122, -10.917, -7.017, 16.549, -9.531, -328.655, -118.180,  0.360, -6.000, -4.267
99.769, 149.647, 108.574, 104.133, 142.693, 113.173, 178.502,  4.861,  0.027,  6.000, -2.375, 42.401, -45.760,  2.374, 31.085, -33.206,  2.122, -76.774, -3.338,  0.043, -3.000, -2.958
147.408, 122.583, 112.892, 130.513, 122.209, 107.277, 680.317, 32.467,  0.048,  6.000, -0.400, -34.103, 10.235, 17.732, -25.585,  9.845, 15.740, -142.338, -13.564,  0.095,  0.000,  1.400
98.660, 142.876, 125.228, 92.769, 140.636, 126.595, 273.665, 65.112,  0.238,  6.000, -1.167, -6.014, -4.562,  3.813, -7.045, -2.552,  9.596, -25.498, -54.967,  2.156, -3.000, -2.500
95.013, 125.818, 118.350, 110.773, 123.741, 125.486, 159.513, 10.654,  0.067,  3.000, -3.167, 11.919, -2.486,  5.559,  2.820, -1.956, -0.864, 55.050, -5.813, -0.106,  1.000,  1.417
86.572, 134.922, 127.895, 94.204, 125.263, 140.533, 294.046, 128.769,  0.438,  7.000, -0.800,  4.261, -12.865, 17.034, -4.515, -1.204,  5.719, -18.104, -101.186,  5.589, -5.000, -1.367
95.275, 178.913, 75.819, 101.023, 178.162, 80.816, 34.263,  0.000,  0.000,  8.000,  1.000, -2.059, -22.205, 34.445, -7.900, -20.783, 28.684, 284.286, 48.993,  0.172, -7.000, -2.750
111.000, 125.603, 119.038, 116.596, 127.807, 115.597, 820.154, 23.684,  0.029, 10.000,  4.500,  8.380,  7.853, -2.178,  1.587,  1.596, -3.183, 79.036, -9.350, -0.118, -4.000, -5.250
117.969, 120.594, 124.634, 115.658, 119.478, 124.864, 750.441, 20.585,  0.027,  3.000, -4.167, -11.990, 14.824, -8.024, -6.422, 16.549, -10.127, 71.916, -1.679, -0.023,  1.000,  0.792
128.509, 120.139, 116.394, 127.376, 123.820, 108.804, 342.703, 25.881,  0.076,  7.000,  1.300, 10.605, -8.361, -5.315, 10.026, -19.206,  9.180, 141.645, -15.640, -0.110, -1.000, -1.717
131.872, 120.585, 105.905, 126.915, 122.861, 110.225, 800.816, 25.183,  0.031,  3.000, -2.333, -15.194,  1.268, 15.508, -9.720,  0.314,  9.406, 119.303, -13.374, -0.112,  4.000,  3.190
119.726, 118.628, 121.646, 124.385, 122.304, 113.310, 571.488, 14.118,  0.025,  5.000, -1.400,  9.539,  6.300, -17.157,  6.240,  5.855, -12.095, 141.169, -5.162, -0.037,  1.000,  0.700
126.812, 111.274, 120.078, 119.596, 111.269, 129.134, 519.890, 10.147,  0.020,  1.000, -3.750, -3.156, 19.902, -18.604,  2.735, 20.304, -23.037, -56.916, -6.948,  0.122,  3.000,  0.000
159.882, 102.936, 97.182, 159.882, 102.936, 97.182, 25.292,  3.707,  0.147,  3.000, -2.667, -15.132, 46.564, -31.891, -14.819, 46.168, -31.349, 63.975, -2.564, -0.040,  2.000,  0.167
123.454, 114.028, 119.966, 124.730, 116.466, 118.804, 87.217, 74.942,  0.859,  9.000, -0.300, -34.170, 10.787, 22.155, -31.553,  6.392, 25.160, -46.310, -57.796,  1.248, -4.000, -0.200
98.460, 128.488, 135.425, 101.334, 122.196, 136.470, 1704.260, 88.026,  0.052,  1.000, -3.500, 21.075, -20.081,  5.229, 17.357, -16.674, -0.683, 18.467, 20.448,  1.107, 11.000,  7.083
119.075, 134.747, 107.352, 113.626, 134.851, 111.523, 1144.612, 107.271,  0.094, 19.000, 11.875,  0.640, -7.294,  5.937,  1.891, -12.213, 10.322, 259.401, -37.638, -0.145, -7.000, -6.500
155.045, 94.991, 110.560, 155.063, 94.693, 110.244, 25.115,  0.000,  0.000,  6.000, -0.083,  8.186, -51.898, 43.117,  8.167, -51.600, 43.433, -22.916,  1.128, -0.049, -5.000, -8.917
125.014, 98.373, 135.928, 122.146, 97.706, 140.149, 477.598, 19.209,  0.040,  6.000, -1.500, -24.253, 12.732,  4.005, -15.380, 12.372,  3.008, 12.343, 66.125,  5.357,  0.000,  1.100
111.044, 133.017, 115.938, 112.151, 129.896, 117.953, 245.137, 36.439,  0.149,  5.000, -1.100, 12.626,  1.423, -27.363, 12.230, -7.156, -5.074, 31.202, -15.103, -0.484,  2.000,  1.200
116.814, 121.099, 122.087, 116.814, 121.099, 122.087, 32.261, 125.763,  3.898,  8.000,  1.875, -14.886, 13.894,  1.055, -14.918, 13.817,  1.100, -27.127, -125.690,  4.633, -5.000, -7.208
102.832, 157.108, 122.952, 102.752, 145.662, 111.586,  1.577,  0.000,  0.000,  7.000,  1.750, 16.955, -43.219, 10.726, 26.462, -32.996,  6.533, 203.440,  9.704,  0.048, -3.000, -3.750
77.262, 141.561, 141.177, 84.898, 142.553, 132.548, 1547.535, 283.341,  0.183,  6.000,  0.500,  3.238,  7.565,  5.733, -3.633,  7.033, -3.400, 1791.345, -172.335, -0.096,  1.000,  0.833
98.010, 144.123, 129.240, 94.596, 138.313, 127.091, 261.102,  7.320,  0.028,  8.000,  0.143,  2.063, -12.937, 12.328, -4.103, -9.866, 13.968, 447.610,  8.883,  0.020, -5.000, -4.310
105.889, 127.963, 114.092, 104.761, 126.659, 128.580, 128.543, 40.242,  0.313,  4.000, -1.000, 16.083, 13.207, -23.825, 28.425, 19.259, -47.684, -79.172, -37.646,  0.476,  2.000, -2.800
142.370, 122.771, 117.482, 137.993, 107.291, 114.716, 942.560, 207.369,  0.220,  3.000, -4.667, -3.050,  1.565, -6.152, -5.472, 17.832, -12.360,  0.930, -142.535, -153.182, 10.000,  9.722
118.200, 118.434, 123.366, 126.629, 103.104, 130.267, 520.476, 49.966,  0.096,  6.000, -0.750, 21.314, -18.543, -15.847, 13.580,  4.177, -17.757, -90.762, -19.713,  0.217,  0.000,  0.083
127.385, 118.589, 121.043, 122.292, 117.211, 120.497, 50.951,  7.835,  0.154,  5.000,  0.750, 18.843, -10.573, -16.325, 21.017, -5.758, -15.259, -23.372, -6.021,  0.258, -2.000, -3.750
105.210, 109.613, 132.343, 113.421, 113.813, 132.767, 83.195, 16.130,  0.194,  4.000, -1.875, 46.545, -8.341, -27.208, 41.541, -20.715, -20.826, 28.002, -3.977, -0.142,  1.000, -0.525
125.200, 135.461, 102.651, 125.554, 133.785, 100.661, 276.023, 31.348,  0.114,  5.000, -3.100, 25.584, -12.063, -10.269, 18.653, -8.150, -10.504, 93.122, -18.596, -0.200,  1.000,  2.267
111.026, 119.796, 119.682, 115.058, 127.526, 117.416, 456.606, 42.205,  0.092,  3.000, -6.833, 21.412, -18.623,  4.358, 18.462, -25.571,  7.110, -144.084, -38.942,  0.270,  2.000,  6.233
134.443, 121.207, 104.350, 132.586, 122.935, 104.479, 867.507, 354.099,  0.408, 10.000,  3.250,  5.535, -12.661, 11.707,  5.382, -5.431,  0.049, -231.391, -258.362,  1.117, -6.000, -5.250
103.784, 125.881, 140.468, 104.319, 121.935, 133.747, 2393.431, 78.999,  0.033,  6.000,  0.750, -4.622,  6.120, -1.415, -14.663, 16.613, -1.950, -418.665, -52.011,  0.124,  1.000,  0.833
124.490, 136.052, 99.458, 125.649, 135.217, 99.134, 257.243, 117.335,  0.456,  7.000,  0.500,  2.004, -7.738, 17.900, -3.815, -3.236,  7.051, 48.005, -10.054, -0.209, -1.000, -2.800
111.401, 110.504, 126.080, 116.466, 118.112, 125.422, 2968.867, 308.769,  0.104,  5.000, -1.000, 11.920, 18.264,  8.454, -1.860,  6.289, -4.430, -909.041, -274.552,  0.302, -1.000, -2.375
115.350, 125.876, 116.714, 116.380, 127.679, 115.941, 30.698,  1.220,  0.040, 10.000,  0.667, 36.260, -36.041,  1.840, 35.231, -37.844,  2.613, -24.534, -1.115,  0.045, -9.000, -8.917
113.137, 116.384, 132.189, 106.444, 125.420, 128.136, 305.423, 37.077,  0.121,  6.000, -1.750, 23.742, -47.693, 22.240, 15.599, -40.953, 25.354, -136.725, -14.988,  0.110, -1.000, -0.083
135.060, 118.063, 108.573, 132.763, 120.868, 106.369, 499.714, 33.464,  0.067,  4.000, -6.833, -23.901, 18.023,  7.021, -27.068, 17.584,  9.484, -118.949, -19.496,  0.164,  0.000,  3.458
125.237, 126.490, 118.151, 122.576, 125.320, 112.104, 2326.541, 189.881,  0.082, 16.000,  8.200, -0.723,  0.632, -13.071, -1.391,  3.705, -2.314, -224.857, -164.978,  0.734, -11.000, -9.600
132.943, 114.437, 107.247, 133.529, 124.221, 102.250, 195.762,  8.382,  0.043,  4.000, -2.750, -17.377, 13.857,  5.248, -18.976,  3.099, 15.877, 29.455,  4.023,  0.137,  2.000,  1.417
109.613, 156.470, 139.761, 94.351, 133.085, 132.564, 840.091, 87.106,  0.104,  4.000, -2.875, -22.020, -30.827,  7.003,  1.032,  0.414, -1.446, -172.587, -59.987,  0.348,  2.000,  2.458
128.375, 130.518, 101.591, 127.298, 126.501, 106.201, 719.794, 23.581,  0.033,  4.000, -1.625, 18.440, 11.608, 15.281,  9.974, -10.768,  0.793, -128.239, 15.202, -0.119,  3.000,  1.554
129.030, 109.048, 129.937, 126.428, 104.509, 129.062, 1100.950, 100.223,  0.091,  8.000,  1.900, -7.123, -23.680, -1.639,  3.500, -12.813,  9.314, -42.941, -60.886,  1.418, -3.000, -3.400
125.867, 125.844, 97.911, 123.065, 131.033, 105.903, 41.560,  0.000,  0.000,  5.000, -2.500, -10.205, -5.120, 25.703, -6.380, -9.239, 15.619, -19.665, 16.733, -0.851, -1.000, -3.000
104.135, 113.407, 124.130, 109.858, 116.835, 133.306, 268.125, 559.843,  2.088,  3.000, -4.250,  5.953, 32.948, -20.573, -0.483, 29.437, -28.955, -186.467, -557.934,  2.992,  0.000, -2.083
139.267, 77.510, 140.135, 144.801, 76.433, 138.766, 270.135, 67.202,  0.249,  5.000, -0.625, -1.793, 18.321, -21.994, -6.348, 18.825, -12.477, -11.056, -56.812,  5.138,  3.000,  3.125
126.381, 130.556, 103.063, 130.761, 131.981, 97.258, 394.710, 18.568,  0.047,  5.000, -3.000,  8.037,  0.286, -22.846, -0.561,  2.823, -2.263, 113.142,  6.029,  0.053,  0.000, -0.875
126.172, 87.018, 151.214, 124.989, 84.816, 150.195, 302.488, 12.064,  0.040,  1.000, -2.750, 16.733,  0.606, -1.668, 27.965, -17.904, -10.060, 104.694, -6.571, -0.063,  1.000, -0.750
119.721, 110.318, 136.801, 120.496, 102.412, 137.092, 359.759, 38.829,  0.108,  1.000, -0.500,  4.347, -23.207,  3.642, 11.241, -14.734,  3.493, -44.216, -7.699,  0.174,  3.000, -2.375
133.919, 80.905, 131.959, 137.229, 78.774, 143.998, 55.314, 31.435,  0.568,  7.000,  1.625,  0.602, 16.959, -4.345, -7.830, 29.412, -21.582, -29.892, -29.250,  0.979, -4.000, -5.125
128.788, 142.980, 88.232, 128.553, 140.871, 90.576, 77.962,  6.004,  0.077,  6.000, -2.250,  7.999, -5.314, -13.872,  9.546, -5.469, -4.077, 68.225, -3.294, -0.048, -3.000, -2.250
114.333, 119.286, 126.381, 114.681, 118.829, 126.490, 13010.810, 545.697,  0.042,  6.000, -3.500, -5.227,  3.787, 10.803, -8.116,  3.448,  4.668, -576.613, -271.040,  0.470, 11.000, 13.958
120.623, 104.561, 134.817, 124.283, 103.138, 132.579, 6816.676, 435.340,  0.064,  4.000, -2.750, -11.716, -5.101, 14.910, -17.726,  0.832, 16.895, -773.770, -228.311,  0.295,  4.000,  5.000
122.638, 144.935, 95.256, 122.416, 149.575, 88.008, 547.824, 23.827,  0.043,  4.000, -2.000, 17.838, -4.673, -15.995, 21.066, -6.833, -14.233, -14.387, -17.905,  1.244,  2.000,  1.500
124.484, 130.547, 104.969, 125.102, 135.850, 99.048, 2035.190, 52.767,  0.026,  5.000, -4.200, -25.422, 13.303,  5.224, -23.764,  5.498, 18.265, -37.683, -25.348,  0.673, -1.000,  0.450
139.665, 108.776, 103.343, 136.528, 118.482, 104.991, 303.853,  8.843,  0.029,  3.000, -3.500, -2.312,  8.046, -9.119,  3.947,  6.728, -10.676, 30.592, -4.893, -0.160,  2.000,  2.600
118.383, 95.839, 123.125, 128.873, 103.199, 127.929, 1361.006, 173.613,  0.128,  6.000, -1.125, 39.314, 24.577, -15.875, 10.849, -7.162, -3.687, -133.574, -155.158,  1.162,  3.000,  1.708
148.012, 88.879, 123.109, 148.012, 88.879, 123.109, 11.250,  0.000,  0.000,  3.000, -5.167, -2.470, 11.255, -8.807, -2.459, 11.030, -8.571, -7.512,  0.000, -0.000,  0.000, -0.167
99.277, 142.163, 122.335, 96.140, 143.501, 120.359, 171.991, 13.105,  0.076,  6.000,  0.333, -27.803, -4.578, 28.606, -22.377, -5.255, 27.632, 38.734,  4.221,  0.109, -4.000, -2.000
84.022, 129.635, 130.828, 104.603, 134.696, 120.702, 1274.263, 141.841,  0.111,  5.000, -0.700, 65.463,  8.238, -44.610, 44.418, -7.231, -37.187, -741.950, -136.796,  0.184,  2.000, -0.300
117.492, 130.082, 108.227, 123.921, 125.159, 110.920, 552.596, 16.115,  0.029,  9.000,  1.875,  9.949, -27.333, 24.277,  8.589, -25.565, 16.976, 462.307,  4.006,  0.009, -3.000, -3.375
115.355, 118.936, 122.640, 116.113, 120.763, 123.124, 1323.899, 47.618,  0.036,  3.000, -3.667, -1.810,  1.902, 24.754, -6.958, -5.970, 12.929, 173.165, -0.298, -0.002,  5.000,  5.479
93.718, 115.313, 145.293, 93.941, 117.618, 148.441, 573.795, 55.747,  0.097,  6.000, -0.375, -8.424, 13.062, -2.100,  0.424,  4.666, -5.090, -233.404, -27.102,  0.116, -2.000, -1.750
101.533, 136.806, 124.298, 100.040, 147.234, 112.722, 1016.395, 38.641,  0.038,  8.000, -0.667, 12.932, -8.286,  0.913,  6.558, -11.235,  4.681, -270.372,  8.999, -0.033, -4.000, -1.208
104.459, 151.721, 106.403, 117.077, 147.608, 95.316, 1090.012, 118.179,  0.108,  3.000, -6.667, -31.626, 10.398, 13.644, -43.019,  7.373, 35.646, -413.490, -35.594,  0.086,  1.000,  5.292
123.466, 127.847, 106.933, 123.245, 136.342, 100.413, 170.040, 19.808,  0.116,  7.000,  1.357, -23.943,  4.991, 21.890, -24.163, -0.685, 24.847, 25.148, -8.441, -0.336, -4.000, -2.690
122.734, 131.825, 119.537, 119.955, 128.780, 111.265, 513.587, 20.216,  0.039,  3.000, -3.667,  6.463, 19.178,  8.627, -0.112, 13.822, -13.710, -20.478, -13.748,  0.671,  1.000,  0.792
124.420, 120.652, 114.928, 121.832, 117.931, 120.237, 443.628, 35.384,  0.080, 11.000,  3.938, -8.365,  6.214, -3.591, -13.181, 14.445, -1.263,  9.704, -29.567, -3.047, -8.000, -8.104
112.545, 106.082, 116.106, 113.849, 126.473, 119.677, 460.197, 39.274,  0.085,  8.000,  0.000, -34.813, 42.493, 15.111, -26.702, 18.224,  8.478, 456.016, -23.879, -0.052,  2.000,  3.333
112.580, 114.599, 132.806, 113.832, 112.081, 134.086, 2043.581, 196.007,  0.096,  5.000, -0.200, -19.246, 13.806, 16.678, -37.063, 21.885, 15.179, 544.843, -20.372, -0.037,  6.000,  5.129
116.797, 96.127, 137.121, 132.562, 100.308, 127.130, 317.915, 33.206,  0.104,  7.000,  2.429, 27.272, -15.532, -9.320, 12.289, -12.152, -0.137, -82.000, 10.935, -0.133, -2.000, -2.029
126.537, 122.641, 112.612, 126.627, 121.624, 111.749, 1948.499, 64.210,  0.033,  4.000, -0.750,  4.202, -12.016,  2.531,  2.319, -4.944,  2.625, -30.272, -30.208,  0.998,  4.000,  3.562
124.008, 106.432, 114.958, 117.306, 115.059, 127.634, 951.514, 168.868,  0.177,  5.000, -3.250,  5.889, -12.487,  7.487, 14.988, -12.199, -2.789, -190.210, -156.151,  0.821,  1.000,  3.350
116.719, 116.873, 126.407, 111.796, 127.407, 120.797, 1338.529, 175.416,  0.131,  3.000, -3.333, 16.566, 14.332, -13.397, 28.885, -9.843, -19.042, -262.665, -127.768,  0.486,  4.000,  4.619
131.684, 116.956, 111.361, 126.293, 121.669, 112.038, 224.612, 10.029,  0.045,  5.000, -0.125,  1.300,  6.926, -8.225, 11.917,  3.297, -15.214, -16.704, -7.247,  0.434, -2.000, -4.208
143.756, 104.684, 111.560, 143.756, 104.684, 111.560, 536.607, 69.231,  0.129,  3.000, -3.167,  6.368, -40.066, 33.698,  6.368, -40.066, 33.698, 184.986, -50.446, -0.273, -3.000, -5.833
125.129, 108.899, 114.234, 130.998, 103.853, 125.149, 2275.033, 81.138,  0.036,  5.000, -1.300, 12.623, -27.794,  0.008,  3.450, -2.955, -0.496, 249.577, 101.163,  0.405, -3.000, -4.033
140.326, 132.073, 100.416, 137.273, 126.413, 96.314, 53.356, 454.278,  8.514,  3.000, -5.167, -9.431, 17.326, -19.185, -7.083, 22.956, -15.873, -23.965, -448.211, 18.703,  2.000, -0.583
117.154, 98.797, 126.034, 126.162, 109.987, 123.851, 279.464, 25.513,  0.091,  5.000, -2.000, 33.657, -15.209, 18.051, 28.685, -39.678, 10.992, -152.346, -21.400,  0.140, -4.000, -4.500
134.817, 116.693, 108.610, 136.294, 115.951, 107.755, 1549.325, 41.774,  0.027,  6.000, -0.125,  9.456, -38.105, 31.470,  5.740, -32.065, 26.325, -883.983, -20.046,  0.023,  3.000,  2.025
121.576, 142.278, 111.318, 126.908, 133.191, 99.901, 1440.497, 197.973,  0.137,  3.000, -5.500, 19.744, -36.606, 10.007, 16.240, -23.343,  7.104, -745.650, -147.750,  0.198,  2.000,  3.600
130.096, 98.397, 114.706, 118.917, 107.480, 133.603, 458.826, 18.736,  0.041,  6.000, -2.875, 26.777, -37.091, 26.374, 38.053, -45.901,  7.847, -4.670, -9.373,  2.007, -5.000, -1.625
119.433, 106.235, 127.580, 118.212, 114.114, 127.674, 1076.376, 76.314,  0.071,  9.000,  1.000, -16.146, 41.845, -8.138, -12.599, 26.156, -13.557, 59.115, -53.340, -0.902, -4.000, -3.800
125.166, 98.090, 136.745, 115.489, 102.426, 142.085, 1250.018, 37.389,  0.030,  3.000, -3.167, 13.411, -12.974, -1.710, 25.143, -20.045, -5.098, -496.278, -26.081,  0.053,  0.000, -1.333
