da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
109.554, 123.232, 129.208, 108.179, 122.293, 129.527, 143.525, 38.311,  0.267,  5.000, -2.400, -6.987, 14.393, -11.020, -6.575, 18.201, -11.626, -40.993, -32.402,  0.790,  0.000, -0.100
96.346, 109.745, 128.786, 103.948, 120.427, 135.625, 818.628, 82.555,  0.101,  5.000, -1.300,  6.962,  6.385, 10.608, -3.026, -2.771,  5.797, -140.381, -55.987,  0.399,  1.000,  1.633
102.870, 126.140, 123.890, 101.951, 131.712, 126.337, 442.557, 32.974,  0.075, 10.000,  4.750, -36.541, 19.723, -4.338, -22.281, 14.705,  7.576, -74.056, -23.412,  0.316, -7.000, -10.750
99.660, 132.091, 128.248, 99.660, 132.091, 128.248,  1.577,  0.000,  0.000,  4.000, -2.250, 18.308, -24.513,  5.030, 22.827, -30.075,  7.248, 80.408, 12.677,  0.158,  0.000, -0.583
121.412, 122.420, 120.010, 120.308, 120.932, 118.759, 1635.214, 170.891,  0.105,  6.000, -0.900,  2.270, -0.542, -12.422, 10.909, -1.173, -9.737, -408.217, -97.788,  0.240,  4.000,  3.900
121.728, 122.642, 115.629, 113.839, 119.019, 127.142, 1763.510, 44.649,  0.025,  7.000, -0.100,  6.008, -15.339,  2.201,  8.980, -5.507, -3.473, 176.668, -11.720, -0.066,  3.000,  2.600
98.010, 121.839, 140.151, 106.648, 110.479, 142.872, 53.381,  4.852,  0.091,  5.000,  0.000,  5.871,  1.014,  1.525, -6.061,  8.169, -2.107, -17.084, -2.173,  0.127, -2.000, -3.333
123.505, 133.098, 104.726, 119.992, 137.300, 102.708, 153.963, 11.680,  0.076,  5.000, -0.600, -24.660,  9.459, 13.111, -20.996,  4.524, 16.472,  2.954, -8.213, -2.780, -1.000, -2.525
78.109, 152.778, 132.435, 83.135, 145.100, 131.765, 1043.143, 152.127,  0.146,  4.000, -2.750, -19.748, -3.280, 17.476, -23.923,  5.751, 18.171, -249.365, -66.426,  0.266,  1.000,  1.750
98.091, 141.838, 134.860, 97.155, 138.264, 124.581, 573.210, 88.751,  0.155,  4.000, -2.000, -18.681, -10.212, 10.020, -14.896, -1.587, 16.483, -167.824, -10.114,  0.060,  0.000, -0.500
93.759, 131.876, 134.365, 99.285, 138.482, 122.233, 338.130, 12.234,  0.036,  5.000, -0.900,  1.245,  5.076, -2.086, -4.261, -2.762,  7.023, -126.884, -6.742,  0.053, -2.000, -4.433
118.529, 103.237, 138.234, 119.535, 102.244, 138.221, 248.796, 69.859,  0.281,  4.000, -5.375, 15.496,  1.460, -33.160, 22.592, -0.187, -22.404, 206.656, -45.908, -0.222, -2.000,  4.625
82.104, 122.405, 135.913, 89.130, 130.544, 140.327, 229.856, 35.820,  0.156,  3.000, -3.833, -35.164, 37.082, 17.661, -58.228, 33.990, 24.238, 86.934, 27.222,  0.313, -2.000,  2.833
80.770, 123.517, 155.714, 79.910, 125.891, 154.199, 171.529, 21.569,  0.126,  4.000, -3.750,  3.024, 30.449, 11.593, -19.977,  5.542, 14.435, 99.434, 26.017,  0.262, -3.000,  3.000
80.756, 147.889, 131.355, 80.306, 145.623, 134.071, 131.039, 21.702,  0.166, 10.000,  1.643, -10.181,  6.512,  3.669,  1.691, 11.995, -13.686, -56.019, -18.584,  0.332, -9.000, -2.393
88.497, 152.802, 118.702, 88.497, 152.802, 118.702,  2.243,  0.000,  0.000,  6.000, -4.833,  8.673, -22.799, 15.744,  5.937, -20.848, 14.911, 104.000, 17.864,  0.172, -2.000,  0.833
109.712, 131.782, 104.164, 122.279, 137.931, 99.790, 660.237, 19.402,  0.029,  9.000,  1.111, 10.852, -9.202, 14.386, -0.486, -16.797, 17.283, -37.076,  7.399, -0.200, -4.000, -3.311
129.245, 127.195, 115.164, 114.945, 136.755, 108.299, 1758.765, 83.064,  0.047,  6.000, -1.417, -19.303,  1.812, -26.833,  3.206,  6.659, -9.865, -307.057, -33.231,  0.108,  3.000,  2.774
113.795, 134.803, 105.249, 116.137, 125.973, 117.890, 1304.232, 27.858,  0.021,  6.000, -2.125,  8.447, -5.105, -6.571,  6.199,  7.337, -13.537, 334.907, 53.381,  0.159,  2.000,  3.482
132.530, 120.544, 97.891, 135.825, 111.156, 113.019, 845.183, 24.794,  0.029,  4.000, -5.875, -10.758,  0.880, -14.475, -9.654, 18.634, -8.980, -103.729, -16.057,  0.155,  0.000,  2.000
126.662, 116.092, 135.459, 120.025, 109.334, 130.641, 9039.439, 575.882,  0.064,  5.000, -1.800, -18.657, -3.736, 13.554, -10.689, -1.175, 11.864, -1384.551, -463.992,  0.335, 10.000,  9.086
141.564, 104.251, 110.473, 136.485, 111.062, 112.454, 716.241, 59.130,  0.083,  5.000, -2.000, -7.567, -23.169, 15.818,  3.865, -20.786, 16.921, 23.160, -41.043, -1.772,  3.000,  2.125
126.648, 111.963, 147.890, 114.148, 103.867, 141.985, 1098.835, 139.885,  0.127,  5.000, -1.600, 18.773, -36.906, -0.003, 22.168, -28.616,  6.448, -498.139, -50.254,  0.101,  3.000,  3.600
133.816, 151.425, 77.279, 132.556, 150.875, 76.569, 70.193,  7.544,  0.107, 10.000,  2.833, -4.025, -9.041,  8.637, -5.282, -7.945, 13.226, -30.112, 17.090, -0.568, -2.000, -4.500
95.336, 126.520, 124.037, 102.389, 131.220, 126.390, 163.224,  9.133,  0.056,  5.000, -1.700, 22.425,  5.404, -15.899, 15.974, -2.518, -13.457, -135.974, -5.548,  0.041,  0.000,  0.200
96.880, 129.808, 120.794, 95.839, 136.027, 128.133, 849.613, 115.905,  0.136,  3.000, -4.500, -7.008, -8.980, 25.913, -8.341, -11.535, 19.876, -261.033, -89.030,  0.341,  7.000,  9.071
131.249, 97.424, 117.787, 130.418, 107.512, 122.070, 462.622, 43.440,  0.094,  6.000,  0.333, -11.128, 14.033, 11.782, -11.806,  7.803,  4.003, -121.370, 81.127, -0.668,  2.000,  2.595
109.384, 141.182, 115.764, 99.589, 138.961, 121.450, 209.085, 17.331,  0.083,  6.000,  0.833,  6.046, -10.333, 11.387,  5.895, -18.552, 12.657, -89.622, -13.925,  0.155, -2.000, -2.708
110.641, 90.840, 138.828, 120.487, 117.133, 122.380, 76.554, 13.253,  0.173,  4.000, -1.750, 17.229, 21.593, -24.216,  6.531, -2.887, -3.644, -56.356, -12.461,  0.221,  1.000, -1.083
125.561, 134.227, 100.213, 116.200, 136.675, 107.125, 287.726, 14.727,  0.051,  5.000, -2.900, -27.483,  9.205, 22.469, -17.110,  9.650,  7.460, -39.836, -8.178,  0.205,  0.000,  0.525
118.930, 117.845, 123.225, 114.865, 122.734, 122.401, 154.677, 10.359,  0.067,  8.000,  1.000, -15.431, 28.609, -13.178, -11.145, 26.603, -15.459, -21.407,  5.795, -0.271, -3.000, -2.500
113.464, 121.927, 105.594, 122.203, 129.886, 107.911, 395.182, 142.743,  0.361,  5.000, -0.200, 21.475, 19.662, -27.528, 16.910,  8.066, -24.976, 28.325, -133.532, -4.714,  2.000,  2.500
118.752, 128.813, 117.488, 125.367, 120.863, 113.770, 1142.794, 30.112,  0.026, 14.000,  5.500, 20.853, -43.849,  9.032, 19.612, -27.170,  7.558, -66.797, -6.535,  0.098, -9.000, -5.875
101.008, 116.140, 142.852, 104.662, 117.570, 137.768, 1963.873, 265.898,  0.135,  4.000, -5.500, 17.627, -6.193,  6.300,  2.578, -5.469,  2.892, -758.738, -80.310,  0.106,  5.000,  8.600
133.875, 122.301, 103.824, 136.289, 115.801, 107.910, 135.709, 139.585,  1.029,  8.000, -1.083, -13.736,  8.759,  8.365, -12.094, 14.848, -2.754, 486.468, -116.366, -0.239, -3.000, -1.717
130.280, 132.874, 96.847, 125.935, 141.979, 92.086, 71.419, 15.020,  0.210,  3.000, -3.167, -10.440, -16.317, 26.165, -6.226, -20.881, 27.106, 50.394, -7.110, -0.141,  1.000, -1.458
130.850, 112.481, 109.800, 131.249, 118.503, 110.249, 836.158, 46.756,  0.056,  7.000,  0.714, -18.519,  7.318, 17.503, -19.783,  4.974, 14.809, -75.778, -22.226,  0.293, -1.000, -0.114
130.698, 94.791, 129.591, 127.415, 103.855, 128.730, 527.607, 38.647,  0.073, 10.000,  4.056, 18.408, -14.424, 18.211, 14.824, -29.936, 15.111,  2.313, -5.625, -2.432, -6.000, -5.431
138.463, 74.970, 146.567, 131.592, 78.114, 150.294, 676.767, 36.729,  0.054,  9.000,  1.786, 10.324, -4.213, -6.909, 16.683, -4.370, -12.313, -95.691, -31.751,  0.332, -3.000, -1.119
100.498, 134.577, 124.924, 102.249, 133.541, 124.210, 458.356, 24.494,  0.053,  4.000, -2.750, 29.231, 12.838, -41.785, 29.197, 13.616, -42.812, -208.093, -21.518,  0.103, -1.000, -1.750
129.608, 112.826, 121.770, 128.157, 112.778, 119.065, 440.092, 32.167,  0.073,  5.000, -2.833, 18.001, -26.689, -15.217, 15.729, -13.327, -2.402, -185.483, -21.402,  0.115,  1.000,  1.458
131.923, 117.120, 106.457, 136.645, 114.317, 109.037, 209.064,  9.169,  0.044,  7.000, -0.700, -0.487, -10.026, 15.063, -5.578, -4.289,  9.867, 27.364, 14.664,  0.536, -1.000,  0.450
133.424, 146.755, 83.029, 136.495, 144.431, 79.075, 62.805, 38.375,  0.611,  3.000, -5.667,  2.794, -19.819, 13.817,  1.731, -21.929, 20.198, -38.167, -35.813,  0.938,  0.000,  0.167
126.094, 119.222, 114.684, 122.870, 126.921, 110.209, 138.489,  7.964,  0.058,  6.000, -3.000, 22.157, -7.700, -14.457, 20.938, -15.361, -5.577, -88.957, -6.544,  0.074,  1.000,  1.667
133.769, 121.899, 95.731, 131.805, 123.581, 104.613, 615.827, 98.021,  0.159,  4.000, -3.125, -26.648, -16.369, 17.066, -9.917, -1.117, 11.034, 293.094, -6.810, -0.023,  6.000,  5.792
102.371, 144.452, 113.177, 116.462, 125.153, 118.384, 156.101,  9.661,  0.062,  5.000, -2.333, -11.297, -11.258, 22.017, -22.865,  8.310, 14.555, 97.915, 10.373,  0.106, -4.000, -6.667
93.160, 136.220, 130.620, 94.258, 135.582, 130.160, 79.194,  9.247,  0.117,  7.000, -1.300, 11.285, -26.222, 14.937,  5.319, -24.059, 18.740, -33.602,  8.139, -0.242, -4.000, -4.033
125.589, 94.536, 118.404, 135.225, 101.884, 122.891, 919.945, 44.075,  0.048,  7.000,  0.800, -18.701, 38.733, -2.805, -27.170, 35.055, -7.884, -341.774, -12.037,  0.035, -1.000, -1.550
108.933, 111.113, 141.823, 109.711, 106.572, 143.717, 5566.884, 512.712,  0.092,  6.000, -1.200, -21.336, -0.952,  6.033, -26.941, 24.414,  2.527, -1127.566, -211.239,  0.187,  5.000,  4.617
122.377, 122.194, 115.429, 125.304, 115.213, 119.483, 692.106, 33.592,  0.049,  6.000, -1.000, -32.958, 15.624, 17.334, -25.320, 11.487, 13.833, -3.278, -18.351,  5.598,  2.000,  0.800
122.189, 111.188, 120.808, 129.070, 113.139, 117.791, 168.792, 32.544,  0.193,  5.000, -2.375, 17.772, -4.500, -10.842,  7.372, -1.338, -6.034, 221.633, 123.371,  0.557,  3.000,  4.518
128.917, 127.594, 123.480, 119.384, 123.398, 117.218, 97.251, 22.003,  0.226,  5.000, -1.900, -24.544, 42.347, -37.794, -15.133, 46.517, -31.384, -73.768, -7.493,  0.102,  0.000,  0.400
120.130, 102.055, 137.815, 120.160, 98.946, 140.894, 255.954,  9.218,  0.036,  6.000, -1.375, 29.897, 23.245, -19.762, 26.801, 23.388, -50.189, -78.708, 13.717, -0.174, -4.000, -0.125
111.731, 116.929, 131.339, 107.528, 113.070, 139.397, 1204.318, 51.817,  0.043,  7.000,  1.714, -15.197, -5.440,  8.984, -20.852,  6.959, 13.897, -162.393, -33.049,  0.204, -2.000, -2.114
128.418, 150.448, 85.473, 126.242, 147.924, 85.822,  6.746,  0.000,  0.000,  5.000, -1.300, -6.329, -21.865, 21.039, -2.637, -18.099, 20.748, -3.228,  0.000, -0.000, -2.000, -2.867
116.113, 116.667, 127.219, 113.820, 112.658, 133.523, 315.117, 20.543,  0.065,  5.000, -1.200, 19.898, -9.827, -15.393, 25.623, -5.984, -19.638, -178.598, 70.321, -0.394, -3.000, -2.133
118.512, 122.028, 120.518, 115.092, 125.386, 119.522, 604.195, 121.041,  0.200,  4.000, -4.875, -1.437, -5.088, 20.960, -6.784, -16.651, 23.435, -81.048, -108.697,  1.341,  2.000,  4.875
123.715, 119.369, 111.980, 129.159, 118.079, 112.763, 1392.556, 41.446,  0.030,  6.000, -0.100, -6.929, -17.523, 29.389, -19.601, -7.722, 27.323, -230.119,  5.723, -0.025,  0.000,  0.267
122.377, 115.033, 122.515, 130.138, 105.469, 124.393, 468.113, 13.720,  0.029,  6.000, -1.333, -7.047, 18.843, -11.720, -3.955, 19.295, -15.340, -104.937,  3.921, -0.037,  0.000, -0.167
100.056, 127.188, 142.406, 91.814, 124.283, 143.903, 99.586, 21.128,  0.212,  9.000,  2.722, -21.817,  8.839,  3.327, -4.015,  5.543, -1.528, -35.198, -16.847,  0.479, -6.000, -6.889
109.336, 132.374, 124.449, 110.982, 127.681, 121.337, 1147.037, 181.201,  0.158,  1.000, -4.000, -11.253,  9.084,  5.897, -14.962,  2.851, 12.111, -118.219, -146.462,  1.239,  4.000,  2.700
115.718, 122.456, 123.199, 115.497, 120.782, 123.720, 3198.629, 325.994,  0.102,  3.000, -2.667, -6.488,  0.223,  7.319, -10.240,  2.365,  7.875, 48.612, -267.272, -5.498,  8.000,  7.556
120.522, 125.913, 120.493, 118.836, 121.875, 119.289, 748.244, 95.718,  0.128,  4.000, -2.125, -10.118,  3.006, -1.633, -13.566,  5.518,  8.048, 35.705, 35.114,  0.983,  3.000,  0.125
112.680, 128.744, 113.010, 108.937, 129.332, 121.731, 563.459, 33.117,  0.059,  4.000, -3.625, 12.342, -13.809,  8.037, 13.032, -13.543,  0.511, 48.688, 71.357,  1.466,  2.000,  2.958
140.873, 124.331, 99.889, 137.017, 123.432, 99.551, 669.815, 31.322,  0.047,  8.000,  1.312, -22.604, -2.745,  9.353, -17.302,  1.115, 16.188, 85.480, -9.609, -0.112,  1.000,  0.116
114.607, 123.372, 118.826, 113.437, 126.266, 120.297, 1667.909, 57.711,  0.035,  4.000, -0.625, 23.552, 10.325, -8.118, 14.880, -2.210, -12.670, 13.505, -18.190, -1.347,  2.000,  0.458
146.490, 114.637, 98.739, 147.328, 116.480, 96.191, 67.817,  3.289,  0.048,  6.000, -0.417,  0.485,  0.406, -0.757, -3.101,  0.684,  2.417, -62.562, -3.289,  0.053, -2.000, -3.750
109.953, 128.535, 125.444, 113.353, 123.874, 122.773, 1174.885, 84.305,  0.072,  6.000,  0.667,  0.321, -6.670,  2.416, -1.024, -2.082,  3.106, -572.151, -13.039,  0.023, -1.000, -2.067
107.449, 139.307, 113.829, 109.638, 134.744, 115.617, 5604.784, 291.329,  0.052,  4.000, -2.125, 12.731, -20.803,  1.624,  7.400, -12.012,  4.612, 1162.682, 90.416,  0.078, 10.000,  8.325
148.786, 69.340, 141.874, 136.742, 81.536, 141.723, 32.669, 13.688,  0.419,  6.000, -0.833, -48.103, 60.063, -11.960, -36.059, 47.867, -11.808, -17.790, -11.596,  0.652, -3.000, -5.000
128.626, 120.561, 110.811, 123.376, 122.868, 113.755, 440.385, 37.070,  0.084,  8.000,  2.375, -5.721, 18.861, -8.410, -3.287, 12.295, -9.007, 176.205, -25.481, -0.145, -1.000, -3.975
132.598, 87.424, 139.977, 133.477, 85.210, 141.312, 143.960, 65.122,  0.452,  5.000, -0.500, -1.609, -8.024,  9.633, -0.421, -9.515,  9.936, -60.605, -61.715,  1.018, -4.000, -4.000
120.686, 133.314, 120.668, 116.350, 127.387, 116.263, 2169.231, 188.038,  0.087,  6.000,  0.500, -2.760, -12.009,  4.212,  3.121, -7.906,  4.785, -150.326, -140.255,  0.933,  5.000,  3.722
132.013, 130.882, 93.681, 129.615, 135.408, 94.975, 1086.919, 170.944,  0.157,  8.000,  1.625, -0.447,  0.606, -4.459,  5.821,  2.103, -7.923, 145.919, -145.664, -0.998, -1.000, -1.411
119.496, 85.712, 154.792, 121.790, 84.251, 153.959, 21.025,  5.878,  0.280,  4.000, -2.500, 14.005,  7.501, -24.726, 13.320,  9.821, -23.141, -14.069, -3.224,  0.229, -1.000, -0.667
121.216, 96.879, 119.297, 130.671, 97.999, 131.330, 290.885,  4.824,  0.017,  5.000, -0.400, 32.611, -9.826,  6.559, 20.481, -12.417, -8.064, -132.381,  2.398, -0.018,  0.000, -0.600
128.373, 103.430, 126.983, 127.557, 110.069, 122.374, 1839.001, 297.444,  0.162,  3.000, -3.333,  2.908,  9.488,  3.624,  4.501, -9.971,  5.470, -242.374, -250.811,  1.035,  4.000,  2.833
119.808, 113.173, 132.672, 122.706, 108.773, 128.521, 3526.052, 337.915,  0.096,  4.000, -1.500,  0.512,  1.979, 10.298, -3.557, -16.358, 19.915, -1032.735, -263.495,  0.255,  3.000,  1.929
135.426, 108.393, 116.181, 135.426, 108.393, 116.181, 10.441,  0.000,  0.000,  4.000, -2.875, -23.520,  7.087, 13.832, -22.220,  7.912, 14.307, 64.955,  4.629,  0.071, -1.000, -3.625
125.342, 109.805, 124.854, 125.064, 108.316, 126.620, 569.067, 77.363,  0.136,  5.000,  0.400, -3.906,  8.014, -2.332, -4.515,  1.653,  2.863, -158.675, -70.993,  0.447, -1.000, -1.900
96.252, 129.580, 109.756, 107.401, 134.765, 117.834, 878.747, 76.320,  0.087,  4.000, -1.500, 20.821, -7.464, -1.532,  1.189,  0.088, -1.277, -93.689, -48.517,  0.518,  4.000,  3.083
100.391, 122.789, 127.143, 104.610, 122.794, 132.595, 635.037, 13.263,  0.021, 15.000,  6.571, -1.337, 20.399, -9.210, -4.107, 20.833, -16.726, -41.157, -3.647,  0.089, -11.000, -9.071
107.585, 118.997, 130.822, 119.963, 109.190, 130.848, 622.106, 36.940,  0.059,  7.000, -0.300,  3.468,  9.667, -7.961, -4.151,  2.371,  1.780, -67.440, -21.210,  0.315,  0.000,  1.467
108.096, 134.372, 129.163, 104.978, 126.826, 128.196, 3293.872, 220.356,  0.067,  5.000, -4.167,  3.351, -23.355, 13.359,  0.781, -15.720, 14.938, -1953.269, -92.274,  0.047,  1.000,  4.667
127.739, 154.489, 77.772, 127.739, 154.489, 77.772, 41.120, 34.096,  0.829,  7.000, -3.833, -36.267, -5.058, 24.004, -27.410, -8.929, 36.339, 330.401, -29.801, -0.090, -3.000,  0.708
121.387, 127.892, 107.484, 122.491, 127.348, 110.161, 198.343,  4.942,  0.025,  8.000, -0.429, -3.583,  4.766,  3.088, -7.729,  6.582,  1.147, 69.892, -1.667, -0.024, -5.000, -5.071
   NaN,    NaN,    NaN,    NaN,    NaN,    NaN,  6.746,  0.000,  0.000,  7.000, -0.700,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN, 12.495,  1.437,  0.115, -4.000, -2.967
79.351, 129.186, 151.463, 86.618, 120.858, 152.524, 241.063, 41.129,  0.171,  7.000, -0.667, -15.090, 13.814,  0.433, -23.555, 21.735,  1.819, -77.820, -14.400,  0.185,  1.000,  3.000
95.258, 129.625, 135.118, 95.258, 129.625, 135.118, 30.823,  8.501,  0.276,  1.000, -6.000, 12.209, -8.041, -4.836,  8.200, -7.744, -0.457, 10.414, -1.636, -0.157,  3.000,  2.875
154.532, 123.726, 81.742, 154.532, 123.726, 81.742, 120.822, 24.149,  0.200,  6.000, -1.700, -44.205, -12.964, 57.772, -42.982, -14.560, 57.542, -1.116, -8.414,  7.538,  0.000,  2.000
91.659, 112.284, 140.262, 103.266, 120.650, 136.084, 187.670, 98.438,  0.525,  6.000, -0.583, -0.162, 22.651, -14.987, -4.778, 18.805, -14.027, -104.956, -95.193,  0.907, -1.000,  0.083
103.546, 155.830, 103.728, 103.848, 154.278, 101.874, 48.569,  0.000,  0.000,  4.000, -0.875, 17.776, -21.937,  1.057,  3.598, -20.397, 16.799, -31.069,  1.050, -0.034,  1.000, -0.458
113.240, 86.421, 145.162, 109.685, 97.480, 152.836, 178.695, 21.655,  0.121,  5.000, -1.500, -2.920, -27.204, 10.486, 17.339, -21.068,  3.729,  4.396, 128.721, 29.284, -1.000, -0.125
148.114, 124.400, 107.051, 134.981, 130.347, 94.671, 251.810, 17.117,  0.068,  6.000,  0.000, -65.772, 21.559, 24.648, -39.949, 15.875, 24.074, -30.130, -9.147,  0.304, -4.000, -5.667
146.067, 114.738, 99.195, 146.067, 114.738, 99.195,  7.894,  0.000,  0.000,  8.000,  2.688, -14.161, -22.797, 36.958, -13.678, -23.411, 37.088, -3.246,  0.088, -0.027, -7.000, -5.188
134.623, 117.014, 129.322, 119.382, 120.812, 119.806, 144.772, 11.029,  0.076,  6.000, -2.333, -65.889, 35.569, 25.484, -44.053, 21.019, 23.034, 53.210, 19.268,  0.362, -2.000, -0.167
78.485, 126.032, 149.541, 84.381, 122.037, 153.582, 599.385, 81.577,  0.136, 10.000,  2.700, -44.616, 26.131, 18.317, -48.583, 34.862, 13.721, -151.488, -38.165,  0.252, -6.000, -5.033
123.619, 136.228, 100.154, 129.391, 128.548, 102.060, 213.295, 58.833,  0.276,  2.000, -4.500, -52.088, 12.076, 60.872, -67.357, 11.414, 55.943, -10.542, -52.768,  5.005,  1.000,  0.000
144.404, 96.352, 118.276, 139.699, 96.836, 123.465, 50.927, 12.075,  0.237,  4.000, -2.500, -18.681, 27.924, -4.146, -13.890, 25.290, -11.400, 15.054,  2.426,  0.161,  1.000,  0.000
120.830, 106.002, 141.390, 114.694, 100.531, 144.775, 328.035, 97.482,  0.297,  5.000, -1.300, -6.686, -8.610,  9.193, -12.425,  8.733,  3.692, -165.894, -34.317,  0.207, -1.000,  0.425
132.391, 105.651, 119.316, 132.665, 109.330, 118.006, 174.039, 10.677,  0.061,  6.000, -2.083, -30.123, 37.166, -15.216, -25.328, 33.825, -8.497, -161.105, -10.218,  0.063, -3.000, -1.750
100.887, 121.960, 122.771, 102.408, 124.642, 132.951, 848.518, 46.296,  0.055, 10.000,  3.000, 12.338, -8.562, 11.501,  6.585, -10.513,  3.928, -439.451, -35.547,  0.081, -4.000, -3.500
102.487, 116.976, 125.012, 116.092, 119.949, 123.955, 757.431, 31.795,  0.042,  7.000,  1.400, -5.044, 14.705,  4.018, -16.244, 11.723,  4.525, -413.821,  2.444, -0.006, -1.000, -0.733
132.049, 133.927, 114.035, 125.480, 133.780, 100.740, 771.274, 50.399,  0.065, 12.000,  6.200,  1.599, -5.718, 18.009, -13.058, -7.203, 20.261, -252.222, -17.031,  0.068, -7.000, -7.100
103.484, 124.690, 119.304, 104.388, 137.541, 118.071, 126.981,  6.347,  0.050,  3.000, -2.333,  3.810, -4.646, 19.668, -1.629, -5.700,  7.329, -62.732, -2.485,  0.040,  2.000,  0.333
107.463, 108.183, 144.354, 105.425, 112.604, 141.972, 278.507, 10.131,  0.036,  3.000, -4.500, -17.535, 11.576,  5.969, -4.241, -3.068,  7.309, -140.981, -3.067,  0.022,  1.000,  4.250
104.321, 133.740, 121.939, 114.368, 135.256, 110.376, 388.582, 25.148,  0.065,  3.000, -4.333, -11.318,  0.065, 20.479, -23.361, -0.447, 23.807, -121.476, -21.881,  0.180,  1.000,  1.708
143.754, 106.645, 91.407, 150.623, 121.589, 87.787, 111.574,  0.000,  0.000,  7.000,  1.214, -29.485, 17.967, 23.889, -32.939,  3.903, 29.036, -16.225,  3.967, -0.245, -3.000, -1.464
52.709, 157.736, 146.342, 54.315, 157.409, 148.276, 425.660, 70.215,  0.165,  6.000,  1.083, -31.121, 11.705, 22.628, -30.445,  9.637, 20.807, -250.294, -63.860,  0.255, -5.000, -6.333
105.774, 86.126, 160.293, 86.935, 108.868, 164.196, 254.407, 31.482,  0.124,  5.000, -0.500, -48.890, 46.968,  9.729, -9.088,  5.290,  3.798, -86.018, -29.268,  0.340, -4.000, -4.250
110.022, 139.183, 128.740, 117.269, 121.916, 120.816, 273.116, 16.248,  0.059,  5.000, -0.500, 35.026, -36.054, -0.578, 28.404, -16.968, -11.436, 225.754, -9.615, -0.043,  4.000,  1.500
129.050, 119.927, 103.982, 126.165, 121.860, 111.975, 1987.122, 118.811,  0.060,  2.000, -7.000,  1.880, 22.168, -15.513,  5.067, 10.096, -15.163, -11.335, -23.911,  2.109,  9.000, 11.050
124.232, 127.221, 102.233, 113.466, 127.462, 119.072, 217.246, 11.582,  0.053,  0.000, -4.000,  5.672, 13.160, -9.364, 18.280, 15.776, -34.056,  2.222, -9.384, -4.224,  5.000,  0.500
146.012, 86.693, 129.225, 144.755, 87.903, 127.342, 102.114,  4.359,  0.043,  1.000, -5.750, -10.680,  6.077,  2.673, -11.413,  9.737,  1.677, -45.030, -2.512,  0.056,  2.000,  1.583
160.224, 74.957, 150.870, 161.473, 64.307, 134.220, 296.567, 30.041,  0.101,  4.000, -2.000,  3.357, -21.823, -7.586, -0.628, -7.585,  8.213, -104.530, -25.582,  0.245,  1.000,  0.833
144.880, 55.753, 141.234, 144.019, 64.819, 151.161, 144.405, 187.124,  1.296,  6.000, -0.333, -12.317, 23.579,  6.871,  1.921,  1.053, -2.974, 21.545, -151.605, -7.037, -3.000, -1.333
102.681, 158.262, 132.807, 84.737, 159.331, 115.932, 465.072, 15.328,  0.033,  4.000, -3.250, -87.984, 16.394, 37.839,  2.088,  9.840, -11.929, -200.228, -13.151,  0.066, -3.000,  1.000
66.289, 142.124, 151.587, 72.451, 142.854, 144.695, 817.089, 156.459,  0.191,  5.000, -1.600, -50.758, 18.042, 20.037, -41.962, 23.651, 18.312, -534.140, -148.502,  0.278, -3.000,  0.600
117.062, 119.504, 143.000, 115.458, 110.968, 133.574, 111.707, 79.208,  0.709,  5.000, -0.700, -46.412, 11.231, 15.615, -7.740, -19.160, 26.900, -98.770, -60.676,  0.614, -3.000,  0.450
125.764, 129.074, 111.766, 129.896, 119.028, 111.076, 4525.663, 213.992,  0.047,  4.000, -4.000,  5.730, -15.545,  0.916, -8.273,  1.554,  6.719, -214.531, -74.741,  0.348,  4.000,  6.000
127.842, 121.606, 113.574, 127.449, 118.336, 114.215, 2347.237, 230.526,  0.098,  6.000, -0.500, -20.226, -0.226,  7.151, -12.091,  7.240,  4.851,  3.554, -196.477, -55.288,  1.000,  0.714
139.630, 130.362, 106.271, 127.802, 133.159, 99.040, 668.412, 45.837,  0.069,  4.000, -0.375,  6.259, -15.577, -1.574,  8.793, -16.453,  7.660, 69.389, -15.782, -0.227,  1.000, -4.292
142.347, 93.441, 121.363, 139.780, 99.472, 120.748, 832.433, 28.371,  0.034,  4.000, -5.125, -16.195, 19.644,  6.038, -6.974,  0.742,  6.232, -117.039, -16.537,  0.141,  0.000,  2.750
134.139, 120.951, 115.507, 136.171, 116.058, 107.771, 3304.259, 66.955,  0.020,  5.000, -0.200,  1.336,  0.719,  3.282, -7.304,  7.623, -0.319, 89.045, 37.069,  0.416,  3.000,  1.638
162.225, 120.444, 106.849, 138.033, 116.649, 105.318, 4242.306, 223.479,  0.053,  3.000, -4.167, -28.219, 15.493, -18.147, -9.828, 23.312, -13.484, -846.218, -133.358,  0.158,  3.000,  1.042
163.965, 71.845, 124.159, 163.963, 71.862, 124.174, 35.512, 13.585,  0.383,  5.000, -0.800, -65.833, 37.854,  7.232, -50.649, 46.611,  4.039, 18.179,  9.226,  0.508, -2.000, -3.867
